scenarios,locs,techs,carriers,units,flow_out_sum
0,PRT_15_1,wind_offshore,electricity,kilowatt hour,62708.549686238286
0,PRT_16_1,wind_offshore,electricity,kilowatt hour,74036.1799222436
0,PRT_17_1,wind_offshore,electricity,kilowatt hour,84853.61402917151
0,PRT_18_1,wind_offshore,electricity,kilowatt hour,66638.42684947672
0,PRT_1_1,wind_offshore,electricity,kilowatt hour,337.2400206299344
0,PRT_20_1,wind_offshore,electricity,kilowatt hour,23771.28106193383
0,PRT_3_1,wind_offshore,electricity,kilowatt hour,84026.83214455601
0,PRT_4_1,wind_offshore,electricity,kilowatt hour,63209.03202748667
0,PRT_7_1,wind_offshore,electricity,kilowatt hour,67140.76852269385
0,PRT_9_1,wind_offshore,electricity,kilowatt hour,118948.55503179999
0,PRT_10_1,wind_onshore,electricity,kilowatt hour,995368.8742241999
0,PRT_11_1,wind_onshore,electricity,kilowatt hour,1231811.2251628002
0,PRT_12_1,wind_onshore,electricity,kilowatt hour,1840346.7301539
0,PRT_14_1,wind_onshore,electricity,kilowatt hour,1711801.4962592
0,PRT_15_1,wind_onshore,electricity,kilowatt hour,322644.0553903
0,PRT_16_1,wind_onshore,electricity,kilowatt hour,1383320.9510181
0,PRT_17_1,wind_onshore,electricity,kilowatt hour,2060231.3982547
0,PRT_18_1,wind_onshore,electricity,kilowatt hour,595591.1769345
0,PRT_19_1,wind_onshore,electricity,kilowatt hour,454832.21042250004
0,PRT_1_1,wind_onshore,electricity,kilowatt hour,744.3503981081975
0,PRT_20_1,wind_onshore,electricity,kilowatt hour,542374.6247082
0,PRT_3_1,wind_onshore,electricity,kilowatt hour,2625888.5113971
0,PRT_4_1,wind_onshore,electricity,kilowatt hour,502273.5065846
0,PRT_5_1,wind_onshore,electricity,kilowatt hour,560059.7588405
0,PRT_6_1,wind_onshore,electricity,kilowatt hour,1149094.3149873
0,PRT_7_1,wind_onshore,electricity,kilowatt hour,612100.104942
0,PRT_8_1,wind_onshore,electricity,kilowatt hour,1842246.4202072
0,PRT_9_1,wind_onshore,electricity,kilowatt hour,56156251894.63052
1,PRT_1,battery,electricity,kilogram,3017128733.6448874
1,PRT_2,battery,electricity,kilogram,2861312847.507064
1,PRT_1,biofuel_boiler,heat,megajoule,2239664.97070836
1,PRT_2,biofuel_boiler,heat,megajoule,2483096.186394
1,PRT_1,biofuel_supply,biofuel,kilogram,330654615.8523545
1,PRT_2,biofuel_supply,biofuel,kilogram,201990126.29818526
1,PRT_1,biofuel_to_diesel,diesel,kilogram,142970247.78774637
1,PRT_2,biofuel_to_diesel,diesel,kilogram,134773082.68154448
1,PRT_1,biofuel_to_methane,methane,cubic meter,12482.233326536641
1,PRT_2,biofuel_to_methane,methane,cubic meter,13301.25101019816
1,PRT_1,biofuel_to_methanol,methanol,kilogram,114284674.52930044
1,PRT_2,biofuel_to_methanol,methanol,kilogram,8258303.332376216
1,PRT_1,ccgt,electricity,kilowatt hour,101939.38133959999
1,PRT_2,ccgt,electricity,kilowatt hour,96056.82196381167
1,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,318396.58797399997
1,PRT_1,chp_biofuel_extraction,heat,megajoule,2244297.59386272
1,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,327981.6537367
1,PRT_2,chp_biofuel_extraction,heat,megajoule,2399192.8175898003
1,PRT_1,chp_hydrogen,electricity,kilowatt hour,309190.0258837
1,PRT_2,chp_hydrogen,electricity,kilowatt hour,312879.74849150004
1,PRT_1,chp_methane_extraction,electricity,kilowatt hour,130556.7183657
1,PRT_1,chp_methane_extraction,heat,megajoule,1100807.9417919598
1,PRT_2,chp_methane_extraction,electricity,kilowatt hour,122212.78276080001
1,PRT_2,chp_methane_extraction,heat,megajoule,1120492.00896408
1,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223150518.16897592
1,PRT_1,chp_wte_back_pressure,heat,megajoule,264863.2436718531
1,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218395119.7620893
1,PRT_2,chp_wte_back_pressure,heat,megajoule,287506.39228291303
1,ESP,el_import,electricity,kilowatt hour,11612678404.225693
1,PRT_1,electrolysis,hydrogen,kg,13743743900.195366
1,PRT_2,electrolysis,hydrogen,kg,103900.87326808528
1,PRT_10_1,existing_pv,electricity,kilowatt hour,308891111.32446265
1,PRT_12_1,existing_pv,electricity,kilowatt hour,157595057.1167478
1,PRT_15_1,existing_pv,electricity,kilowatt hour,308039965.55959874
1,PRT_3_1,existing_pv,electricity,kilowatt hour,814362637.1889457
1,PRT_9_1,existing_pv,electricity,kilowatt hour,170481537.1071208
1,PRT_10_1,existing_wind,electricity,kilowatt hour,346682455.7423658
1,PRT_11_1,existing_wind,electricity,kilowatt hour,1473802349.2973728
1,PRT_12_1,existing_wind,electricity,kilowatt hour,343991372.2486822
1,PRT_15_1,existing_wind,electricity,kilowatt hour,326004624.19680107
1,PRT_16_1,existing_wind,electricity,kilowatt hour,81390987.3525355
1,PRT_17_1,existing_wind,electricity,kilowatt hour,284637970.3973504
1,PRT_18_1,existing_wind,electricity,kilowatt hour,2457644463.924295
1,PRT_19_1,existing_wind,electricity,kilowatt hour,2025285434.6998816
1,PRT_1_1,existing_wind,electricity,kilowatt hour,114169.1719025
1,PRT_20_1,existing_wind,electricity,kilowatt hour,2351938081.049175
1,PRT_3_1,existing_wind,electricity,kilowatt hour,476819400.7212322
1,PRT_4_1,existing_wind,electricity,kilowatt hour,1017599990.8699846
1,PRT_5_1,existing_wind,electricity,kilowatt hour,497678242.0946681
1,PRT_6_1,existing_wind,electricity,kilowatt hour,2105229167.097301
1,PRT_7_1,existing_wind,electricity,kilowatt hour,1436457422.2099245
1,PRT_9_1,existing_wind,electricity,kilowatt hour,871209034.2385423
1,PRT_1,heat_storage_big,heat,unit,114668.5245079222
1,PRT_2,heat_storage_big,heat,unit,150460.07697645217
1,PRT_1,heat_storage_small,heat,unit,493965476.3859866
1,PRT_2,heat_storage_small,heat,unit,24411820.640873216
1,PRT_1,hydro_reservoir,electricity,kilowatt hour,2159077623.156326
1,PRT_2,hydro_reservoir,electricity,kilowatt hour,394078597.4214926
1,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2261485451.313285
1,PRT_2,hydro_run_of_river,electricity,kilowatt hour,331322865.9952011
1,PRT_1,methane_boiler,heat,megajoule,1206995.42075724
1,PRT_2,methane_boiler,heat,megajoule,1316400.34179132
1,PRT_1,methane_storage,methane,unit,2823.3357417985276
1,PRT_2,methane_storage,methane,unit,2869.1697273554123
1,PRT_10_1,open_field_pv,electricity,kilowatt hour,42082340202.715454
1,PRT_11_1,open_field_pv,electricity,kilowatt hour,97902.30673552891
1,PRT_12_1,open_field_pv,electricity,kilowatt hour,3479381.0850112997
1,PRT_14_1,open_field_pv,electricity,kilowatt hour,4633017.0917341
1,PRT_15_1,open_field_pv,electricity,kilowatt hour,51280872.0837188
1,PRT_16_1,open_field_pv,electricity,kilowatt hour,3527680.6025628997
1,PRT_17_1,open_field_pv,electricity,kilowatt hour,7457626.2687245
1,PRT_18_1,open_field_pv,electricity,kilowatt hour,3176868.5648854
1,PRT_19_1,open_field_pv,electricity,kilowatt hour,3668773.9467706
1,PRT_20_1,open_field_pv,electricity,kilowatt hour,6127165.2087317
1,PRT_3_1,open_field_pv,electricity,kilowatt hour,29169669590.09752
1,PRT_4_1,open_field_pv,electricity,kilowatt hour,4305077.9097775
1,PRT_5_1,open_field_pv,electricity,kilowatt hour,8381134.5582723
1,PRT_6_1,open_field_pv,electricity,kilowatt hour,83341.07653034382
1,PRT_7_1,open_field_pv,electricity,kilowatt hour,51193924.8534161
1,PRT_8_1,open_field_pv,electricity,kilowatt hour,7748779.2971997
1,PRT_9_1,open_field_pv,electricity,kilowatt hour,100831.43971070001
1,PRT_1,pumped_hydro,electricity,kilowatt hour,6483895954.247361
1,PRT_2,pumped_hydro,electricity,kilowatt hour,901878554.3960401
1,PRT_10_1,roof_mounted_pv,electricity,kilowatt hour,231324.9053029
1,PRT_11_1,roof_mounted_pv,electricity,kilowatt hour,242417.96227229998
1,PRT_12_1,roof_mounted_pv,electricity,kilowatt hour,266609.03614700004
1,PRT_14_1,roof_mounted_pv,electricity,kilowatt hour,234343.7383
1,PRT_15_1,roof_mounted_pv,electricity,kilowatt hour,247747.9954713
1,PRT_16_1,roof_mounted_pv,electricity,kilowatt hour,232132.0663741
1,PRT_17_1,roof_mounted_pv,electricity,kilowatt hour,239818.7595811
1,PRT_18_1,roof_mounted_pv,electricity,kilowatt hour,215947.91491209998
1,PRT_19_1,roof_mounted_pv,electricity,kilowatt hour,222270.7711424
1,PRT_1_1,roof_mounted_pv,electricity,kilowatt hour,604.2250568713217
1,PRT_20_1,roof_mounted_pv,electricity,kilowatt hour,226360.0670882
1,PRT_3_1,roof_mounted_pv,electricity,kilowatt hour,244440.8362815
1,PRT_4_1,roof_mounted_pv,electricity,kilowatt hour,219863.94777849998
1,PRT_5_1,roof_mounted_pv,electricity,kilowatt hour,228251.51063950002
1,PRT_6_1,roof_mounted_pv,electricity,kilowatt hour,210511.8685433
1,PRT_7_1,roof_mounted_pv,electricity,kilowatt hour,231092.3362965
1,PRT_8_1,roof_mounted_pv,electricity,kilowatt hour,238263.1274043
1,PRT_9_1,roof_mounted_pv,electricity,kilowatt hour,278076.66340689996
1,PRT_1,waste_supply,waste,kilowatt hour,1028343401.70035
1,PRT_2,waste_supply,waste,kilowatt hour,1006429123.3276004
1,PRT_11_1,wind_offshore,electricity,kilowatt hour,450999.99653779995
1,PRT_12_1,wind_offshore,electricity,kilowatt hour,492668.0378105
1,PRT_15_1,wind_offshore,electricity,kilowatt hour,348014.4313074
1,PRT_16_1,wind_offshore,electricity,kilowatt hour,413419.1431565
1,PRT_17_1,wind_offshore,electricity,kilowatt hour,433755.359914
1,PRT_18_1,wind_offshore,electricity,kilowatt hour,374644.9686003
1,PRT_1_1,wind_offshore,electricity,kilowatt hour,59520.624690030025
1,PRT_20_1,wind_offshore,electricity,kilowatt hour,355492.77801809995
1,PRT_3_1,wind_offshore,electricity,kilowatt hour,445164.3410774
1,PRT_4_1,wind_offshore,electricity,kilowatt hour,360239.7361407
1,PRT_7_1,wind_offshore,electricity,kilowatt hour,367644.304933
1,PRT_9_1,wind_offshore,electricity,kilowatt hour,542670.4893061
1,PRT_10_1,wind_onshore,electricity,kilowatt hour,14399248.200041201
1,PRT_11_1,wind_onshore,electricity,kilowatt hour,19040452897.793976
1,PRT_12_1,wind_onshore,electricity,kilowatt hour,6979516874.373905
1,PRT_14_1,wind_onshore,electricity,kilowatt hour,33574757.6345432
1,PRT_15_1,wind_onshore,electricity,kilowatt hour,3404703.9829705
1,PRT_16_1,wind_onshore,electricity,kilowatt hour,10088948.054446999
1,PRT_17_1,wind_onshore,electricity,kilowatt hour,20732952.2331354
1,PRT_18_1,wind_onshore,electricity,kilowatt hour,8907699.6300978
1,PRT_19_1,wind_onshore,electricity,kilowatt hour,2269837.0959979
1,PRT_1_1,wind_onshore,electricity,kilowatt hour,93840.14445865368
1,PRT_20_1,wind_onshore,electricity,kilowatt hour,3281082.5921051
1,PRT_3_1,wind_onshore,electricity,kilowatt hour,24654955179.071285
1,PRT_4_1,wind_onshore,electricity,kilowatt hour,5097677.5924619
1,PRT_5_1,wind_onshore,electricity,kilowatt hour,3165775.3928149
1,PRT_6_1,wind_onshore,electricity,kilowatt hour,16491979110.10677
1,PRT_7_1,wind_onshore,electricity,kilowatt hour,4690966.5107672
1,PRT_8_1,wind_onshore,electricity,kilowatt hour,8273316434.169997
1,PRT_9_1,wind_onshore,electricity,kilowatt hour,557421.1232212
2,PRT_1,battery,electricity,kilogram,11303324.22888032
2,PRT_2,battery,electricity,kilogram,20146545.65033552
2,PRT_1,biofuel_boiler,heat,megajoule,68558592.67705512
2,PRT_2,biofuel_boiler,heat,megajoule,7233374.03834196
2,PRT_1,biofuel_supply,biofuel,kilogram,1761783186.2590764
2,PRT_2,biofuel_supply,biofuel,kilogram,1837703802.42347
2,PRT_1,biofuel_to_diesel,diesel,kilogram,262418.5405919287
2,PRT_2,biofuel_to_diesel,diesel,kilogram,134552730.29689747
2,PRT_1,biofuel_to_methane,methane,cubic meter,102676974.36435066
2,PRT_2,biofuel_to_methane,methane,cubic meter,82181968.78950547
2,PRT_1,biofuel_to_methanol,methanol,kilogram,121098448.2035594
2,PRT_2,biofuel_to_methanol,methanol,kilogram,976932383.6220161
2,PRT_1,ccgt,electricity,kilowatt hour,446892.1405427
2,PRT_2,ccgt,electricity,kilowatt hour,1738790.1685674002
2,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,2086745.5304311002
2,PRT_1,chp_biofuel_extraction,heat,megajoule,12471327.65532384
2,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,1055497.1497797999
2,PRT_2,chp_biofuel_extraction,heat,megajoule,7946343.66721716
2,PRT_1,chp_hydrogen,electricity,kilowatt hour,551972.7793248
2,PRT_2,chp_hydrogen,electricity,kilowatt hour,691770.7645126
2,PRT_1,chp_methane_extraction,electricity,kilowatt hour,680899.1413932
2,PRT_1,chp_methane_extraction,heat,megajoule,3868698.6963831596
2,PRT_2,chp_methane_extraction,electricity,kilowatt hour,301035.2035157
2,PRT_2,chp_methane_extraction,heat,megajoule,3560805.5418464397
2,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223229054.3422234
2,PRT_1,chp_wte_back_pressure,heat,megajoule,731130.95299392
2,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218473655.9355408
2,PRT_2,chp_wte_back_pressure,heat,megajoule,821781.62586756
2,ESP,el_import,electricity,kilowatt hour,21566956494.682472
2,PRT_1,electrolysis,hydrogen,kg,2116074.885733275
2,PRT_2,electrolysis,hydrogen,kg,8254033446.363629
2,PRT_10_1,existing_pv,electricity,kilowatt hour,313131454.2782407
2,PRT_12_1,existing_pv,electricity,kilowatt hour,159646591.8796044
2,PRT_15_1,existing_pv,electricity,kilowatt hour,310258563.56719726
2,PRT_3_1,existing_pv,electricity,kilowatt hour,816268413.8295977
2,PRT_9_1,existing_pv,electricity,kilowatt hour,172587263.1182879
2,PRT_10_1,existing_wind,electricity,kilowatt hour,350921466.8633716
2,PRT_11_1,existing_wind,electricity,kilowatt hour,1476484859.7983508
2,PRT_12_1,existing_wind,electricity,kilowatt hour,361460620.02110106
2,PRT_15_1,existing_wind,electricity,kilowatt hour,337509828.90308166
2,PRT_16_1,existing_wind,electricity,kilowatt hour,94978271.9600286
2,PRT_17_1,existing_wind,electricity,kilowatt hour,288109982.3477767
2,PRT_18_1,existing_wind,electricity,kilowatt hour,2460068164.8286324
2,PRT_19_1,existing_wind,electricity,kilowatt hour,2027655310.4302053
2,PRT_1_1,existing_wind,electricity,kilowatt hour,493049.13158489997
2,PRT_20_1,existing_wind,electricity,kilowatt hour,2354356632.8341184
2,PRT_3_1,existing_wind,electricity,kilowatt hour,497733788.26756084
2,PRT_4_1,existing_wind,electricity,kilowatt hour,1020319485.6524005
2,PRT_5_1,existing_wind,electricity,kilowatt hour,501539019.82661986
2,PRT_6_1,existing_wind,electricity,kilowatt hour,2123107023.1147332
2,PRT_7_1,existing_wind,electricity,kilowatt hour,1438596760.7810328
2,PRT_9_1,existing_wind,electricity,kilowatt hour,914382485.1837628
2,PRT_1,heat_storage_big,heat,unit,283602.0324663266
2,PRT_2,heat_storage_big,heat,unit,380336.54366084083
2,PRT_1,heat_storage_small,heat,unit,7050391.320111334
2,PRT_2,heat_storage_small,heat,unit,598393524.1729083
2,PRT_1,hydro_reservoir,electricity,kilowatt hour,2163086249.954603
2,PRT_2,hydro_reservoir,electricity,kilowatt hour,394468615.6969194
2,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2680688334.3582506
2,PRT_2,hydro_run_of_river,electricity,kilowatt hour,365239627.76966566
2,PRT_1,methane_boiler,heat,megajoule,7409123.091762841
2,PRT_2,methane_boiler,heat,megajoule,2320555.15967832
2,PRT_1,methane_storage,methane,unit,2821.586605255434
2,PRT_2,methane_storage,methane,unit,2919.4684708413165
2,PRT_10_1,open_field_pv,electricity,kilowatt hour,3693837.1632649
2,PRT_11_1,open_field_pv,electricity,kilowatt hour,5027509.5050565
2,PRT_12_1,open_field_pv,electricity,kilowatt hour,1320077.0340567
2,PRT_14_1,open_field_pv,electricity,kilowatt hour,1243927.8697193
2,PRT_15_1,open_field_pv,electricity,kilowatt hour,2921624.2623854997
2,PRT_16_1,open_field_pv,electricity,kilowatt hour,1149396.4614218
2,PRT_17_1,open_field_pv,electricity,kilowatt hour,1627081.2574564
2,PRT_18_1,open_field_pv,electricity,kilowatt hour,1145469.842407
2,PRT_19_1,open_field_pv,electricity,kilowatt hour,789205.927667
2,PRT_20_1,open_field_pv,electricity,kilowatt hour,962570.9875415
2,PRT_3_1,open_field_pv,electricity,kilowatt hour,4879252.202930801
2,PRT_4_1,open_field_pv,electricity,kilowatt hour,1335381.9870298998
2,PRT_5_1,open_field_pv,electricity,kilowatt hour,1010072.6244167001
2,PRT_6_1,open_field_pv,electricity,kilowatt hour,3951528.7575772996
2,PRT_7_1,open_field_pv,electricity,kilowatt hour,2334389.3972605
2,PRT_8_1,open_field_pv,electricity,kilowatt hour,1580165.7352641
2,PRT_9_1,open_field_pv,electricity,kilowatt hour,3842069824.1177197
2,PRT_1,pumped_hydro,electricity,kilowatt hour,3865453606.716496
2,PRT_2,pumped_hydro,electricity,kilowatt hour,457762020.430567
2,PRT_10_1,roof_mounted_pv,electricity,kilowatt hour,478799.9404867
2,PRT_11_1,roof_mounted_pv,electricity,kilowatt hour,499154.884187
2,PRT_12_1,roof_mounted_pv,electricity,kilowatt hour,535165.8699321
2,PRT_14_1,roof_mounted_pv,electricity,kilowatt hour,507404.1607042
2,PRT_15_1,roof_mounted_pv,electricity,kilowatt hour,495642.1951955
2,PRT_16_1,roof_mounted_pv,electricity,kilowatt hour,492447.66297749995
2,PRT_17_1,roof_mounted_pv,electricity,kilowatt hour,500003.7067304
2,PRT_18_1,roof_mounted_pv,electricity,kilowatt hour,456652.8456338
2,PRT_19_1,roof_mounted_pv,electricity,kilowatt hour,448070.53042029997
2,PRT_1_1,roof_mounted_pv,electricity,kilowatt hour,1992.489196719212
2,PRT_20_1,roof_mounted_pv,electricity,kilowatt hour,472310.2838553
2,PRT_3_1,roof_mounted_pv,electricity,kilowatt hour,489683.71777730004
2,PRT_4_1,roof_mounted_pv,electricity,kilowatt hour,452139.1087856
2,PRT_5_1,roof_mounted_pv,electricity,kilowatt hour,452729.08107779996
2,PRT_6_1,roof_mounted_pv,electricity,kilowatt hour,441436.2023525
2,PRT_7_1,roof_mounted_pv,electricity,kilowatt hour,476790.3850592
2,PRT_8_1,roof_mounted_pv,electricity,kilowatt hour,484547.4332198
2,PRT_9_1,roof_mounted_pv,electricity,kilowatt hour,537580.0302152999
2,PRT_1,waste_supply,waste,kilowatt hour,1028705319.5494164
2,PRT_2,waste_supply,waste,kilowatt hour,1006791041.1776078
2,PRT_11_1,wind_offshore,electricity,kilowatt hour,1108227.0659165
2,PRT_12_1,wind_offshore,electricity,kilowatt hour,1270224.1266927002
2,PRT_15_1,wind_offshore,electricity,kilowatt hour,939792.6497162
2,PRT_16_1,wind_offshore,electricity,kilowatt hour,1146139.9382272
2,PRT_17_1,wind_offshore,electricity,kilowatt hour,1106517.8325324
2,PRT_18_1,wind_offshore,electricity,kilowatt hour,977379.4183591
2,PRT_1_1,wind_offshore,electricity,kilowatt hour,117904.9652107
2,PRT_20_1,wind_offshore,electricity,kilowatt hour,1052493.493413
2,PRT_3_1,wind_offshore,electricity,kilowatt hour,1091075.4342462
2,PRT_4_1,wind_offshore,electricity,kilowatt hour,953584.3188885
2,PRT_7_1,wind_offshore,electricity,kilowatt hour,971613.7260292
2,PRT_9_1,wind_offshore,electricity,kilowatt hour,1178783.9682897
2,PRT_10_1,wind_onshore,electricity,kilowatt hour,9152453.0228352
2,PRT_11_1,wind_onshore,electricity,kilowatt hour,11054093438.20331
2,PRT_12_1,wind_onshore,electricity,kilowatt hour,7260556201.845304
