scenarios,locs,techs,carriers,units,flow_out_sum
76,PRT_1,biofuel_to_methanol,methanol,kilogram,8217859.973463867
76,PRT_2,biofuel_to_methanol,methanol,kilogram,956429614.7722994
76,PRT_1,ccgt,electricity,kilowatt hour,17572707.0121869
76,PRT_2,ccgt,electricity,kilowatt hour,20010241.3209465
76,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,140792247.6554371
76,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,355163249.4907782
76,PRT_1,chp_hydrogen,electricity,kilowatt hour,243645060.397129
76,PRT_2,chp_hydrogen,electricity,kilowatt hour,248794354.8987204
76,PRT_1,chp_methane_extraction,electricity,kilowatt hour,131618308.99959439
76,PRT_2,chp_methane_extraction,electricity,kilowatt hour,140909626.3806242
76,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,255787470.6614766
76,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,252375852.22060722
76,ESP,el_import,electricity,kilowatt hour,10284173151.510923
76,PRT_1,electrolysis,hydrogen,kg,11432681287.192827
76,PRT_2,electrolysis,hydrogen,kg,8463221.936926786
76,PRT_1,existing_pv,electricity,kilowatt hour,1371709859.4512017
76,PRT_1,existing_wind,electricity,kilowatt hour,15553533357.386492
76,PRT_1,heat_storage_big,heat,unit,17030110.212003626
76,PRT_2,heat_storage_big,heat,unit,35250126.03269479
76,PRT_1,heat_storage_small,heat,unit,543470515.0164139
76,PRT_2,heat_storage_small,heat,unit,574079872.0463283
76,PRT_1,hydro_reservoir,electricity,kilowatt hour,2102704841.9444387
76,PRT_2,hydro_reservoir,electricity,kilowatt hour,376851285.7477855
76,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2274793580.134793
76,PRT_2,hydro_run_of_river,electricity,kilowatt hour,318632806.30304044
76,PRT_1,methane_boiler,heat,megajoule,550349941.6670303
76,PRT_2,methane_boiler,heat,megajoule,858819346.793802
76,PRT_1,methane_storage,methane,unit,2882.24869330068
76,PRT_2,methane_storage,methane,unit,2879.8284899469168
76,PRT_1,open_field_pv,electricity,kilowatt hour,72846068669.74123
76,PRT_1,pumped_hydro,electricity,kilowatt hour,6702839634.593177
76,PRT_2,pumped_hydro,electricity,kilowatt hour,1125589201.7163246
76,PRT_1,roof_mounted_pv,electricity,kilowatt hour,2434.0275100345757
76,PRT_1,waste_supply,waste,kilowatt hour,1028179656.2230597
76,PRT_2,waste_supply,waste,kilowatt hour,1006265377.8509531
76,PRT_1,wind_offshore,electricity,kilowatt hour,778364686.6989752
76,PRT_1,wind_onshore,electricity,kilowatt hour,64456459563.75351
77,PRT_1,battery,electricity,kilogram,1838821735.2957141
77,PRT_2,battery,electricity,kilogram,4056673214.9183583
77,PRT_1,biofuel_boiler,heat,megajoule,698274599.8928764
77,PRT_2,biofuel_boiler,heat,megajoule,109733596.80857064
77,PRT_1,biofuel_supply,biofuel,kilogram,908449807.5210841
77,PRT_2,biofuel_supply,biofuel,kilogram,218382468.02343002
77,PRT_1,biofuel_to_diesel,diesel,kilogram,148327576.0615801
77,PRT_2,biofuel_to_diesel,diesel,kilogram,137987765.76675406
77,PRT_1,biofuel_to_methane,methane,cubic meter,74521522.03430572
77,PRT_2,biofuel_to_methane,methane,cubic meter,149190.57157941352
77,PRT_1,biofuel_to_methanol,methanol,kilogram,112261464.11127906
77,PRT_2,biofuel_to_methanol,methanol,kilogram,7231777.351712377
77,PRT_1,ccgt,electricity,kilowatt hour,11646145.8613946
77,PRT_2,ccgt,electricity,kilowatt hour,13122344.9938295
77,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,181585073.1396555
77,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,59094742.5860303
77,PRT_1,chp_hydrogen,electricity,kilowatt hour,153905887.15964982
77,PRT_2,chp_hydrogen,electricity,kilowatt hour,161655562.3592362
77,PRT_1,chp_methane_extraction,electricity,kilowatt hour,87104638.59518
77,PRT_2,chp_methane_extraction,electricity,kilowatt hour,93392509.6573258
77,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,244629122.955942
77,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,240579965.0167412
77,ESP,el_import,electricity,kilowatt hour,8609671794.558601
77,PRT_1,electrolysis,hydrogen,kg,4279450.798147111
77,PRT_2,electrolysis,hydrogen,kg,12982148398.975056
77,PRT_1,existing_pv,electricity,kilowatt hour,1498647345.5773156
77,PRT_1,existing_wind,electricity,kilowatt hour,15841642676.093061
77,PRT_1,heat_storage_big,heat,unit,10808750.192597153
77,PRT_2,heat_storage_big,heat,unit,17711470.547846597
77,PRT_1,heat_storage_small,heat,unit,423226272.2081459
77,PRT_2,heat_storage_small,heat,unit,425230710.77639276
77,PRT_1,hydro_reservoir,electricity,kilowatt hour,2119017214.0410643
77,PRT_2,hydro_reservoir,electricity,kilowatt hour,383579399.1974323
77,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2342962562.94489
77,PRT_2,hydro_run_of_river,electricity,kilowatt hour,342011983.4902698
77,PRT_1,methane_boiler,heat,megajoule,422407906.9969536
77,PRT_2,methane_boiler,heat,megajoule,580068468.4443088
77,PRT_1,methane_storage,methane,unit,2838.6813268897645
77,PRT_2,methane_storage,methane,unit,2862.0205047861455
77,PRT_1,open_field_pv,electricity,kilowatt hour,72403155479.993
77,PRT_1,pumped_hydro,electricity,kilowatt hour,6993768414.474371
77,PRT_2,pumped_hydro,electricity,kilowatt hour,1065923373.8389109
77,PRT_1,roof_mounted_pv,electricity,kilowatt hour,8524.03291117444
77,PRT_1,waste_supply,waste,kilowatt hour,1028180621.2648084
77,PRT_2,waste_supply,waste,kilowatt hour,1006266342.8925929
77,PRT_1,wind_offshore,electricity,kilowatt hour,148096688.0832356
77,PRT_1,wind_onshore,electricity,kilowatt hour,75190589809.0106
78,PRT_1,battery,electricity,kilogram,4272241419.3771815
78,PRT_2,battery,electricity,kilogram,4287832943.9617276
78,PRT_1,biofuel_boiler,heat,megajoule,144554500.8330311
78,PRT_2,biofuel_boiler,heat,megajoule,1551542965.2729058
78,PRT_1,biofuel_supply,biofuel,kilogram,288524845.8740933
78,PRT_2,biofuel_supply,biofuel,kilogram,1752255014.5220037
78,PRT_1,biofuel_to_diesel,diesel,kilogram,145477813.81585848
78,PRT_2,biofuel_to_diesel,diesel,kilogram,148663461.4396191
78,PRT_1,biofuel_to_methane,methane,cubic meter,7323600.969257818
78,PRT_2,biofuel_to_methane,methane,cubic meter,52017734.76500934
78,PRT_1,biofuel_to_methanol,methanol,kilogram,10790517.777537106
78,PRT_2,biofuel_to_methanol,methanol,kilogram,956282628.6834774
78,PRT_1,ccgt,electricity,kilowatt hour,17273826.8439368
78,PRT_2,ccgt,electricity,kilowatt hour,19586284.201256897
78,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,100611490.405034
78,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,352792785.8919897
78,PRT_1,chp_hydrogen,electricity,kilowatt hour,228365841.956756
78,PRT_2,chp_hydrogen,electricity,kilowatt hour,229425753.977035
78,PRT_1,chp_methane_extraction,electricity,kilowatt hour,121673461.8815629
78,PRT_2,chp_methane_extraction,electricity,kilowatt hour,127484141.40891209
78,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,252676903.59190542
78,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,249115870.963698
78,ESP,el_import,electricity,kilowatt hour,10396766490.813803
78,PRT_1,electrolysis,hydrogen,kg,11529785547.516874
78,PRT_2,electrolysis,hydrogen,kg,6059239.606198251
78,PRT_1,existing_pv,electricity,kilowatt hour,1365632607.3851516
78,PRT_1,existing_wind,electricity,kilowatt hour,15540940478.477663
78,PRT_1,heat_storage_big,heat,unit,17846862.632798385
78,PRT_2,heat_storage_big,heat,unit,36335420.64083798
78,PRT_1,heat_storage_small,heat,unit,573678155.5658075
78,PRT_2,heat_storage_small,heat,unit,595616717.7555676
78,PRT_1,hydro_reservoir,electricity,kilowatt hour,2105568087.695146
78,PRT_2,hydro_reservoir,electricity,kilowatt hour,376867975.93760127
78,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2272588983.249776
78,PRT_2,hydro_run_of_river,electricity,kilowatt hour,318031265.79538697
78,PRT_1,methane_boiler,heat,megajoule,592974835.5476607
78,PRT_2,methane_boiler,heat,megajoule,799217480.0346912
78,PRT_1,methane_storage,methane,unit,2873.1625117183494
78,PRT_2,methane_storage,methane,unit,2868.18586024337
78,PRT_1,open_field_pv,electricity,kilowatt hour,73037352233.67102
78,PRT_1,pumped_hydro,electricity,kilowatt hour,6772771756.064528
78,PRT_2,pumped_hydro,electricity,kilowatt hour,1131591775.170743
78,PRT_1,roof_mounted_pv,electricity,kilowatt hour,1293.3383671102824
78,PRT_1,waste_supply,waste,kilowatt hour,1028179483.3489553
78,PRT_2,waste_supply,waste,kilowatt hour,1006265204.976836
78,PRT_1,wind_offshore,electricity,kilowatt hour,703596807.0414336
78,PRT_1,wind_onshore,electricity,kilowatt hour,64749573421.2039
79,PRT_1,battery,electricity,kilogram,2028925343.957237
79,PRT_2,battery,electricity,kilogram,3732852150.0695
79,PRT_1,biofuel_boiler,heat,megajoule,683730574.6259285
79,PRT_2,biofuel_boiler,heat,megajoule,94470579.24640776
79,PRT_1,biofuel_supply,biofuel,kilogram,1047784642.7758904
79,PRT_2,biofuel_supply,biofuel,kilogram,212872709.42460024
79,PRT_1,biofuel_to_diesel,diesel,kilogram,148026630.43900022
79,PRT_2,biofuel_to_diesel,diesel,kilogram,137488795.48014674
79,PRT_1,biofuel_to_methane,methane,cubic meter,95143588.86587468
79,PRT_2,biofuel_to_methane,methane,cubic meter,436708.43384099624
79,PRT_1,biofuel_to_methanol,methanol,kilogram,110020853.15822354
79,PRT_2,biofuel_to_methanol,methanol,kilogram,2247663.230904305
79,PRT_1,ccgt,electricity,kilowatt hour,12007762.999760399
79,PRT_2,ccgt,electricity,kilowatt hour,13829115.075378101
79,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,192665502.7579158
79,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,56467471.7523158
79,PRT_1,chp_hydrogen,electricity,kilowatt hour,166442368.4016862
79,PRT_2,chp_hydrogen,electricity,kilowatt hour,177307527.5632223
79,PRT_1,chp_methane_extraction,electricity,kilowatt hour,87329811.1726173
79,PRT_2,chp_methane_extraction,electricity,kilowatt hour,97314809.6073841
79,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,244244363.0889211
79,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,240170548.7217172
79,ESP,el_import,electricity,kilowatt hour,8542011255.245512
79,PRT_1,electrolysis,hydrogen,kg,4101077.740718095
79,PRT_2,electrolysis,hydrogen,kg,12696444936.386677
79,PRT_1,existing_pv,electricity,kilowatt hour,1483917979.9253917
79,PRT_1,existing_wind,electricity,kilowatt hour,15817781572.046638
79,PRT_1,heat_storage_big,heat,unit,12227761.580142085
79,PRT_2,heat_storage_big,heat,unit,21123545.411019806
79,PRT_1,heat_storage_small,heat,unit,471184545.14928854
79,PRT_2,heat_storage_small,heat,unit,478678363.7280913
79,PRT_1,hydro_reservoir,electricity,kilowatt hour,2118823325.938052
79,PRT_2,hydro_reservoir,electricity,kilowatt hour,382639511.7969519
79,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2345154792.583637
79,PRT_2,hydro_run_of_river,electricity,kilowatt hour,339342263.1946979
79,PRT_1,methane_boiler,heat,megajoule,390606387.9897737
79,PRT_2,methane_boiler,heat,megajoule,640149342.5623752
79,PRT_1,methane_storage,methane,unit,2879.0367118094277
79,PRT_2,methane_storage,methane,unit,2850.215074878964
79,PRT_1,open_field_pv,electricity,kilowatt hour,72258028566.21844
79,PRT_1,pumped_hydro,electricity,kilowatt hour,7007022289.558938
79,PRT_2,pumped_hydro,electricity,kilowatt hour,1080217449.4532633
79,PRT_1,roof_mounted_pv,electricity,kilowatt hour,8866.622938279617
79,PRT_1,waste_supply,waste,kilowatt hour,1028180641.9461179
79,PRT_2,waste_supply,waste,kilowatt hour,1006266363.5740383
79,PRT_1,wind_offshore,electricity,kilowatt hour,153873466.3956394
79,PRT_1,wind_onshore,electricity,kilowatt hour,74123189981.06569
80,PRT_1,battery,electricity,kilogram,3964023063.3012886
80,PRT_2,battery,electricity,kilogram,4343937943.302799
80,PRT_1,biofuel_boiler,heat,megajoule,98911290.32294904
80,PRT_2,biofuel_boiler,heat,megajoule,1509626979.8211756
80,PRT_1,biofuel_supply,biofuel,kilogram,235402037.38674322
80,PRT_2,biofuel_supply,biofuel,kilogram,1726711473.7560854
80,PRT_1,biofuel_to_diesel,diesel,kilogram,145003831.53340584
80,PRT_2,biofuel_to_diesel,diesel,kilogram,148421158.16928208
80,PRT_1,biofuel_to_methane,methane,cubic meter,1805019.9927975151
80,PRT_2,biofuel_to_methane,methane,cubic meter,48376644.37526977
80,PRT_1,biofuel_to_methanol,methanol,kilogram,2993357.7481637276
80,PRT_2,biofuel_to_methanol,methanol,kilogram,957238081.2767664
80,PRT_1,ccgt,electricity,kilowatt hour,17733761.3437909
80,PRT_2,ccgt,electricity,kilowatt hour,20085486.294262897
80,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,70190862.2992227
80,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,340186665.7775266
80,PRT_1,chp_hydrogen,electricity,kilowatt hour,234149866.1092034
80,PRT_2,chp_hydrogen,electricity,kilowatt hour,237335957.6929719
80,PRT_1,chp_methane_extraction,electricity,kilowatt hour,131610170.3456084
80,PRT_2,chp_methane_extraction,electricity,kilowatt hour,141239437.1883556
80,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,256867941.45828328
80,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,253286927.52306882
80,ESP,el_import,electricity,kilowatt hour,10473436077.340359
80,PRT_1,electrolysis,hydrogen,kg,11704381867.76215
80,PRT_2,electrolysis,hydrogen,kg,19430888.077588715
80,PRT_1,existing_pv,electricity,kilowatt hour,1378188755.1967468
80,PRT_1,existing_wind,electricity,kilowatt hour,15558631343.668785
80,PRT_1,heat_storage_big,heat,unit,16299703.130115643
80,PRT_2,heat_storage_big,heat,unit,32694101.152943723
80,PRT_1,heat_storage_small,heat,unit,527755044.29555345
80,PRT_2,heat_storage_small,heat,unit,581413784.5966249
80,PRT_1,hydro_reservoir,electricity,kilowatt hour,2102806764.1493652
80,PRT_2,hydro_reservoir,electricity,kilowatt hour,377145445.9469739
80,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2260884242.1079516
80,PRT_2,hydro_run_of_river,electricity,kilowatt hour,318157579.1946181
80,PRT_1,methane_boiler,heat,megajoule,587022718.9249339
80,PRT_2,methane_boiler,heat,megajoule,815755347.633654
80,PRT_1,methane_storage,methane,unit,2875.519802947612
80,PRT_2,methane_storage,methane,unit,2861.99928377726
80,PRT_1,open_field_pv,electricity,kilowatt hour,72763790280.95744
80,PRT_1,pumped_hydro,electricity,kilowatt hour,6677816257.429091
80,PRT_2,pumped_hydro,electricity,kilowatt hour,1108757541.2999556
80,PRT_1,roof_mounted_pv,electricity,kilowatt hour,2907.729173962417
80,PRT_1,waste_supply,waste,kilowatt hour,1028179826.294737
80,PRT_2,waste_supply,waste,kilowatt hour,1006265547.922651
80,PRT_1,wind_offshore,electricity,kilowatt hour,612835590.7998135
80,PRT_1,wind_onshore,electricity,kilowatt hour,65777988570.517975
81,PRT_1,battery,electricity,kilogram,586677.0148145921
81,PRT_2,battery,electricity,kilogram,619018.917243168
81,PRT_1,biofuel_boiler,heat,megajoule,15629159.2945716
81,PRT_2,biofuel_boiler,heat,megajoule,362127.72277007997
81,PRT_1,biofuel_supply,biofuel,kilogram,1046936969.4255801
81,PRT_2,biofuel_supply,biofuel,kilogram,1836753511.8247776
81,PRT_1,biofuel_to_diesel,diesel,kilogram,143047557.94419593
81,PRT_2,biofuel_to_diesel,diesel,kilogram,134858731.44094768
81,PRT_1,biofuel_to_methane,methane,cubic meter,102651634.66603449
81,PRT_2,biofuel_to_methane,methane,cubic meter,82064137.67517497
81,PRT_1,biofuel_to_methanol,methanol,kilogram,121008602.26719487
81,PRT_2,biofuel_to_methanol,methanol,kilogram,977082780.1118747
81,PRT_1,ccgt,electricity,kilowatt hour,8290.216210163524
81,PRT_2,ccgt,electricity,kilowatt hour,5119.348238305544
81,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,103595.54008060001
81,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,74502.96534395104
81,PRT_1,chp_hydrogen,electricity,kilowatt hour,36233.95748356239
81,PRT_2,chp_hydrogen,electricity,kilowatt hour,38394.1073860079
81,PRT_1,chp_methane_extraction,electricity,kilowatt hour,29058.505147852436
81,PRT_2,chp_methane_extraction,electricity,kilowatt hour,20286.75786249548
81,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223120154.5862403
81,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218364994.2106335
81,ESP,el_import,electricity,kilowatt hour,13159717485.313
81,PRT_1,electrolysis,hydrogen,kg,75510.89378613065
81,PRT_2,electrolysis,hydrogen,kg,8787166235.501568
81,PRT_1,existing_pv,electricity,kilowatt hour,1772689502.4122288
81,PRT_1,existing_wind,electricity,kilowatt hour,16232490219.171038
81,PRT_1,heat_storage_big,heat,unit,7555.657270389048
81,PRT_2,heat_storage_big,heat,unit,10835.120082480804
81,PRT_1,heat_storage_small,heat,unit,291903.7147946311
81,PRT_2,heat_storage_small,heat,unit,214234.0342534122
81,PRT_1,hydro_reservoir,electricity,kilowatt hour,2157463092.005056
81,PRT_2,hydro_reservoir,electricity,kilowatt hour,393949883.3512369
81,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2677316091.1217546
81,PRT_2,hydro_run_of_river,electricity,kilowatt hour,361595668.1761688
81,PRT_1,methane_boiler,heat,megajoule,263067.7105178181
81,PRT_2,methane_boiler,heat,megajoule,78859.97404016757
81,PRT_1,methane_storage,methane,unit,2905.6691981735485
81,PRT_2,methane_storage,methane,unit,2868.273500549859
81,PRT_1,open_field_pv,electricity,kilowatt hour,40968.15959741788
81,PRT_1,pumped_hydro,electricity,kilowatt hour,4748910806.272873
81,PRT_2,pumped_hydro,electricity,kilowatt hour,470915804.8656006
81,PRT_1,roof_mounted_pv,electricity,kilowatt hour,1125501.5042175
81,PRT_1,waste_supply,waste,kilowatt hour,1028185589.9815526
81,PRT_2,waste_supply,waste,kilowatt hour,1006271311.6216191
81,PRT_1,wind_offshore,electricity,kilowatt hour,316425.5354672
81,PRT_1,wind_onshore,electricity,kilowatt hour,118664299447.41913
82,PRT_1,battery,electricity,kilogram,325209.9456872335
82,PRT_2,battery,electricity,kilogram,347856.9027171213
82,PRT_1,biofuel_boiler,heat,megajoule,32340913946.75425
82,PRT_2,biofuel_boiler,heat,megajoule,222488.74618003474
82,PRT_1,biofuel_supply,biofuel,kilogram,3038145217.8753514
82,PRT_2,biofuel_supply,biofuel,kilogram,1836752174.384
82,PRT_1,biofuel_to_diesel,diesel,kilogram,24976.7903419783
82,PRT_2,biofuel_to_diesel,diesel,kilogram,134859155.39248833
82,PRT_1,biofuel_to_methane,methane,cubic meter,102650834.4798966
82,PRT_2,biofuel_to_methane,methane,cubic meter,82065149.54875374
82,PRT_1,biofuel_to_methanol,methanol,kilogram,121009082.96606344
82,PRT_2,biofuel_to_methanol,methanol,kilogram,977083539.0704813
82,PRT_1,ccgt,electricity,kilowatt hour,5613.822598259656
82,PRT_2,ccgt,electricity,kilowatt hour,3314.583310177215
82,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,73541.05077192279
82,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,51723.934277002045
82,PRT_1,chp_hydrogen,electricity,kilowatt hour,24943.300442735577
82,PRT_2,chp_hydrogen,electricity,kilowatt hour,26969.82397844548
82,PRT_1,chp_methane_extraction,electricity,kilowatt hour,20147.24223944324
82,PRT_2,chp_methane_extraction,electricity,kilowatt hour,14548.796383816743
82,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223118984.4542034
82,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218363453.4063994
82,ESP,el_import,electricity,kilowatt hour,17378835195.617073
82,PRT_1,electrolysis,hydrogen,kg,32027.266678521722
82,PRT_2,electrolysis,hydrogen,kg,8256237127.966976
82,PRT_1,existing_pv,electricity,kilowatt hour,1772735628.2402036
82,PRT_1,existing_wind,electricity,kilowatt hour,16196839203.671114
82,PRT_1,heat_storage_big,heat,unit,5430.481445822255
82,PRT_2,heat_storage_big,heat,unit,8466.318997489332
82,PRT_1,heat_storage_small,heat,unit,139586.538832653
82,PRT_2,heat_storage_small,heat,unit,152221.40283970177
82,PRT_1,hydro_reservoir,electricity,kilowatt hour,2157454181.83902
82,PRT_2,hydro_reservoir,electricity,kilowatt hour,393950535.5840659
82,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2677314854.197832
82,PRT_2,hydro_run_of_river,electricity,kilowatt hour,362404661.9420847
82,PRT_1,methane_boiler,heat,megajoule,154046.23653656323
82,PRT_2,methane_boiler,heat,megajoule,48395.35371624537
82,PRT_1,methane_storage,methane,unit,2866.1643977111326
82,PRT_2,methane_storage,methane,unit,2888.9219101123667
82,PRT_1,open_field_pv,electricity,kilowatt hour,33174.696634086984
82,PRT_1,pumped_hydro,electricity,kilowatt hour,4417336885.096017
82,PRT_2,pumped_hydro,electricity,kilowatt hour,446472825.0186649
82,PRT_1,roof_mounted_pv,electricity,kilowatt hour,731047.0900797
82,PRT_1,waste_supply,waste,kilowatt hour,1028184304.4742045
82,PRT_2,waste_supply,waste,kilowatt hour,1006270026.0934169
82,PRT_1,wind_offshore,electricity,kilowatt hour,227064.49893200002
82,PRT_1,wind_onshore,electricity,kilowatt hour,105793479431.55084
83,PRT_1,battery,electricity,kilogram,3746005.969596384
83,PRT_2,battery,electricity,kilogram,3870772.0851413123
83,PRT_1,biofuel_boiler,heat,megajoule,32309109832.931065
83,PRT_2,biofuel_boiler,heat,megajoule,2602063.25828028
83,PRT_1,biofuel_supply,biofuel,kilogram,3036163438.009465
83,PRT_2,biofuel_supply,biofuel,kilogram,1836862856.2934427
83,PRT_1,biofuel_to_diesel,diesel,kilogram,198563.8889017833
83,PRT_2,biofuel_to_diesel,diesel,kilogram,134831854.17909873
83,PRT_1,biofuel_to_methane,methane,cubic meter,102656426.69577694
83,PRT_2,biofuel_to_methane,methane,cubic meter,82065573.06564625
83,PRT_1,biofuel_to_methanol,methanol,kilogram,121013414.78368801
83,PRT_2,biofuel_to_methanol,methanol,kilogram,977055023.0101469
83,PRT_1,ccgt,electricity,kilowatt hour,60735.84673082584
83,PRT_2,ccgt,electricity,kilowatt hour,36354.15079636533
83,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,777042.5155346
83,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,583910.1382751999
83,PRT_1,chp_hydrogen,electricity,kilowatt hour,263168.7543102
83,PRT_2,chp_hydrogen,electricity,kilowatt hour,289749.6844946
83,PRT_1,chp_methane_extraction,electricity,kilowatt hour,231250.3042368
83,PRT_2,chp_methane_extraction,electricity,kilowatt hour,180139.90636760002
83,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223157444.66403788
83,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218403585.46924078
83,ESP,el_import,electricity,kilowatt hour,13353297534.466381
83,PRT_1,electrolysis,hydrogen,kg,1087007.3154279704
83,PRT_2,electrolysis,hydrogen,kg,8256108736.372902
83,PRT_1,existing_pv,electricity,kilowatt hour,1772781180.6800454
83,PRT_1,existing_wind,electricity,kilowatt hour,16282390813.946695
83,PRT_1,heat_storage_big,heat,unit,49959.44458277115
83,PRT_2,heat_storage_big,heat,unit,82495.69858495527
83,PRT_1,heat_storage_small,heat,unit,1441182.5954931516
83,PRT_2,heat_storage_small,heat,unit,1816004.0295427777
83,PRT_1,hydro_reservoir,electricity,kilowatt hour,2158078105.6996055
83,PRT_2,hydro_reservoir,electricity,kilowatt hour,393992617.16159326
83,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2677641112.404352
83,PRT_2,hydro_run_of_river,electricity,kilowatt hour,377383714.5219022
83,PRT_1,methane_boiler,heat,megajoule,1561983.73761384
83,PRT_2,methane_boiler,heat,megajoule,549360.676017
83,PRT_1,methane_storage,methane,unit,2866.2445263919176
83,PRT_2,methane_storage,methane,unit,2863.444192070834
83,PRT_1,open_field_pv,electricity,kilowatt hour,462118.70610909996
83,PRT_1,pumped_hydro,electricity,kilowatt hour,4601277558.998507
83,PRT_2,pumped_hydro,electricity,kilowatt hour,492858461.2407077
83,PRT_1,roof_mounted_pv,electricity,kilowatt hour,7750691.3431306
83,PRT_1,waste_supply,waste,kilowatt hour,1028246184.9657285
83,PRT_2,waste_supply,waste,kilowatt hour,1006331906.5997831
83,PRT_1,wind_offshore,electricity,kilowatt hour,2541764.1899369
83,PRT_1,wind_onshore,electricity,kilowatt hour,112514374116.24582
84,PRT_1,battery,electricity,kilogram,449640.618841024
84,PRT_2,battery,electricity,kilogram,477917.324467232
84,PRT_1,biofuel_boiler,heat,megajoule,32340061624.668304
84,PRT_2,biofuel_boiler,heat,megajoule,292949.64863498864
84,PRT_1,biofuel_supply,biofuel,kilogram,3038073143.356743
84,PRT_2,biofuel_supply,biofuel,kilogram,1836755979.0428512
84,PRT_1,biofuel_to_diesel,diesel,kilogram,32966.3219932214
84,PRT_2,biofuel_to_diesel,diesel,kilogram,134858063.23027712
84,PRT_1,biofuel_to_methane,methane,cubic meter,102650930.63103297
84,PRT_2,biofuel_to_methane,methane,cubic meter,82065309.15728924
84,PRT_1,biofuel_to_methanol,methanol,kilogram,121009312.6756432
84,PRT_2,biofuel_to_methanol,methanol,kilogram,977082603.9969659
84,PRT_1,ccgt,electricity,kilowatt hour,7224.232740345498
84,PRT_2,ccgt,electricity,kilowatt hour,4274.479964393849
84,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,96548.0669221047
84,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,68056.16155584331
84,PRT_1,chp_hydrogen,electricity,kilowatt hour,32336.25764788579
84,PRT_2,chp_hydrogen,electricity,kilowatt hour,34946.78188803359
84,PRT_1,chp_methane_extraction,electricity,kilowatt hour,27247.83151706721
84,PRT_2,chp_methane_extraction,electricity,kilowatt hour,20270.81911043548
84,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223120034.6549069
84,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218364852.49521852
84,ESP,el_import,electricity,kilowatt hour,17150983384.932861
84,PRT_1,electrolysis,hydrogen,kg,49636.568232354766
84,PRT_2,electrolysis,hydrogen,kg,8256256035.386323
84,PRT_1,existing_pv,electricity,kilowatt hour,1772711041.7451112
84,PRT_1,existing_wind,electricity,kilowatt hour,16184544894.025805
84,PRT_1,heat_storage_big,heat,unit,6753.5836703687155
84,PRT_2,heat_storage_big,heat,unit,10387.557245176884
84,PRT_1,heat_storage_small,heat,unit,163932.0349294782
84,PRT_2,heat_storage_small,heat,unit,203799.55190539177
84,PRT_1,hydro_reservoir,electricity,kilowatt hour,2157478485.2386866
84,PRT_2,hydro_reservoir,electricity,kilowatt hour,393952349.8841056
84,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2677328362.12853
84,PRT_2,hydro_run_of_river,electricity,kilowatt hour,361997012.56692415
84,PRT_1,methane_boiler,heat,megajoule,195284.5333405781
84,PRT_2,methane_boiler,heat,megajoule,63415.90335586053
84,PRT_1,methane_storage,methane,unit,2852.365390440335
84,PRT_2,methane_storage,methane,unit,2883.39153893869
84,PRT_1,open_field_pv,electricity,kilowatt hour,49594.75493454298
