,spores,techs,locs,carriers,unit,flow_out_sum
21,151,chp_methane_extraction,PRT_2,electricity,twh,7.436547195927836e-05
22,151,chp_wte_back_pressure,PRT_1,electricity,twh,0.2231296876868672
23,151,chp_wte_back_pressure,PRT_2,electricity,twh,0.2183730271241874
26,151,el_import,ESP,electricity,twh,6.454804414416174
31,151,electrolysis,PRT_1,hydrogen,twh,0.0006485079032984
32,151,electrolysis,PRT_2,hydrogen,twh,29.253758120683017
33,151,existing_pv,PRT_1,electricity,twh,1.7728210532145667
34,151,existing_wind,PRT_1,electricity,twh,16.282314127062048
38,151,heat_storage_big,PRT_1,heat,twh,0.0018890361430981
39,151,heat_storage_big,PRT_2,heat,twh,0.0024306079468615
40,151,heat_storage_small,PRT_1,heat,twh,0.0188588507049073
41,151,heat_storage_small,PRT_2,heat,twh,0.0200327387550033
48,151,hydro_reservoir,PRT_1,electricity,twh,2.1577784460716583
49,151,hydro_reservoir,PRT_2,electricity,twh,0.3939862963411296
50,151,hydro_run_of_river,PRT_1,electricity,twh,2.5195660790104624
51,151,hydro_run_of_river,PRT_2,electricity,twh,0.3769818792477575
64,151,methane_boiler,PRT_1,heat,twh,5.88380179937999e-05
65,151,methane_boiler,PRT_2,heat,twh,3.369907944232951e-05
66,151,methane_storage,PRT_1,methane,twh,5.63007206100132
67,151,methane_storage,PRT_2,methane,twh,5.746617758721775
68,151,open_field_pv,PRT_1,electricity,twh,97.80593674760749
69,151,pumped_hydro,PRT_1,electricity,twh,7.851445743853427
70,151,pumped_hydro,PRT_2,electricity,twh,1.3091341130903718
71,151,roof_mounted_pv,PRT_1,electricity,twh,0.0004675117684915734
72,151,waste_supply,PRT_1,waste,twh,1.0282123135530052
73,151,waste_supply,PRT_2,waste,twh,1.006298035176037
74,151,wind_offshore,PRT_1,electricity,twh,0.000533761451811504
75,151,wind_onshore,PRT_1,electricity,twh,56.16995208793504
0,152,battery,PRT_1,electricity,twh,0.000241783376065
1,152,battery,PRT_2,electricity,twh,0.0002672260183274
2,152,biofuel_boiler,PRT_1,heat,twh,8.981077273334146
3,152,biofuel_boiler,PRT_2,heat,twh,0.0001253769691824
4,152,biofuel_supply,PRT_1,biofuel,twh,20.403831621037703
5,152,biofuel_supply,PRT_2,biofuel,twh,16.112270208915575
6,152,biofuel_to_diesel,PRT_1,diesel,twh,1.075485911693307
7,152,biofuel_to_diesel,PRT_2,diesel,twh,1.0138529489183408
10,152,biofuel_to_methane,PRT_1,methane,twh,4.349468984573159
11,152,biofuel_to_methane,PRT_2,methane,twh,3.4775834400268355
12,152,biofuel_to_methanol,PRT_1,methanol,twh,0.761099158504082
13,152,biofuel_to_methanol,PRT_2,methanol,twh,6.145219199438593
14,152,ccgt,PRT_1,electricity,twh,8.48630139790844e-06
15,152,ccgt,PRT_2,electricity,twh,6.1295282285287246e-06
16,152,chp_biofuel_extraction,PRT_1,electricity,twh,0.00014221442447361966
17,152,chp_biofuel_extraction,PRT_2,electricity,twh,0.0001259867735137321
18,152,chp_hydrogen,PRT_1,electricity,twh,4.7524743634204786e-05
19,152,chp_hydrogen,PRT_2,electricity,twh,5.058072165536909e-05
20,152,chp_methane_extraction,PRT_1,electricity,twh,6.621212963791418e-05
21,152,chp_methane_extraction,PRT_2,electricity,twh,6.338093601411183e-05
22,152,chp_wte_back_pressure,PRT_1,electricity,twh,0.22312595000580845
23,152,chp_wte_back_pressure,PRT_2,electricity,twh,0.21837069037617376
26,152,el_import,ESP,electricity,twh,6.454894767927101
31,152,electrolysis,PRT_1,hydrogen,twh,0.0005470461118853
32,152,electrolysis,PRT_2,hydrogen,twh,29.25392016880044
33,152,existing_pv,PRT_1,electricity,twh,1.7728041116356632
34,152,existing_wind,PRT_1,electricity,twh,16.279622081374814
38,152,heat_storage_big,PRT_1,heat,twh,0.0016128199848364
39,152,heat_storage_big,PRT_2,heat,twh,0.0020387912629903
40,152,heat_storage_small,PRT_1,heat,twh,0.0151091688560058
41,152,heat_storage_small,PRT_2,heat,twh,0.0157082979699041
48,152,hydro_reservoir,PRT_1,electricity,twh,2.157723984294484
49,152,hydro_reservoir,PRT_2,electricity,twh,0.3939809018056054
50,152,hydro_run_of_river,PRT_1,electricity,twh,2.519499706057412
51,152,hydro_run_of_river,PRT_2,electricity,twh,0.3769225226250163
64,152,methane_boiler,PRT_1,heat,twh,4.933735626683512e-05
65,152,methane_boiler,PRT_2,heat,twh,2.7494268264797e-05
66,152,methane_storage,PRT_1,methane,twh,5.618297351413538
67,152,methane_storage,PRT_2,methane,twh,5.742445105850297
68,152,open_field_pv,PRT_1,electricity,twh,97.80622506423343
69,152,pumped_hydro,PRT_1,electricity,twh,7.851479643330864
70,152,pumped_hydro,PRT_2,electricity,twh,1.3091470794764517
71,152,roof_mounted_pv,PRT_1,electricity,twh,0.00040042317064493466
72,152,waste_supply,PRT_1,waste,twh,1.0282074989421126
73,152,waste_supply,PRT_2,waste,twh,1.0062932205781747
74,152,wind_offshore,PRT_1,electricity,twh,0.0004599372777182478
75,152,wind_onshore,PRT_1,electricity,twh,56.17167452083742
0,153,battery,PRT_1,electricity,twh,0.0002937889740489
1,153,battery,PRT_2,electricity,twh,0.0003213056301299
2,153,biofuel_boiler,PRT_1,heat,twh,8.980764671260086
3,153,biofuel_boiler,PRT_2,heat,twh,0.0001417366420771
4,153,biofuel_supply,PRT_1,biofuel,twh,20.40349464807958
5,153,biofuel_supply,PRT_2,biofuel,twh,16.112403834315614
6,153,biofuel_to_diesel,PRT_1,diesel,twh,1.075433811270459
7,153,biofuel_to_diesel,PRT_2,diesel,twh,1.013810257551234
10,153,biofuel_to_methane,PRT_1,methane,twh,4.349436733145988
11,153,biofuel_to_methane,PRT_2,methane,twh,3.4776732169293494
12,153,biofuel_to_methanol,PRT_1,methanol,twh,0.7611093708404981
13,153,biofuel_to_methanol,PRT_2,methanol,twh,6.145222366033153
14,153,ccgt,PRT_1,electricity,twh,1.0897261780393357e-05
15,153,ccgt,PRT_2,electricity,twh,7.850887588860247e-06
16,153,chp_biofuel_extraction,PRT_1,electricity,twh,0.00018120280209546385
17,153,chp_biofuel_extraction,PRT_2,electricity,twh,0.00015824588215431666
18,153,chp_hydrogen,PRT_1,electricity,twh,6.237696901432551e-05
19,153,chp_hydrogen,PRT_2,electricity,twh,6.55103399591674e-05
20,153,chp_methane_extraction,PRT_1,electricity,twh,8.564489318473652e-05
21,153,chp_methane_extraction,PRT_2,electricity,twh,8.136628195487064e-05
22,153,chp_wte_back_pressure,PRT_1,electricity,twh,0.223129647606983
23,153,chp_wte_back_pressure,PRT_2,electricity,twh,0.21837632499579626
26,153,el_import,ESP,electricity,twh,6.454858735122698
31,153,electrolysis,PRT_1,hydrogen,twh,0.0006697678735377
32,153,electrolysis,PRT_2,hydrogen,twh,29.25362390482644
33,153,existing_pv,PRT_1,electricity,twh,1.7728497323043688
34,153,existing_wind,PRT_1,electricity,twh,16.281184578176536
38,153,heat_storage_big,PRT_1,heat,twh,0.0018817961410777
39,153,heat_storage_big,PRT_2,heat,twh,0.0024984365511708
40,153,heat_storage_small,PRT_1,heat,twh,0.018466156589623
41,153,heat_storage_small,PRT_2,heat,twh,0.016290917649963
48,153,hydro_reservoir,PRT_1,electricity,twh,2.1578186329838185
49,153,hydro_reservoir,PRT_2,electricity,twh,0.3939904621242823
50,153,hydro_run_of_river,PRT_1,electricity,twh,2.519566824616088
51,153,hydro_run_of_river,PRT_2,electricity,twh,0.3769706332119467
64,153,methane_boiler,PRT_1,heat,twh,6.393256384190296e-05
65,153,methane_boiler,PRT_2,heat,twh,3.1954944731676663e-05
66,153,methane_storage,PRT_1,methane,twh,5.62222256810416
67,153,methane_storage,PRT_2,methane,twh,5.742443314332006
68,153,open_field_pv,PRT_1,electricity,twh,97.80656510770349
69,153,pumped_hydro,PRT_1,electricity,twh,7.851603228770697
70,153,pumped_hydro,PRT_2,electricity,twh,1.3090845377691729
71,153,roof_mounted_pv,PRT_1,electricity,twh,0.0005087487799651509
72,153,waste_supply,PRT_1,waste,twh,1.0282158613687984
73,153,waste_supply,PRT_2,waste,twh,1.0063015829909203
74,153,wind_offshore,PRT_1,electricity,twh,0.0005870573781739022
75,153,wind_onshore,PRT_1,electricity,twh,56.17003991753576
0,154,battery,PRT_1,electricity,twh,0.0001368197557427
1,154,battery,PRT_2,electricity,twh,0.0001511098308197
2,154,biofuel_boiler,PRT_1,heat,twh,8.982505400455837
3,154,biofuel_boiler,PRT_2,heat,twh,7.91150959418473e-05
4,154,biofuel_supply,PRT_1,biofuel,twh,20.405520082855137
5,154,biofuel_supply,PRT_2,biofuel,twh,16.11206467342926
6,154,biofuel_to_diesel,PRT_1,diesel,twh,1.0755609078855874
7,154,biofuel_to_diesel,PRT_2,diesel,twh,1.0139125141193102
10,154,biofuel_to_methane,PRT_1,methane,twh,4.3495099446374414
11,154,biofuel_to_methane,PRT_2,methane,twh,3.477471392740802
12,154,biofuel_to_methanol,PRT_1,methanol,twh,0.7610846244828222
13,154,biofuel_to_methanol,PRT_2,methanol,twh,6.1452128171867
14,154,ccgt,PRT_1,electricity,twh,5.023800415644233e-06
15,154,ccgt,PRT_2,electricity,twh,3.717090605762725e-06
16,154,chp_biofuel_extraction,PRT_1,electricity,twh,8.33819088285064e-05
17,154,chp_biofuel_extraction,PRT_2,electricity,twh,7.438798515308081e-05
18,154,chp_hydrogen,PRT_1,electricity,twh,2.7811341056422716e-05
19,154,chp_hydrogen,PRT_2,electricity,twh,2.9271159768301844e-05
20,154,chp_methane_extraction,PRT_1,electricity,twh,3.912221976996703e-05
21,154,chp_methane_extraction,PRT_2,electricity,twh,3.7497872320257176e-05
22,154,chp_wte_back_pressure,PRT_1,electricity,twh,0.22312340295692587
23,154,chp_wte_back_pressure,PRT_2,electricity,twh,0.21836832144140114
26,154,el_import,ESP,electricity,twh,6.454975340072175
31,154,electrolysis,PRT_1,hydrogen,twh,0.000339128160135
32,154,electrolysis,PRT_2,hydrogen,twh,29.254352495552865
33,154,existing_pv,PRT_1,electricity,twh,1.7727479616183364
34,154,existing_wind,PRT_1,electricity,twh,16.28214942111597
38,154,heat_storage_big,PRT_1,heat,twh,0.00096724264742
39,154,heat_storage_big,PRT_2,heat,twh,0.0012245535983262
40,154,heat_storage_small,PRT_1,heat,twh,0.0091409826627612
41,154,heat_storage_small,PRT_2,heat,twh,0.0076945410298617
48,154,hydro_reservoir,PRT_1,electricity,twh,2.157593943269544
49,154,hydro_reservoir,PRT_2,electricity,twh,0.3939675687764005
50,154,hydro_run_of_river,PRT_1,electricity,twh,2.519362285647298
51,154,hydro_run_of_river,PRT_2,electricity,twh,0.3768125585099373
64,154,methane_boiler,PRT_1,heat,twh,2.745271507570226e-05
65,154,methane_boiler,PRT_2,heat,twh,1.5584293608047877e-05
66,154,methane_storage,PRT_1,methane,twh,5.626120230171085
67,154,methane_storage,PRT_2,methane,twh,5.742381204324893
68,154,open_field_pv,PRT_1,electricity,twh,97.80636262491186
69,154,pumped_hydro,PRT_1,electricity,twh,7.851437839029778
70,154,pumped_hydro,PRT_2,electricity,twh,1.3091464189996016
71,154,roof_mounted_pv,PRT_1,electricity,twh,0.00023279522653638294
72,154,waste_supply,PRT_1,waste,twh,1.0281960558185148
73,154,waste_supply,PRT_2,waste,twh,1.0062817774510808
74,154,wind_offshore,PRT_1,electricity,twh,0.0002704993858809677
75,154,wind_onshore,PRT_1,electricity,twh,56.16871964733687
0,155,battery,PRT_1,electricity,twh,0.0001122409963926
1,155,battery,PRT_2,electricity,twh,0.0001233346622883
2,155,biofuel_boiler,PRT_1,heat,twh,8.983033152410766
3,155,biofuel_boiler,PRT_2,heat,twh,5.611555802623769e-05
4,155,biofuel_supply,PRT_1,biofuel,twh,20.406175259544412
5,155,biofuel_supply,PRT_2,biofuel,twh,16.112020167562484
6,155,biofuel_to_diesel,PRT_1,diesel,twh,1.0755678702203797
7,155,biofuel_to_diesel,PRT_2,diesel,twh,1.013922702141127
10,155,biofuel_to_methane,PRT_1,methane,twh,4.349519524810768
11,155,biofuel_to_methane,PRT_2,methane,twh,3.4774686523314067
12,155,biofuel_to_methanol,PRT_1,methanol,twh,0.7610811663205213
13,155,biofuel_to_methanol,PRT_2,methanol,twh,6.145209955912192
14,155,ccgt,PRT_1,electricity,twh,3.981992547356231e-06
15,155,ccgt,PRT_2,electricity,twh,2.900979384505722e-06
16,155,chp_biofuel_extraction,PRT_1,electricity,twh,6.882924205803102e-05
17,155,chp_biofuel_extraction,PRT_2,electricity,twh,6.144731637840825e-05
18,155,chp_hydrogen,PRT_1,electricity,twh,2.359123111493303e-05
19,155,chp_hydrogen,PRT_2,electricity,twh,2.4883865888070963e-05
20,155,chp_methane_extraction,PRT_1,electricity,twh,3.275040865379062e-05
21,155,chp_methane_extraction,PRT_2,electricity,twh,3.119990579996833e-05
22,155,chp_wte_back_pressure,PRT_1,electricity,twh,0.22312038144146723
23,155,chp_wte_back_pressure,PRT_2,electricity,twh,0.21836526921495436
26,155,el_import,ESP,electricity,twh,6.455048043132256
31,155,electrolysis,PRT_1,hydrogen,twh,0.0002480667162056
32,155,electrolysis,PRT_2,hydrogen,twh,29.25446597368134
33,155,existing_pv,PRT_1,electricity,twh,1.7727818086719556
34,155,existing_wind,PRT_1,electricity,twh,16.28379750968612
38,155,heat_storage_big,PRT_1,heat,twh,0.000697808656115
39,155,heat_storage_big,PRT_2,heat,twh,0.0009326589830865
40,155,heat_storage_small,PRT_1,heat,twh,0.0067342688610795
41,155,heat_storage_small,PRT_2,heat,twh,0.0060103475319139
48,155,hydro_reservoir,PRT_1,electricity,twh,2.1575648886333285
49,155,hydro_reservoir,PRT_2,electricity,twh,0.3939643854769872
50,155,hydro_run_of_river,PRT_1,electricity,twh,2.5193462536604905
51,155,hydro_run_of_river,PRT_2,electricity,twh,0.376774930393752
64,155,methane_boiler,PRT_1,heat,twh,2.2843993242187812e-05
65,155,methane_boiler,PRT_2,heat,twh,1.325863322548162e-05
66,155,methane_storage,PRT_1,methane,twh,5.60632877842099
67,155,methane_storage,PRT_2,methane,twh,5.7462585559453965
68,155,open_field_pv,PRT_1,electricity,twh,97.8064363237314
69,155,pumped_hydro,PRT_1,electricity,twh,7.851530374625041
70,155,pumped_hydro,PRT_2,electricity,twh,1.3090671634209876
71,155,roof_mounted_pv,PRT_1,electricity,twh,0.00019470432699430395
72,155,waste_supply,PRT_1,waste,twh,1.028193328828751
73,155,waste_supply,PRT_2,waste,twh,1.0062790504553123
74,155,wind_offshore,PRT_1,electricity,twh,0.00022555181447252162
75,155,wind_onshore,PRT_1,electricity,twh,56.16650340652389
0,156,battery,PRT_1,electricity,twh,0.0002628505464489
1,156,battery,PRT_2,electricity,twh,0.0002909572840442
2,156,biofuel_boiler,PRT_1,heat,twh,8.981000139881791
3,156,biofuel_boiler,PRT_2,heat,twh,0.0001402381980773
4,156,biofuel_supply,PRT_1,biofuel,twh,20.403708981370578
5,156,biofuel_supply,PRT_2,biofuel,twh,16.112320107995817
6,156,biofuel_to_diesel,PRT_1,diesel,twh,1.075467513948792
7,156,biofuel_to_diesel,PRT_2,diesel,twh,1.0138310943394742
10,156,biofuel_to_methane,PRT_1,methane,twh,4.34944779959203
11,156,biofuel_to_methane,PRT_2,methane,twh,3.4775969868105285
12,156,biofuel_to_methanol,PRT_1,methanol,twh,0.7611050217804949
13,156,biofuel_to_methanol,PRT_2,methanol,twh,6.145226033585696
14,156,ccgt,PRT_1,electricity,twh,9.385222303937656e-06
15,156,ccgt,PRT_2,electricity,twh,6.954326212811512e-06
16,156,chp_biofuel_extraction,PRT_1,electricity,twh,0.00016026170873061787
17,156,chp_biofuel_extraction,PRT_2,electricity,twh,0.000144000970398996
18,156,chp_hydrogen,PRT_1,electricity,twh,5.393273731632076e-05
19,156,chp_hydrogen,PRT_2,electricity,twh,5.661188941521813e-05
20,156,chp_methane_extraction,PRT_1,electricity,twh,7.558026667001328e-05
21,156,chp_methane_extraction,PRT_2,electricity,twh,7.254625797588106e-05
22,156,chp_wte_back_pressure,PRT_1,electricity,twh,0.2231283939037322
23,156,chp_wte_back_pressure,PRT_2,electricity,twh,0.21837352373008878
26,156,el_import,ESP,electricity,twh,6.4548198713519085
31,156,electrolysis,PRT_1,hydrogen,twh,0.0006304978731744
32,156,electrolysis,PRT_2,hydrogen,twh,29.25378452822452
33,156,existing_pv,PRT_1,electricity,twh,1.772829781483866
34,156,existing_wind,PRT_1,electricity,twh,16.282572676239315
38,156,heat_storage_big,PRT_1,heat,twh,0.001767876033893
39,156,heat_storage_big,PRT_2,heat,twh,0.0022732559077641
40,156,heat_storage_small,PRT_1,heat,twh,0.0167279404283951
41,156,heat_storage_small,PRT_2,heat,twh,0.0146857222246373
48,156,hydro_reservoir,PRT_1,electricity,twh,2.157770852933196
49,156,hydro_reservoir,PRT_2,electricity,twh,0.3939859314665349
50,156,hydro_run_of_river,PRT_1,electricity,twh,2.5195235957806243
51,156,hydro_run_of_river,PRT_2,electricity,twh,0.3769511029367615
64,156,methane_boiler,PRT_1,heat,twh,5.298061596846747e-05
65,156,methane_boiler,PRT_2,heat,twh,3.0202808083892627e-05
66,156,methane_storage,PRT_1,methane,twh,5.614230023094107
67,156,methane_storage,PRT_2,methane,twh,5.746261893223942
68,156,open_field_pv,PRT_1,electricity,twh,97.80627136199934
69,156,pumped_hydro,PRT_1,electricity,twh,7.851610978904539
70,156,pumped_hydro,PRT_2,electricity,twh,1.3090279094573618
71,156,roof_mounted_pv,PRT_1,electricity,twh,0.00044896837915903105
72,156,waste_supply,PRT_1,waste,twh,1.0282116847781415
73,156,waste_supply,PRT_2,waste,twh,1.0062974063826555
74,156,wind_offshore,PRT_1,electricity,twh,0.0005206886776694654
75,156,wind_onshore,PRT_1,electricity,twh,56.168903701094415
0,157,battery,PRT_1,electricity,twh,9.471733008980088e-05
1,157,battery,PRT_2,electricity,twh,0.0001036824906801
2,157,biofuel_boiler,PRT_1,heat,twh,8.983138537664647
3,157,biofuel_boiler,PRT_2,heat,twh,4.91857315778183e-05
4,157,biofuel_supply,PRT_1,biofuel,twh,20.406283271794333
5,157,biofuel_supply,PRT_2,biofuel,twh,16.111993684409896
6,157,biofuel_to_diesel,PRT_1,diesel,twh,1.0755793171046126
7,157,biofuel_to_diesel,PRT_2,diesel,twh,1.0139303527942791
10,157,biofuel_to_methane,PRT_1,methane,twh,4.34952502436428
11,157,biofuel_to_methane,PRT_2,methane,twh,3.4774556414732958
12,157,biofuel_to_methanol,PRT_1,methanol,twh,0.7610793201901899
13,157,biofuel_to_methanol,PRT_2,methanol,twh,6.14520962121911
14,157,ccgt,PRT_1,electricity,twh,3.4553148039356345e-06
15,157,ccgt,PRT_2,electricity,twh,2.521091036086441e-06
16,157,chp_biofuel_extraction,PRT_1,electricity,twh,6.05606194425995e-05
17,157,chp_biofuel_extraction,PRT_2,electricity,twh,5.404391375623343e-05
18,157,chp_hydrogen,PRT_1,electricity,twh,2.0141990838540785e-05
19,157,chp_hydrogen,PRT_2,electricity,twh,2.126042259743727e-05
20,157,chp_methane_extraction,PRT_1,electricity,twh,2.87525804832974e-05
21,157,chp_methane_extraction,PRT_2,electricity,twh,2.7494684614643023e-05
22,157,chp_wte_back_pressure,PRT_1,electricity,twh,0.22311938743313928
23,157,chp_wte_back_pressure,PRT_2,electricity,twh,0.21836419839607496
26,157,el_import,ESP,electricity,twh,6.455009035881247
31,157,electrolysis,PRT_1,hydrogen,twh,0.0002310800133204
32,157,electrolysis,PRT_2,hydrogen,twh,29.25450848968599
33,157,existing_pv,PRT_1,electricity,twh,1.7728357042166845
34,157,existing_wind,PRT_1,electricity,twh,16.282726059918165
38,157,heat_storage_big,PRT_1,heat,twh,0.0006462826335123
39,157,heat_storage_big,PRT_2,heat,twh,0.0008361252393358
40,157,heat_storage_small,PRT_1,heat,twh,0.0060103071125369
41,157,heat_storage_small,PRT_2,heat,twh,0.0056511280877776
48,157,hydro_reservoir,PRT_1,electricity,twh,2.157546028748592
49,157,hydro_reservoir,PRT_2,electricity,twh,0.3939625554882625
50,157,hydro_run_of_river,PRT_1,electricity,twh,2.5193245987529505
51,157,hydro_run_of_river,PRT_2,electricity,twh,0.3767720341894199
64,157,methane_boiler,PRT_1,heat,twh,1.9150928871318734e-05
