,spores,techs,locs,carriers,unit,flow_out_sum
51,43,hydro_run_of_river,PRT_2,electricity,twh,0.3671294367401376
64,43,methane_boiler,PRT_1,heat,twh,0.0432877236922222
65,43,methane_boiler,PRT_2,heat,twh,0.0159856574710329
66,43,methane_storage,PRT_1,methane,twh,5.701076746474206
67,43,methane_storage,PRT_2,methane,twh,5.844769870006197
68,43,open_field_pv,PRT_1,electricity,twh,13.7737265807752
69,43,pumped_hydro,PRT_1,electricity,twh,4.626988561488211
70,43,pumped_hydro,PRT_2,electricity,twh,0.5449609901039982
71,43,roof_mounted_pv,PRT_1,electricity,twh,0.04320695432599617
72,43,waste_supply,PRT_1,waste,twh,1.029987313392951
73,43,waste_supply,PRT_2,waste,twh,1.0080730350208216
74,43,wind_offshore,PRT_1,electricity,twh,0.0477904929547174
75,43,wind_onshore,PRT_1,electricity,twh,99.94545945238069
0,44,battery,PRT_1,electricity,twh,0.1061512581055586
1,44,battery,PRT_2,electricity,twh,0.1108852689346111
2,44,biofuel_boiler,PRT_1,heat,twh,0.2782041018806723
3,44,biofuel_boiler,PRT_2,heat,twh,0.0990087729879252
4,44,biofuel_supply,PRT_1,biofuel,twh,10.778519107267591
5,44,biofuel_supply,PRT_2,biofuel,twh,16.110757283153216
6,44,biofuel_to_diesel,PRT_1,diesel,twh,1.11701441216721
7,44,biofuel_to_diesel,PRT_2,diesel,twh,1.0553590081836968
10,44,biofuel_to_methane,PRT_1,methane,twh,4.735865793786106
11,44,biofuel_to_methane,PRT_2,methane,twh,3.4400592454669177
12,44,biofuel_to_methanol,PRT_1,methanol,twh,0.7305550905247467
13,44,biofuel_to_methanol,PRT_2,methanol,twh,5.88377460083986
14,44,ccgt,PRT_1,electricity,twh,0.0246190657246466
15,44,ccgt,PRT_2,electricity,twh,0.0217786101017209
16,44,chp_biofuel_extraction,PRT_1,electricity,twh,0.42817029692004516
17,44,chp_biofuel_extraction,PRT_2,electricity,twh,0.2088334162709632
18,44,chp_hydrogen,PRT_1,electricity,twh,0.0914464581633831
19,44,chp_hydrogen,PRT_2,electricity,twh,0.0932252694950095
20,44,chp_methane_extraction,PRT_1,electricity,twh,0.11702795729063559
21,44,chp_methane_extraction,PRT_2,electricity,twh,0.0584840218077181
22,44,chp_wte_back_pressure,PRT_1,electricity,twh,0.2449558798740654
23,44,chp_wte_back_pressure,PRT_2,electricity,twh,0.2417679850954907
26,44,el_import,ESP,electricity,twh,17.31652246463652
31,44,electrolysis,PRT_1,hydrogen,twh,6.194453416254559
32,44,electrolysis,PRT_2,hydrogen,twh,23.928105893021154
33,44,existing_pv,PRT_1,electricity,twh,1.6650725928533752
34,44,existing_wind,PRT_1,electricity,twh,16.086178071551252
38,44,heat_storage_big,PRT_1,heat,twh,8.221058930401242
39,44,heat_storage_big,PRT_2,heat,twh,10.94671166999754
40,44,heat_storage_small,PRT_1,heat,twh,24.25908548756786
41,44,heat_storage_small,PRT_2,heat,twh,26.003392146295795
48,44,hydro_reservoir,PRT_1,electricity,twh,2.136157324654796
49,44,hydro_reservoir,PRT_2,electricity,twh,0.3850034432303553
50,44,hydro_run_of_river,PRT_1,electricity,twh,2.6316440295359422
51,44,hydro_run_of_river,PRT_2,electricity,twh,0.3648670995114413
64,44,methane_boiler,PRT_1,heat,twh,0.1434453582703165
65,44,methane_boiler,PRT_2,heat,twh,0.0575548416099631
66,44,methane_storage,PRT_1,methane,twh,5.600772096437889
67,44,methane_storage,PRT_2,methane,twh,5.817677862684874
68,44,open_field_pv,PRT_1,electricity,twh,35.90658331188789
69,44,pumped_hydro,PRT_1,electricity,twh,4.0895441323080615
70,44,pumped_hydro,PRT_2,electricity,twh,0.7301840753136901
71,44,roof_mounted_pv,PRT_1,electricity,twh,0.09866076938758732
72,44,waste_supply,PRT_1,waste,twh,1.0290733060768662
73,44,waste_supply,PRT_2,waste,twh,1.0071590277047426
74,44,wind_offshore,PRT_1,electricity,twh,0.3794995047706943
75,44,wind_onshore,PRT_1,electricity,twh,75.38987016492888
0,45,battery,PRT_1,electricity,twh,0.0471146862961432
1,45,battery,PRT_2,electricity,twh,0.0510086516582231
2,45,biofuel_boiler,PRT_1,heat,twh,0.0556592181345155
3,45,biofuel_boiler,PRT_2,heat,twh,0.0171625249712163
4,45,biofuel_supply,PRT_1,biofuel,twh,9.646938682598831
5,45,biofuel_supply,PRT_2,biofuel,twh,16.105192200955678
6,45,biofuel_to_diesel,PRT_1,diesel,twh,1.0901086244107616
7,45,biofuel_to_diesel,PRT_2,diesel,twh,1.0190786044354572
10,45,biofuel_to_methane,PRT_1,methane,twh,4.462460312394539
11,45,biofuel_to_methane,PRT_2,methane,twh,4.8303700863420325
12,45,biofuel_to_methanol,PRT_1,methanol,twh,0.7458409492707454
13,45,biofuel_to_methanol,PRT_2,methanol,twh,4.80275774584616
14,45,ccgt,PRT_1,electricity,twh,0.0217795130518299
15,45,ccgt,PRT_2,electricity,twh,0.0123876296896488
16,45,chp_biofuel_extraction,PRT_1,electricity,twh,0.1477009847171751
17,45,chp_biofuel_extraction,PRT_2,electricity,twh,0.0653137396678865
18,45,chp_hydrogen,PRT_1,electricity,twh,0.0308257911279533
19,45,chp_hydrogen,PRT_2,electricity,twh,0.030042362039121
20,45,chp_methane_extraction,PRT_1,electricity,twh,0.0401670511571644
21,45,chp_methane_extraction,PRT_2,electricity,twh,0.0224079117008644
22,45,chp_wte_back_pressure,PRT_1,electricity,twh,0.24043134273762412
23,45,chp_wte_back_pressure,PRT_2,electricity,twh,0.2378079455994767
26,45,el_import,ESP,electricity,twh,18.742118567363004
31,45,electrolysis,PRT_1,hydrogen,twh,0.0624270216804503
32,45,electrolysis,PRT_2,hydrogen,twh,29.29143764733368
33,45,existing_pv,PRT_1,electricity,twh,1.4507064740279605
34,45,existing_wind,PRT_1,electricity,twh,15.98177044955011
38,45,heat_storage_big,PRT_1,heat,twh,1.933308335320834
39,45,heat_storage_big,PRT_2,heat,twh,3.5366601148209966
40,45,heat_storage_small,PRT_1,heat,twh,24.567625451330613
41,45,heat_storage_small,PRT_2,heat,twh,28.72831351935801
48,45,hydro_reservoir,PRT_1,electricity,twh,2.1606316605885327
49,45,hydro_reservoir,PRT_2,electricity,twh,0.3903994697067051
50,45,hydro_run_of_river,PRT_1,electricity,twh,2.653574977868044
51,45,hydro_run_of_river,PRT_2,electricity,twh,0.3503395396692818
64,45,methane_boiler,PRT_1,heat,twh,0.0260102749786967
65,45,methane_boiler,PRT_2,heat,twh,0.014648962271092
66,45,methane_storage,PRT_1,methane,twh,5.779535629376063
67,45,methane_storage,PRT_2,methane,twh,5.984142605817594
68,45,open_field_pv,PRT_1,electricity,twh,51.86375402518973
69,45,pumped_hydro,PRT_1,electricity,twh,4.783588561851203
70,45,pumped_hydro,PRT_2,electricity,twh,1.1351124106960349
71,45,roof_mounted_pv,PRT_1,electricity,twh,0.13610994022084794
72,45,waste_supply,PRT_1,waste,twh,1.0300284944537357
73,45,waste_supply,PRT_2,waste,twh,1.0081142160816068
74,45,wind_offshore,PRT_1,electricity,twh,5.819833339499673
75,45,wind_onshore,PRT_1,electricity,twh,52.5380246848402
0,46,battery,PRT_1,electricity,twh,0.0317971799241521
1,46,battery,PRT_2,electricity,twh,0.0383630326095604
2,46,biofuel_boiler,PRT_1,heat,twh,0.0446588442128261
3,46,biofuel_boiler,PRT_2,heat,twh,0.0121874031669522
4,46,biofuel_supply,PRT_1,biofuel,twh,9.45732319146801
5,46,biofuel_supply,PRT_2,biofuel,twh,16.098257705358456
6,46,biofuel_to_diesel,PRT_1,diesel,twh,1.0833465169591023
7,46,biofuel_to_diesel,PRT_2,diesel,twh,1.017513645767453
10,46,biofuel_to_methane,PRT_1,methane,twh,4.424621246342847
11,46,biofuel_to_methane,PRT_2,methane,twh,3.5138321815243367
12,46,biofuel_to_methanol,PRT_1,methanol,twh,0.7529431433194193
13,46,biofuel_to_methanol,PRT_2,methanol,twh,6.054767820702516
14,46,ccgt,PRT_1,electricity,twh,0.0161345230726525
15,46,ccgt,PRT_2,electricity,twh,0.0103346624408052
16,46,chp_biofuel_extraction,PRT_1,electricity,twh,0.0810530211086121
17,46,chp_biofuel_extraction,PRT_2,electricity,twh,0.040426636437955105
18,46,chp_hydrogen,PRT_1,electricity,twh,0.0164981681985481
19,46,chp_hydrogen,PRT_2,electricity,twh,0.0159616253398758
20,46,chp_methane_extraction,PRT_1,electricity,twh,0.0187899480194837
21,46,chp_methane_extraction,PRT_2,electricity,twh,0.010945550162544
22,46,chp_wte_back_pressure,PRT_1,electricity,twh,0.2274024310302878
23,46,chp_wte_back_pressure,PRT_2,electricity,twh,0.22286442887672658
26,46,el_import,ESP,electricity,twh,20.03705760088561
31,46,electrolysis,PRT_1,hydrogen,twh,0.0774641256585318
32,46,electrolysis,PRT_2,hydrogen,twh,29.35213088005089
33,46,existing_pv,PRT_1,electricity,twh,1.5333075613562008
34,46,existing_wind,PRT_1,electricity,twh,16.061546491529324
38,46,heat_storage_big,PRT_1,heat,twh,0.9472654570553292
39,46,heat_storage_big,PRT_2,heat,twh,1.347687186974461
40,46,heat_storage_small,PRT_1,heat,twh,21.075931052749983
41,46,heat_storage_small,PRT_2,heat,twh,24.542359232499336
48,46,hydro_reservoir,PRT_1,electricity,twh,2.1583067334916226
49,46,hydro_reservoir,PRT_2,electricity,twh,0.3922219116938934
50,46,hydro_run_of_river,PRT_1,electricity,twh,2.6716080828812787
51,46,hydro_run_of_river,PRT_2,electricity,twh,0.3475366154427106
64,46,methane_boiler,PRT_1,heat,twh,0.01826817846431
65,46,methane_boiler,PRT_2,heat,twh,0.0090348031804561
66,46,methane_storage,PRT_1,methane,twh,5.823212819364523
67,46,methane_storage,PRT_2,methane,twh,5.817127092545894
68,46,open_field_pv,PRT_1,electricity,twh,53.38545373448494
69,46,pumped_hydro,PRT_1,electricity,twh,4.582277456783977
70,46,pumped_hydro,PRT_2,electricity,twh,1.092299092279933
71,46,roof_mounted_pv,PRT_1,electricity,twh,0.08812537338122639
72,46,waste_supply,PRT_1,waste,twh,1.0289124908042584
73,46,waste_supply,PRT_2,waste,twh,1.0069982124321368
74,46,wind_offshore,PRT_1,electricity,twh,7.050542414277609
75,46,wind_onshore,PRT_1,electricity,twh,48.35689533553232
0,47,battery,PRT_1,electricity,twh,0.042450497676314
1,47,battery,PRT_2,electricity,twh,0.0509179414117934
2,47,biofuel_boiler,PRT_1,heat,twh,0.0780679590002082
3,47,biofuel_boiler,PRT_2,heat,twh,0.0106626097800883
4,47,biofuel_supply,PRT_1,biofuel,twh,9.562248980296731
5,47,biofuel_supply,PRT_2,biofuel,twh,16.11836707703784
6,47,biofuel_to_diesel,PRT_1,diesel,twh,1.0811017146478128
7,47,biofuel_to_diesel,PRT_2,diesel,twh,1.0134866966144402
10,47,biofuel_to_methane,PRT_1,methane,twh,4.431886556604532
11,47,biofuel_to_methane,PRT_2,methane,twh,3.493692447676526
12,47,biofuel_to_methanol,PRT_1,methanol,twh,0.7536659434265814
13,47,biofuel_to_methanol,PRT_2,methanol,twh,6.087260975466482
14,47,ccgt,PRT_1,electricity,twh,0.0170267271136246
15,47,ccgt,PRT_2,electricity,twh,0.0128192266185956
16,47,chp_biofuel_extraction,PRT_1,electricity,twh,0.09780194572743961
17,47,chp_biofuel_extraction,PRT_2,electricity,twh,0.0420469594040644
18,47,chp_hydrogen,PRT_1,electricity,twh,0.0198702498527344
19,47,chp_hydrogen,PRT_2,electricity,twh,0.0187798535259005
20,47,chp_methane_extraction,PRT_1,electricity,twh,0.0221567272401298
21,47,chp_methane_extraction,PRT_2,electricity,twh,0.012356008073396499
22,47,chp_wte_back_pressure,PRT_1,electricity,twh,0.22759034737723038
23,47,chp_wte_back_pressure,PRT_2,electricity,twh,0.22301972906569378
26,47,el_import,ESP,electricity,twh,20.73301606993231
31,47,electrolysis,PRT_1,hydrogen,twh,0.0425101148515876
32,47,electrolysis,PRT_2,hydrogen,twh,29.376849110899943
33,47,existing_pv,PRT_1,electricity,twh,1.5551134015791055
34,47,existing_wind,PRT_1,electricity,twh,16.077473193373496
38,47,heat_storage_big,PRT_1,heat,twh,0.8555418274355713
39,47,heat_storage_big,PRT_2,heat,twh,1.1986621480048072
40,47,heat_storage_small,PRT_1,heat,twh,22.484897563316053
41,47,heat_storage_small,PRT_2,heat,twh,24.6756573866365
48,47,hydro_reservoir,PRT_1,electricity,twh,2.167693986270816
49,47,hydro_reservoir,PRT_2,electricity,twh,0.3929855324433456
50,47,hydro_run_of_river,PRT_1,electricity,twh,2.676384227426043
51,47,hydro_run_of_river,PRT_2,electricity,twh,0.3530274257891156
64,47,methane_boiler,PRT_1,heat,twh,0.0201212091733082
65,47,methane_boiler,PRT_2,heat,twh,0.0095390047445168
66,47,methane_storage,PRT_1,methane,twh,5.7739641020947206
67,47,methane_storage,PRT_2,methane,twh,5.83766373028131
68,47,open_field_pv,PRT_1,electricity,twh,54.57038083267082
69,47,pumped_hydro,PRT_1,electricity,twh,4.597890793164654
70,47,pumped_hydro,PRT_2,electricity,twh,1.1021879860448611
71,47,roof_mounted_pv,PRT_1,electricity,twh,0.07777275358798064
72,47,waste_supply,PRT_1,waste,twh,1.0298447954261225
73,47,waste_supply,PRT_2,waste,twh,1.0079305170539898
74,47,wind_offshore,PRT_1,electricity,twh,6.7424107847494215
75,47,wind_onshore,PRT_1,electricity,twh,46.792616177001506
0,48,battery,PRT_1,electricity,twh,0.0347451296968166
1,48,battery,PRT_2,electricity,twh,0.0380620611826516
2,48,biofuel_boiler,PRT_1,heat,twh,0.0553103392173833
3,48,biofuel_boiler,PRT_2,heat,twh,0.013002244374721
4,48,biofuel_supply,PRT_1,biofuel,twh,9.480894472428922
5,48,biofuel_supply,PRT_2,biofuel,twh,16.101605547883466
6,48,biofuel_to_diesel,PRT_1,diesel,twh,1.0818851867323311
7,48,biofuel_to_diesel,PRT_2,diesel,twh,1.0178711015555892
10,48,biofuel_to_methane,PRT_1,methane,twh,4.424093129540802
11,48,biofuel_to_methane,PRT_2,methane,twh,3.4757671384517748
12,48,biofuel_to_methanol,PRT_1,methanol,twh,0.7560664643956115
13,48,biofuel_to_methanol,PRT_2,methanol,twh,6.096629658675348
14,48,ccgt,PRT_1,electricity,twh,0.0141342026260794
15,48,ccgt,PRT_2,electricity,twh,0.0162067934137971
16,48,chp_biofuel_extraction,PRT_1,electricity,twh,0.07290944374873601
17,48,chp_biofuel_extraction,PRT_2,electricity,twh,0.0347101286469324
18,48,chp_hydrogen,PRT_1,electricity,twh,0.0142461669939029
19,48,chp_hydrogen,PRT_2,electricity,twh,0.0143848276514843
20,48,chp_methane_extraction,PRT_1,electricity,twh,0.0185964921715065
21,48,chp_methane_extraction,PRT_2,electricity,twh,0.0088317045981707
22,48,chp_wte_back_pressure,PRT_1,electricity,twh,0.2261383687250905
23,48,chp_wte_back_pressure,PRT_2,electricity,twh,0.2215847423744641
26,48,el_import,ESP,electricity,twh,19.31749799098728
31,48,electrolysis,PRT_1,hydrogen,twh,0.2963186982805136
32,48,electrolysis,PRT_2,hydrogen,twh,29.130211828968143
33,48,existing_pv,PRT_1,electricity,twh,1.6023631537935135
34,48,existing_wind,PRT_1,electricity,twh,16.075571661815587
38,48,heat_storage_big,PRT_1,heat,twh,0.6523225832690626
39,48,heat_storage_big,PRT_2,heat,twh,0.9597616523148862
40,48,heat_storage_small,PRT_1,heat,twh,16.253261323989975
41,48,heat_storage_small,PRT_2,heat,twh,17.590601104265502
48,48,hydro_reservoir,PRT_1,electricity,twh,2.156511035658956
49,48,hydro_reservoir,PRT_2,electricity,twh,0.3924973197065146
50,48,hydro_run_of_river,PRT_1,electricity,twh,2.6718864501739668
51,48,hydro_run_of_river,PRT_2,electricity,twh,0.3490428316465309
64,48,methane_boiler,PRT_1,heat,twh,0.0244581939981428
65,48,methane_boiler,PRT_2,heat,twh,0.0075893187984884
66,48,methane_storage,PRT_1,methane,twh,5.740616762298522
67,48,methane_storage,PRT_2,methane,twh,5.74920684014212
68,48,open_field_pv,PRT_1,electricity,twh,55.15816324936793
69,48,pumped_hydro,PRT_1,electricity,twh,4.458400102227392
70,48,pumped_hydro,PRT_2,electricity,twh,1.089127338678375
71,48,roof_mounted_pv,PRT_1,electricity,twh,0.04115785609377682
72,48,waste_supply,PRT_1,waste,twh,1.0286084761717866
73,48,waste_supply,PRT_2,waste,twh,1.0066941977996473
74,48,wind_offshore,PRT_1,electricity,twh,9.282704498485664
75,48,wind_onshore,PRT_1,electricity,twh,44.96852682574966
0,49,battery,PRT_1,electricity,twh,0.0629016292743944
1,49,battery,PRT_2,electricity,twh,0.0769181212705692
2,49,biofuel_boiler,PRT_1,heat,twh,0.1197802323538178
3,49,biofuel_boiler,PRT_2,heat,twh,0.0205463124388964
4,49,biofuel_supply,PRT_1,biofuel,twh,9.734811729491843
5,49,biofuel_supply,PRT_2,biofuel,twh,16.112409027610617
6,49,biofuel_to_diesel,PRT_1,diesel,twh,1.0900242046924071
7,49,biofuel_to_diesel,PRT_2,diesel,twh,1.0159176113424824
10,49,biofuel_to_methane,PRT_1,methane,twh,4.453889163290576
11,49,biofuel_to_methane,PRT_2,methane,twh,3.466569810759484
12,49,biofuel_to_methanol,PRT_1,methanol,twh,0.7533415232746719
13,49,biofuel_to_methanol,PRT_2,methanol,twh,6.087742259228503
14,49,ccgt,PRT_1,electricity,twh,0.0162663673101412
15,49,ccgt,PRT_2,electricity,twh,0.0188318976876417
16,49,chp_biofuel_extraction,PRT_1,electricity,twh,0.1204093424549998
17,49,chp_biofuel_extraction,PRT_2,electricity,twh,0.05626767881135131
18,49,chp_hydrogen,PRT_1,electricity,twh,0.023203158523025
19,49,chp_hydrogen,PRT_2,electricity,twh,0.0230897407338896
20,49,chp_methane_extraction,PRT_1,electricity,twh,0.027682329246510297
21,49,chp_methane_extraction,PRT_2,electricity,twh,0.0149635359587091
22,49,chp_wte_back_pressure,PRT_1,electricity,twh,0.22813724475491481
23,49,chp_wte_back_pressure,PRT_2,electricity,twh,0.2236782539033755
26,49,el_import,ESP,electricity,twh,19.409807445869
31,49,electrolysis,PRT_1,hydrogen,twh,0.2204663412739306
32,49,electrolysis,PRT_2,hydrogen,twh,29.257423123057727
33,49,existing_pv,PRT_1,electricity,twh,1.5659441460643553
34,49,existing_wind,PRT_1,electricity,twh,16.08970661479924
38,49,heat_storage_big,PRT_1,heat,twh,0.9572522961571844
39,49,heat_storage_big,PRT_2,heat,twh,1.3667477789651938
40,49,heat_storage_small,PRT_1,heat,twh,22.20028360421486
41,49,heat_storage_small,PRT_2,heat,twh,24.865594861571694
48,49,hydro_reservoir,PRT_1,electricity,twh,2.1654675945197144
49,49,hydro_reservoir,PRT_2,electricity,twh,0.392404959814282
50,49,hydro_run_of_river,PRT_1,electricity,twh,2.674318068917433
51,49,hydro_run_of_river,PRT_2,electricity,twh,0.3580406533522742
64,49,methane_boiler,PRT_1,heat,twh,0.0338870537875422
65,49,methane_boiler,PRT_2,heat,twh,0.0131619003196731
66,49,methane_storage,PRT_1,methane,twh,5.827193754454317
67,49,methane_storage,PRT_2,methane,twh,5.79426456599418
68,49,open_field_pv,PRT_1,electricity,twh,53.54210810083003
69,49,pumped_hydro,PRT_1,electricity,twh,4.363735366657662
70,49,pumped_hydro,PRT_2,electricity,twh,1.0711994282047512
71,49,roof_mounted_pv,PRT_1,electricity,twh,0.05156313913692417
72,49,waste_supply,PRT_1,waste,twh,1.0298019121295297
73,49,waste_supply,PRT_2,waste,twh,1.007887633757408
74,49,wind_offshore,PRT_1,electricity,twh,8.588230100591021
75,49,wind_onshore,PRT_1,electricity,twh,47.29780138267425
0,50,battery,PRT_1,electricity,twh,0.0928651581013091
1,50,battery,PRT_2,electricity,twh,0.1101060562519907
2,50,biofuel_boiler,PRT_1,heat,twh,0.1964445441146679
3,50,biofuel_boiler,PRT_2,heat,twh,0.0476171825765316
4,50,biofuel_supply,PRT_1,biofuel,twh,10.117749505864392
5,50,biofuel_supply,PRT_2,biofuel,twh,16.0881019338331
6,50,biofuel_to_diesel,PRT_1,diesel,twh,1.0915837377149569
7,50,biofuel_to_diesel,PRT_2,diesel,twh,1.0263623982625
10,50,biofuel_to_methane,PRT_1,methane,twh,4.553043487836421
11,50,biofuel_to_methane,PRT_2,methane,twh,3.4327671246539118
12,50,biofuel_to_methanol,PRT_1,methanol,twh,0.7489429607659002
13,50,biofuel_to_methanol,PRT_2,methanol,twh,6.041105233622851
14,50,ccgt,PRT_1,electricity,twh,0.0181987562042992
15,50,ccgt,PRT_2,electricity,twh,0.019311325903618
16,50,chp_biofuel_extraction,PRT_1,electricity,twh,0.2012259335769822
17,50,chp_biofuel_extraction,PRT_2,electricity,twh,0.0949338687948223
18,50,chp_hydrogen,PRT_1,electricity,twh,0.0410292247407947
19,50,chp_hydrogen,PRT_2,electricity,twh,0.0411373495906909
20,50,chp_methane_extraction,PRT_1,electricity,twh,0.0560251752799906
21,50,chp_methane_extraction,PRT_2,electricity,twh,0.0246527805955358
22,50,chp_wte_back_pressure,PRT_1,electricity,twh,0.23097132663250539
23,50,chp_wte_back_pressure,PRT_2,electricity,twh,0.22687684698690738
26,50,el_import,ESP,electricity,twh,19.02714977434791
31,50,electrolysis,PRT_1,hydrogen,twh,0.1602288976426195
32,50,electrolysis,PRT_2,hydrogen,twh,29.51847382178108
33,50,existing_pv,PRT_1,electricity,twh,1.5519784395210743
34,50,existing_wind,PRT_1,electricity,twh,16.048865222911914
38,50,heat_storage_big,PRT_1,heat,twh,1.5783455878224255
39,50,heat_storage_big,PRT_2,heat,twh,2.6742714375922083
40,50,heat_storage_small,PRT_1,heat,twh,20.762087755139063
41,50,heat_storage_small,PRT_2,heat,twh,22.094005735918
48,50,hydro_reservoir,PRT_1,electricity,twh,2.1510068581998443
49,50,hydro_reservoir,PRT_2,electricity,twh,0.3898637833749346
50,50,hydro_run_of_river,PRT_1,electricity,twh,2.6626091585706253
51,50,hydro_run_of_river,PRT_2,electricity,twh,0.3547977956489786
64,50,methane_boiler,PRT_1,heat,twh,0.0861579988321682
65,50,methane_boiler,PRT_2,heat,twh,0.0242722970338703
66,50,methane_storage,PRT_1,methane,twh,5.764953313937545
67,50,methane_storage,PRT_2,methane,twh,5.823095860626336
68,50,open_field_pv,PRT_1,electricity,twh,50.73869857352029
69,50,pumped_hydro,PRT_1,electricity,twh,4.207994862731417
70,50,pumped_hydro,PRT_2,electricity,twh,1.0407867960992088
71,50,roof_mounted_pv,PRT_1,electricity,twh,0.05391281858676474
72,50,waste_supply,PRT_1,waste,twh,1.0289205551221543
73,50,waste_supply,PRT_2,waste,twh,1.007006276750067
74,50,wind_offshore,PRT_1,electricity,twh,7.0216665528278766
75,50,wind_onshore,PRT_1,electricity,twh,52.100442387751485
0,51,battery,PRT_1,electricity,twh,0.0019784736398376
1,51,battery,PRT_2,electricity,twh,0.0020434303990529
2,51,biofuel_boiler,PRT_1,heat,twh,6.451765076691067e-05
3,51,biofuel_boiler,PRT_2,heat,twh,6.806556111360872e-05
4,51,biofuel_supply,PRT_1,biofuel,twh,0.0009231527640272
5,51,biofuel_supply,PRT_2,biofuel,twh,0.0009202871989358
6,51,biofuel_to_diesel,PRT_1,diesel,twh,0.0003101600428314
7,51,biofuel_to_diesel,PRT_2,diesel,twh,0.0002979050114919
10,51,biofuel_to_methane,PRT_1,methane,twh,4.269335495116096e-05
11,51,biofuel_to_methane,PRT_2,methane,twh,4.350818119503948e-05
12,51,biofuel_to_methanol,PRT_1,methanol,twh,4.328284964233634e-05
13,51,biofuel_to_methanol,PRT_2,methanol,twh,4.644750852653813e-05
14,51,ccgt,PRT_1,electricity,twh,5.7871455444544575e-05
15,51,ccgt,PRT_2,electricity,twh,5.801051260665176e-05
16,51,chp_biofuel_extraction,PRT_1,electricity,twh,0.00014788757752485512
17,51,chp_biofuel_extraction,PRT_2,electricity,twh,0.00015831245926757782
18,51,chp_hydrogen,PRT_1,electricity,twh,0.00045122597108170005
19,51,chp_hydrogen,PRT_2,electricity,twh,0.0004910951930041
20,51,chp_methane_extraction,PRT_1,electricity,twh,0.00019893217189858735
21,51,chp_methane_extraction,PRT_2,electricity,twh,0.00020616041161503109
22,51,chp_wte_back_pressure,PRT_1,electricity,twh,0.22316217666930646
23,51,chp_wte_back_pressure,PRT_2,electricity,twh,0.2184100136812087
26,51,el_import,ESP,electricity,twh,15.5485156116735
31,51,electrolysis,PRT_1,hydrogen,twh,5.133238962021822
32,51,electrolysis,PRT_2,hydrogen,twh,48.50611202225207
33,51,existing_pv,PRT_1,electricity,twh,1.7675805230837414
34,51,existing_wind,PRT_1,electricity,twh,16.177095314702093
38,51,heat_storage_big,PRT_1,heat,twh,0.0122996432668387
39,51,heat_storage_big,PRT_2,heat,twh,0.0199929296380593
40,51,heat_storage_small,PRT_1,heat,twh,0.1361901945942691
41,51,heat_storage_small,PRT_2,heat,twh,0.1792525410491179
48,51,hydro_reservoir,PRT_1,electricity,twh,2.157732088049248
49,51,hydro_reservoir,PRT_2,electricity,twh,0.3939343667511931
50,51,hydro_run_of_river,PRT_1,electricity,twh,2.454539587160006
51,51,hydro_run_of_river,PRT_2,electricity,twh,0.3692175416628909
64,51,methane_boiler,PRT_1,heat,twh,0.0002554996826387
65,51,methane_boiler,PRT_2,heat,twh,0.0003309353550739
66,51,methane_storage,PRT_1,methane,twh,5.681181336508837
67,51,methane_storage,PRT_2,methane,twh,5.644277387497698
68,51,open_field_pv,PRT_1,electricity,twh,90.19425356104912
69,51,pumped_hydro,PRT_1,electricity,twh,7.861461088991493
70,51,pumped_hydro,PRT_2,electricity,twh,1.170021832178119
71,51,roof_mounted_pv,PRT_1,electricity,twh,0.0030327607119468155
72,51,waste_supply,PRT_1,waste,twh,1.028222881900094
73,51,waste_supply,PRT_2,waste,twh,1.0063086035241544
74,51,wind_offshore,PRT_1,electricity,twh,0.003272891784147384
75,51,wind_onshore,PRT_1,electricity,twh,77.8450452983084
0,52,battery,PRT_1,electricity,twh,0.0044560961625129
1,52,battery,PRT_2,electricity,twh,0.0047037721798386
2,52,biofuel_boiler,PRT_1,heat,twh,7.146124263925962e-05
3,52,biofuel_boiler,PRT_2,heat,twh,5.72526072728176e-05
4,52,biofuel_supply,PRT_1,biofuel,twh,0.0005473381515622
5,52,biofuel_supply,PRT_2,biofuel,twh,0.0005625581715752
6,52,biofuel_to_diesel,PRT_1,diesel,twh,7.962017850814965e-05
7,52,biofuel_to_diesel,PRT_2,diesel,twh,3.711085979095552e-05
10,52,biofuel_to_methane,PRT_1,methane,twh,3.972552188014936e-05
11,52,biofuel_to_methane,PRT_2,methane,twh,2.778983550059862e-05
12,52,biofuel_to_methanol,PRT_1,methanol,twh,4.015868747445792e-05
13,52,biofuel_to_methanol,PRT_2,methanol,twh,0.0001593644192822
14,52,ccgt,PRT_1,electricity,twh,0.000145041035873
15,52,ccgt,PRT_2,electricity,twh,0.000145245907889
16,52,chp_biofuel_extraction,PRT_1,electricity,twh,0.00014144295181945748
17,52,chp_biofuel_extraction,PRT_2,electricity,twh,0.00010348456437064023
18,52,chp_hydrogen,PRT_1,electricity,twh,0.0012836860609369998
19,52,chp_hydrogen,PRT_2,electricity,twh,0.0014196260034767
20,52,chp_methane_extraction,PRT_1,electricity,twh,0.0005552880711591
21,52,chp_methane_extraction,PRT_2,electricity,twh,0.0005762112907829
22,52,chp_wte_back_pressure,PRT_1,electricity,twh,0.22321265454371503
23,52,chp_wte_back_pressure,PRT_2,electricity,twh,0.21846433095026685
26,52,el_import,ESP,electricity,twh,15.661848876122663
31,52,electrolysis,PRT_1,hydrogen,twh,0.9254916478905302
32,52,electrolysis,PRT_2,hydrogen,twh,52.723857796951705
33,52,existing_pv,PRT_1,electricity,twh,1.7536380957282225
