lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,221015.4354122643,66857879438.21397,161240628578.78528,922086812823.415
,Energysystem,,,,,,221015.4354122643,66857879438.21397,161240628578.78528,922086812823.415
,,Generation,,,,,17206.578889484666,4429813186.49939,326243657.4183651,9040600859.632315
,,,Electricity_generation,,hour * terawatt,138.3159090198356,1243.8548513384026,895078330.6167943,300318046.82392937,3933295888.454277
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,79647635556.13641,343.6236451736705,81276908.27086084,163165099.93442187,1161683140.3572025
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,42475042.8692822,0.26757920013738506,16178.554134525957,88730.71825148053,722644.5165562396
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2679694962.768037,2.079882442673287,475129.9051075323,1115641.3239210434,11704774.714119172
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,408306540.3045161,0.31691278904035697,72395.79537507091,169990.85923139396,1783462.7205865763
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,394068305.30428463,0.6886645637152203,43187.36222438851,132217.4792561217,20516112.608544722
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2166785227.5852222,3.7866232410638614,237465.78213059076,726998.028064178,112807879.06394102
,,,,ccgt__electricity___PRT_1,kilowatt hour,8660286.2964129,0.9714247472572222,5428.18957147068,34116.6445605261,4633709.571586183
,,,,ccgt__electricity___PRT_2,kilowatt hour,11082645.6529728,1.243140917412553,6946.502136539164,43659.374470540024,5929799.48695939
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,38543478.1509521,16.351903150655996,15230288.85692973,61827.323306022976,61059706.5802901
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,14513237.5157235,6.157177962254635,5734843.0970505625,23280.582635736988,22991542.713655364
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,32292010540.109936,754.928547920593,734844029.1314594,95934960.54630014,2166385346.1186924
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,6933678.994896,0.12911530811721672,89107.00267789153,30947.707782619476,394224.0189396526
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,6703727.279097199,0.12483326867282052,86151.81715642929,29921.343766647464,381149.7923063758
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16312612027.94272,70.3774715749178,16646303.006819084,33417802.715203498,237924029.2040748
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1769575489.075809,41.36946049687918,40268845.46551627,5257156.550153787,118716126.50511357
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,22096942.298294306,0.5539931790714251,40269.51010289593,54877.77321900851,1442715.706172293
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,224536427.2378085,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,219827965.9621506,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,4254945.3832582,0.2879228425428479,1579.5887440885633,10032.14213924708,1373579.8242042048
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,8815898.5141797,0.5965525597273431,3272.778797149767,20785.77724554343,2845944.9513322236
,,,,waste_supply__waste___PRT_1,kilowatt hour,1029345186.4128588,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1007430908.040778,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,15962.724038146263,3534734855.882595,25925610.594435725,5107304971.178038
,,,,biofuel_supply__biofuel___PRT_1,kilogram,1792161934.8242922,7874.748417498596,1740381203.0449443,12775389.318595117,2502648759.83477
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1838424291.386844,8078.024925135308,1785306906.5092485,13105169.603888093,2567251420.714383
,,,,biofuel_boiler__heat___PRT_2,megajoule,19827418.12999884,0.39646545353340895,369270.96431539906,1499.054637250873,1480443.1385425162
,,,,biofuel_boiler__heat___PRT_1,megajoule,465852824.1725673,9.315108503003097,8676163.506623562,35220.86596360084,34783581.63402408
,,,,methane_boiler__heat___PRT_2,megajoule,11869330.95910152,0.041098639399539866,225.47343402273455,1432.0065911173378,196067.32821655629
,,,,methane_boiler__heat___PRT_1,megajoule,57189229.77934728,0.19802291642399833,1086.3840294485374,6899.744760547214,944698.5281016482
,,Storage,,,,,195282.00708988192,57054368484.40268,159853883228.83157,889310225801.4202
,,,Electricity_storage,,,,2150.540238304253,181458101.73112223,1820924719.0769832,4504199342.34721
,,,,battery__electricity___PRT_1,kilogram,117016711.14459457,1012.9643930976649,61571792.42574203,883218216.3983612,1954409664.4800808
,,,,battery__electricity___PRT_2,kilogram,121695943.62656848,1053.470538279674,64033908.23050107,918536106.6887507,2032562067.6023364
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,4869789270.208541,75.29901950269405,50004348.02242127,17163150.272683308,463071039.57782876
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,569526194.2600969,8.806287424219745,5848053.0524578355,2007245.717187957,54156570.686964154
,,,Thermal_storage,,nit,905.2220517617209,193131.4668515777,56872910382.671555,158032958509.75458,884806026459.073
,,,,heat_storage_big__heat___PRT_1,unit,1635484.8083966663,384.28984322546927,154100381.70638075,353939925.40493274,1829643985.413641
,,,,heat_storage_big__heat___PRT_2,unit,2272696.159339885,534.0153856941845,214140384.09204713,491840648.6956765,2542502894.057906
,,,,heat_storage_small__heat___PRT_2,unit,491706384.04352057,95858.64461213668,23414316953.441803,80988575791.86891,445612058909.0198
,,,,heat_storage_small__heat___PRT_1,unit,409601729.96110606,79852.26130632436,19504616909.376823,67465182125.15739,371204190434.9394
,,,,methane_storage__methane___PRT_2,unit,2878.411547624117,8251.176207840153,6792907696.653244,4366735600.401108,31809001533.31958
,,,,methane_storage__methane___PRT_1,unit,2878.3778099611905,8251.079496356826,6792828057.401257,4366684418.226547,31808628702.322777
,,Conversions,,,,,6732.623831759598,5289680026.236275,1025980348.7648827,19841400929.29734
,,,Conversions,,,,6732.623831759598,5289680026.236275,1025980348.7648827,19841400929.29734
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,1541623.143219767,25.761873892505793,7203601.66654332,31660.279069064476,5874256.529844636
