lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,377616.7533289041,97169511157.02963,294160048982.7766,1439497685241.3252
,Energysystem,,,,,,377616.7533289041,97169511157.02963,294160048982.7766,1439497685241.3252
,,Generation,,,,,14227.260898201297,4716328668.269613,403377944.4222902,11566635121.00816
,,,Electricity_generation,,hour * terawatt,160.20413802677297,2427.1888711317447,2066768243.6524477,383901952.77785623,7582862271.349658
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,60417268183.46107,260.6644236380815,61660028.452416986,123770287.49581484,881221160.4086351
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,1235789736.096854,7.78522534685297,470864.1648790883,2581581.137598789,21025394.377678733
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2309842504.089082,1.7930087962515724,409761.46523286763,961668.2004226452,10089836.081037568
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,317859739.652781,0.24673773564900636,56387.68558761102,132336.12390367952,1388472.445271494
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,374433819.9968589,0.654413668007538,41102.78463358546,125632.3337505927,19494075.18748349
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2091968844.1209247,3.6562215576001504,229642.03591904353,701910.2280808816,108913767.29074478
,,,,ccgt__electricity___PRT_1,kilowatt hour,20109220.6168054,2.2556591545249987,12611.746556913839,79219.27874777722,10759512.74117168
,,,,ccgt__electricity___PRT_2,kilowatt hour,23956276.1492357,2.6871848804135183,15024.47439692829,94374.56335508995,12817894.00747091
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,335661302.44729954,142.40326326196654,132635563.26870921,538449.348845966,531748247.15499204
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,418698504.9640083,177.6315380863095,165447466.3615274,671653.0494004193,663294203.0483944
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,72277696729.28082,1689.7696721016769,1644819631.1429667,214728770.21482676,4849059490.123224
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,290750116.3053782,8.350934876946226,6927877.60330249,1421192.6075862371,25053546.79973899
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,287236042.2366968,8.250003521284826,6844145.652470082,1404015.7409140589,24750743.76278984
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15549085691.700085,67.08501694693811,15868924.480302844,31853721.03463505,226792500.69901055
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1371406505.520557,32.06191157186315,31209023.578284226,4074291.8731632503,92006691.29399687
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,3028.461248543776,7.592873476235839e-05,5.5213355906582136,7.521273353076053,197.73514508469253
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,263887078.08513469,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,260495518.6224549,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,170099294.9310344,11.510281905440882,63184.86600847564,401054.8634289619,54911489.82652815
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,153444694.86793038,10.383298153202464,56998.367917557225,361787.16210791125,49535048.36634446
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028179736.7694168,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006265458.397286,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,11800.072027069553,2649560424.6171656,19475991.64443398,3983772849.658502
,,,,biofuel_supply__biofuel___PRT_1,kilogram,853923461.2942194,3752.1358225019294,829252705.9656144,6087236.042270914,1192458062.984948
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1816432293.6139555,7981.395273614186,1763953635.7390344,12948528.319221359,2536549740.7312365
,,,,biofuel_boiler__heat___PRT_2,megajoule,1945037916.555366,38.892738155880565,36225012.18506143,147059.60907830237,145229425.48584962
,,,,biofuel_boiler__heat___PRT_1,megajoule,1079004975.0093052,21.575650327811278,20095735.94173152,81580.95452578018,80565664.70154282
,,,,methane_boiler__heat___PRT_2,megajoule,1036485637.4149252,3.588936784089913,19701.210818907264,125049.98751199813,17121550.052425005
,,,,methane_boiler__heat___PRT_1,megajoule,717265802.4385068,2.4836056856554185,13633.574904966186,86536.73182562228,11848405.702500254
,,Storage,,,,,348465.4460842477,82352661490.64987,292298976817.3081,1392826487115.5781
,,,Electricity_storage,,,,79496.4510582015,4972285759.422514,69181635668.11234,153958908360.75964
,,,,battery__electricity___PRT_1,kilogram,4533119106.604002,39241.98123244659,2385971064.7407107,34215084907.835266,75713989460.07687
,,,,battery__electricity___PRT_2,kilogram,4628636406.059458,40068.84855839459,2436245808.690257,34936030560.06917,77309358043.31314
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6746830778.791073,158.46227873873988,128111708.20561345,26054667.87984776,798675213.5990895
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1156345231.2545564,27.158988621593956,21957177.785933778,4465532.328054779,136885643.77053294
,,,Thermal_storage,,kilonit,1.2833567588989379,268968.99502604624,77380375731.22736,223117341149.1958,1238867578754.8184
,,,,heat_storage_big__heat___PRT_1,unit,19910681.32060859,4678.565603571511,1876211654.7289262,4308933687.799336,22274853737.975662
,,,,heat_storage_big__heat___PRT_2,unit,39185335.02274338,9207.678916943794,3692489533.3497496,8480222621.925404,43838158639.74658
,,,,heat_storage_small__heat___PRT_2,unit,629609076.4196231,122746.89252137125,29985362376.71031,103702588318.8264,570598812777.5726
,,,,heat_storage_small__heat___PRT_1,unit,594645943.4128946,115930.57412323139,28320230415.84259,97943828598.9156,538912607897.0557
,,,,methane_storage__methane___PRT_2,unit,2870.0459748208923,8227.537546445732,6773536834.291161,4354058860.012592,31717546629.09312
,,,,methane_storage__methane___PRT_1,unit,2852.6770932860663,8177.746314482512,6732544916.304634,4327709061.7164545,31525599073.37484
,,Conversions,,,,,13646.279446834797,10039460387.544092,1433082768.306068,32330151291.360268
,,,Conversions,,,,13646.279446834797,10039460387.544092,1433082768.306068,32330151291.360268
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,152099098.3343325,2541.7099944715374,710720116.039913,3123687.331531597,579566084.5962117
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,151310778.75038707,2528.536479392458,707036500.6763579,3107497.466108792,576562231.8452277
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,56748003.71065281,8.297756519050045,2432129.4812485636,175458.22863915868,80791241.40644743
