lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,204049.15961318807,43275688465.72013,138913633260.45245,424224712275.1121
,Energysystem,,,,,,204049.15961318807,43275688465.72013,138913633260.45245,424224712275.1121
,,Generation,,,,,25229.005748909083,8018807016.088704,405160443.2738413,17292621351.349953
,,,Electricity_generation,,hour * terawatt,135.1098985114133,2713.2185424522995,2587742291.475939,367245387.8207513,7948784967.990573
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,413541.0127289,0.0017842388780602988,422.1142358940695,847.179597334286,6031.885304144027
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,78457067.1485708,0.4942756511820225,29908.152115924462,163898.51097364476,1334878.9212847203
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2201702393.835631,1.70930477360036,390861.263090143,916658.8179208913,9618087.260910623
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,338545863.12476194,0.26283209826598275,60100.976342574715,140950.49884097924,1478929.969150233
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393823280.5164143,0.6883863706789443,43331.836304338234,132142.66071177225,20503767.648927342
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157110033.5066733,3.7705367372501417,237343.86255489814,723792.3033035081,112306420.43911242
,,,,ccgt__electricity___PRT_1,kilowatt hour,551755.8016169,0.06189091048387506,346.3319495854654,2173.628144366543,295219.6242747462
,,,,ccgt__electricity___PRT_2,kilowatt hour,255925.343042,0.028707360128048292,160.64195747436582,1008.2114726590154,136934.09911127557
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,8396520.0230677,3.5622110126192865,3317875.8734314507,13469.975314226454,13301642.669195222
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,4171738.0954587,1.7698536232368265,1648457.830048221,6692.440321658766,6608805.707938
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,111713343181.06856,2611.8275290037996,2542370192.0602913,331892919.4913404,7495025222.111425
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,1707397.4623788,0.0715472091938333,67345.44780308365,9579.712704802821,206154.02036072608
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,1612925.2334691,0.06758842134498248,63619.1481474801,9049.65639094569,194747.28571248037
,,,,existing_wind__electricity___PRT_1,kilowatt hour,14639952117.590178,63.164646159092264,14943456.642910903,29991387.45187415,213537495.22688648
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1078606820.4347908,25.217533612051476,24546914.01878867,3204469.192527442,72365440.81218466
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,11324794.0047105,0.28394223170522115,20658.819028261856,28126.01880480557,739448.284142697
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223342366.5039791,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218600485.2777791,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,1088872.4389833,0.07368212949409161,404.81620201167925,2567.3257721062446,351510.79150450276
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,2398330.4966404,0.1622909092946661,891.6407361294335,5654.744735662474,774231.2331472317
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028203690.432989,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006289412.060854,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,22515.787206456785,5431064724.612765,37915055.453090034,9343836383.35938
,,,,biofuel_supply__biofuel___PRT_1,kilogram,3141726891.350195,13804.74062064499,3050967222.0603027,22396334.55196963,4387270233.622666
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1836729447.6363332,8070.584901751373,1783669151.843788,13093438.274881274,2564904178.774587
,,,,biofuel_boiler__heat___PRT_2,megajoule,15902622.6938532,0.31798808747756674,296176.99269755895,1202.4249563046214,1187398.4011667059
,,,,biofuel_boiler__heat___PRT_1,megajoule,32008074575.643356,640.0319377559308,596131559.7063587,2420186.1802451294,2389941414.5211706
,,,,methane_boiler__heat___PRT_2,megajoule,5776849.994369401,0.020003008871031944,109.89832198880498,696.9701152775992,95427.1219100369
,,,,methane_boiler__heat___PRT_1,megajoule,26498817.10726488,0.09175520814276053,504.11129586150133,3197.050922416667,437730.9178796147
,,Storage,,,,,164113.39018917794,23805737229.147354,137177786666.22462,366727254131.5771
,,,Electricity_storage,,,,141227.82547835237,8829347073.560143,122928891966.57076,273143297498.4291
,,,,battery__electricity___PRT_1,kilogram,75134760.61126131,650.4358876287324,39563955.20044074,567103091.3228344,1254969637.2202985
,,,,battery__electricity___PRT_2,kilogram,16206769000.524464,140300.7621834788,8534051044.870769,122325654940.18616,270700310310.50308
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6959777708.501205,236.3512291653381,218498197.63459614,30872935.012025505,1015045512.5754895
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1186002913.423612,40.2761780795211,37233875.85433784,5261000.049738425,172972038.1302265
,,,Thermal_storage,,nit,34.346768491815496,22885.564710825558,14976390155.587212,14248894699.653868,93583956633.14796
,,,,heat_storage_big__heat___PRT_1,unit,352576.7434484881,82.85120128173887,33227996.21110313,76302445.14160988,394450597.2266408
,,,,heat_storage_big__heat___PRT_2,unit,467311.3539013537,109.81242456550302,44040964.584860474,101132589.1671771,522811688.69492996
,,,,heat_storage_small__heat___PRT_2,unit,21764116.217831675,4243.253218791577,1036736801.4748704,3584766277.389629,19724740292.290024
,,,,heat_storage_small__heat___PRT_1,unit,11757128.22510929,2292.235149164252,560052493.0947106,1936515885.0717192,10655443046.820442
,,,,methane_storage__methane___PRT_2,unit,2838.715434115364,8138.16383160066,6700117041.45794,4306552449.105852,31372462903.592175
,,,,methane_storage__methane___PRT_1,unit,2797.2360905874343,8019.248885421826,6602214858.763726,4243625053.7778797,30914048104.523754
