lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,282433.68642333953,77286106544.16336,218010325262.77945,1099079707773.6161
,Energysystem,,,,,,282433.68642333953,77286106544.16336,218010325262.77945,1099079707773.6161
,,Generation,,,,,7808.04472239091,3115355271.590227,417375705.71290743,8734342820.909176
,,,Electricity_generation,,hour * terawatt,172.34498661244913,2249.592628691712,1876607113.464311,408205862.99915487,6898771898.262219
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,74123189981.06569,319.7954546475005,75646000.97745085,151848073.51573882,1081124188.8651364
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,153873466.3956394,0.9693674417346657,58624.94841417363,321443.60466888786,2617948.182604602
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2345154792.583637,1.8203735961278706,415978.5147898755,976368.7916515575,10243939.43053986
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,339342263.1946979,0.26340679000472944,60191.801040580714,141279.8833242657,1482290.892444278
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,382639511.7969519,0.6687401297168744,41988.25155081183,128385.18599200886,19921238.79528141
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2118823325.938052,3.7030733684679698,232505.22544543652,710918.5497556643,110311622.66255045
,,,,ccgt__electricity___PRT_1,kilowatt hour,12007762.9997604,1.3469145083294216,7529.824266555614,47303.96356798913,6424794.832370313
,,,,ccgt__electricity___PRT_2,kilowatt hour,13829115.0753781,1.5512161368548414,8671.956859889917,54479.08622521538,7399315.515748272
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,192665502.7579158,81.73768386827403,76131141.70586166,309061.9760557424,305216843.3469783
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,56467471.7523158,23.95613272154264,22312936.31842132,90581.59428296766,89454641.50726196
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,72258028566.21844,1689.2983936322453,1644360332.0924733,214670053.7063016,4847703429.472155
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,177307527.5632223,4.668628593950175,3791503.594905546,856150.8015927518,13926438.718324492
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,166442368.4016862,4.382541514002224,3559165.510231138,803687.0687466358,13073045.883877782
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15817781572.046638,68.24388764921746,16142747.250640387,32404159.34050447,230710338.7722371
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1483917979.9253917,34.69206549791548,33769200.63278082,4408544.749495206,99554256.08858186
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,8866.622938279617,0.0002223000515583529,16.163698750070996,22.02048526446607,578.917442534828
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,244244363.0889211,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,240170548.7217172,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,97314809.6073841,6.585095425114323,36143.60649936755,229445.73465231401,31415172.05358199
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,87329811.1726173,5.909430870662485,32435.088980434553,205903.42611347526,28191814.325102698
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028180641.946118,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006266363.5740384,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,5558.452093699198,1238748158.1259165,9169842.713752573,1835570922.646956
,,,,biofuel_supply__biofuel___PRT_1,kilogram,1047784642.7758904,4603.9605596062,1017512606.3162508,7469174.815235214,1463173420.1630156
,,,,biofuel_supply__biofuel___PRT_2,kilogram,212872709.42460024,935.3616367224756,206722504.31168374,1517471.6369087824,297264988.9731841
,,,,biofuel_boiler__heat___PRT_2,megajoule,94470579.24640776,1.88902074443203,1759449.1452713504,7142.659542164275,7053795.593893175
,,,,biofuel_boiler__heat___PRT_1,megajoule,683730574.6259285,13.671782785433344,12734008.66954486,51694.98009094431,51051827.49147037
,,,,methane_boiler__heat___PRT_2,megajoule,640149342.5623752,2.216580522359316,12166.144433229178,77232.74074380747,10574525.456150359
,,,,methane_boiler__heat___PRT_1,megajoule,390606387.9897737,1.352513318296511,7423.538732460929,47125.88123166111,6452364.969242388
,,Storage,,,,,259494.40554035606,65070437827.29568,215880325940.68942,1058601484234.2839
,,,Electricity_storage,,,,50052.519310814474,3170319549.2295313,43519599293.24102,97143250223.10182
,,,,battery__electricity___PRT_1,kilogram,2028925343.957237,17563.783945106687,1067835225.8521181,15313924737.675404,33887702941.683437
,,,,battery__electricity___PRT_2,kilogram,3732852150.0695,32314.15530300075,1964621829.119873,28174825186.81086,62347185500.93769
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,7007022289.558938,151.26129930332974,119448118.42929386,26728800.11713059,787031354.1104434
