lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,45354.106473186126,21842350001.175278,10027840225.982527,92585534250.8231
,Energysystem,,,,,,45354.106473186126,21842350001.175278,10027840225.982527,92585534250.8231
,,Generation,,,,,22670.539607411793,5508901628.840666,308440745.3496502,11366054770.122543
,,,Electricity_generation,,hour * terawatt,138.6516314823705,604.0631056343688,172672832.21260086,271246263.99726135,2144080300.3299816
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,112513374580.76942,485.40489747535935,114802118.4277413,230492889.09132415,1641007577.600375
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,449102.7862762,0.002829153318441463,171.00383453285093,938.1770796503863,7640.6199674809695
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2677361237.18809,2.0778559353707884,474472.7604020883,1114659.6290840982,11693981.796451183
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,377113373.4296629,0.29267147458200915,66830.73621387804,157002.74102350295,1647128.0986643047
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393957460.2290284,0.6884080731952108,43104.20402130732,132177.34398280364,20510166.878985763
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157536213.5603223,3.770116059667489,236063.2572219065,723878.679951922,112325396.15299253
,,,,ccgt__electricity___PRT_1,kilowatt hour,9985.132118336658,0.0011200294787032713,6.254869125479137,39.335635630584214,5342.562740055921
,,,,ccgt__electricity___PRT_2,kilowatt hour,5989.704713763089,0.0006718635035978312,3.7520605100648265,23.595966470526392,3204.802185007211
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,132182.4333417,0.056077665841196264,52231.139576200534,212.02554084761857,209399.9841579989
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,100071.7151303,0.0424548713422898,39542.77121691256,160.51875417903432,158531.01681658675
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,88219.58488598667,0.0020623566539030107,2007.4796385883822,262.08513922936,5918.259237395557
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,48024.68563177768,0.00042648617017315243,88.05251695403827,192.41119597434638,1427.4221738781248
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,43782.27793365633,0.00038881120833316016,80.27412886458616,175.41396372024357,1301.3264650616782
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16281217986.876703,70.24038677287922,16612410.00132417,33353412.300563663,237461565.68969578
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1772812808.4960625,41.44399791101526,40341219.23298508,5266720.4492641,118930119.58297075
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,1348095.2210783002,0.033797246759791684,2455.7605908999603,3347.9536072231354,88015.03484296441
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223122376.4044826,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218367397.9977869,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,32503.888412723267,0.0021994605725565155,12.059345448198389,76.6360826887289,10492.874799421272
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,40550.97100445137,0.0027439874504467067,15.044913094676469,95.60910146542884,13090.626460230651
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028191908.699831,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006277630.3185292,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,22066.476501777423,5336228796.628065,37194481.35238888,9221974469.792562
,,,,biofuel_supply__biofuel___PRT_1,kilogram,3038034989.564876,13349.10196700473,2950251825.1075764,21656338.946356762,4242423517.299717
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1836765795.6400816,8070.734530562799,1783692965.5735602,13093207.515317915,2564927143.125965
,,,,biofuel_boiler__heat___PRT_2,megajoule,436755.61131552,0.008733261430987658,8134.221791591639,33.01981876202632,32610.927524296047
,,,,biofuel_boiler__heat___PRT_1,megajoule,32338356446.25472,646.6300919247223,602275865.2607093,2444860.790020658,2414585573.7199287
