lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,269097.7668472,84481070323.10461,201123899194.31696,1154750645033.1338
,Energysystem,,,,,,269097.7668472,84481070323.10461,201123899194.31696,1154750645033.1338
,,Generation,,,,,13342.804428840205,4406434881.340086,398430740.27506745,10904040205.940596
,,,Electricity_generation,,hour * terawatt,159.86081440860565,2322.1267871793034,1941068267.929925,380293296.90729994,7231515483.830133
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,63230523250.30902,272.8013452601668,64530346.64977844,129533476.6140433,922252235.3434386
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,938602356.3844864,5.912995097150376,357615.5911490265,1960752.4194754704,15969096.670980103
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2250741969.8290367,1.7471153313321166,399254.328309427,937061.9964610364,9831619.849077469
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,313987534.6930191,0.2437295980892391,55697.58070139776,130723.90796694203,1371550.413073215
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,377315751.093503,0.6594449413458421,41411.55686046481,126599.10245968211,19644098.741548356
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2103027238.5421703,3.675517573803353,230813.66442955346,705619.5244885253,109489398.76092495
,,,,ccgt__electricity___PRT_1,kilowatt hour,21772454.0650331,2.4422240337092265,13653.958295811513,85771.48126892773,11649429.80634281
,,,,ccgt__electricity___PRT_2,kilowatt hour,33329990.8007036,3.73863710269464,20901.927969965924,131301.81260765373,17833331.380308297
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,274610606.3923665,116.50266498759703,108511521.46440567,440514.1327523197,435032799.3120163
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,355275754.4986488,150.72459417473968,140386102.22192204,569912.4041104831,562820963.245673
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,68895571948.03276,1610.695329019822,1567847184.1329322,204680720.3606544,4622141910.571522
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,238097169.1478295,6.622695527993899,5380666.862333717,1156321.9293863052,19827444.61834124
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,233945366.6208388,6.507212742357664,5286841.865165377,1136158.6476959854,19481704.953936208
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15511645245.95715,66.92333817271748,15830516.604721444,31777015.805580426,226245945.25950542
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1334721555.6510358,31.204179230128307,30374077.3713751,3965302.2939734017,89545267.81444494
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,933063125.4920856,23.393440550674896,1701034.9052624016,2317287.951827423,60921636.717311636
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,256478656.26968592,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,252729506.1692194,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,142241748.37825727,9.625214366258453,52833.3880828649,335373.1097086203,45918502.49083643
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,128673962.6647945,8.707109468721793,47793.85622945887,303383.41283902765,41538547.8808529
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028186747.9930568,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006272469.6209506,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,11020.677641660903,2465366613.410161,18137443.36776754,3672524722.1104627
,,,,biofuel_supply__biofuel___PRT_1,kilogram,699329033.8355123,3072.848502753198,679124532.5265335,4985198.273693157,976574945.498181
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1797806068.2017684,7899.551452381601,1745865174.4969864,12815740.913593052,2510538356.2947087
,,,,biofuel_boiler__heat___PRT_2,megajoule,1356562012.5916877,27.12563951890807,25265037.94786761,102566.12433451613,101289890.59710455
,,,,biofuel_boiler__heat___PRT_1,megajoule,809944531.0687634,16.195546665871554,15084661.90497331,61237.798717302736,60475814.72882521
,,,,methane_boiler__heat___PRT_2,megajoule,853079510.6172572,2.9538736402285393,16213.993415814813,102922.36517418089,14091889.318788236
,,,,methane_boiler__heat___PRT_1,megajoule,578359135.898762,2.0026267010961574,10992.540384373939,69777.89225532809,9553825.672855364
,,Storage,,,,,241153.65687313006,70304115832.83258,199262423417.11884,1109273767017.8174
,,,Electricity_storage,,,,181.83363220391843,143146340.86136627,31331989.430883285,924010653.8923224
,,,,battery__electricity___PRT_1,kilogram,56543.76773926936,0.48948328468074065,29760.33170521944,426781.12997272634,944414.4637529207
,,,,battery__electricity___PRT_2,kilogram,56493.98586534074,0.4890523371680521,29734.130219304097,426405.3862719729,943582.9888390049
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6830207797.153364,155.49923340926898,123026087.45843521,26205678.347082134,792841168.9554635
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1113740631.061315,25.35586317280063,20060758.941006552,4273124.567556451,129281487.48426697
,,,Thermal_storage,,kilonit,1.141711116039374,240971.82324092614,70160969491.97122,199231091427.68796,1108349756363.925
,,,,heat_storage_big__heat___PRT_1,unit,15674155.757329583,3683.0658561291857,1476983191.4058423,3392093379.3861737,17535253256.415802
,,,,heat_storage_big__heat___PRT_2,unit,31828105.77579417,7478.872320827587,2999177638.9519114,6888020544.864796,35607269959.87245
,,,,heat_storage_small__heat___PRT_2,unit,591482419.8443234,115313.48618146348,28169111353.401344,97422754584.26802,536044514499.905
,,,,heat_storage_small__heat___PRT_1,unit,502720683.1986081,98008.78709188594,23941869645.42264,82802856180.4236,455602154033.3115
,,,,methane_storage__methane___PRT_2,unit,2865.3205476867056,8213.960557198106,6762342934.516222,4346888994.544208,31665227042.30941
,,,,methane_storage__methane___PRT_1,unit,2886.142771068133,8273.651233421886,6811484728.273261,4378477744.2011795,31895337572.110928
,,Conversions,,,,,13282.202384807191,9707626657.902874,1437639087.2216637,31708784326.748627
,,,Conversions,,,,13282.202384807191,9707626657.902874,1437639087.2216637,31708784326.748627
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,150812167.53887698,2520.204179555811,704706527.2865242,3097255.067607689,574662084.6687284
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,141942606.63034928,2371.986003016401,663261347.1051327,2915099.3905594423,540865074.4858494
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,61959727.033704735,9.059813973804824,2655486.8014145866,191572.04343964558,88211069.11548679
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,43142215.9960795,6.308298471514671,1849000.8053418982,133390.55661632653,61420880.61419789
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,958979720.7612404,165.7771851851235,1487297434.5853522,8283476.632374515,5355860896.898078
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,104959344.0517316,18.14414240373209,162783174.40309137,906617.9971787682,586193466.243953
,,,,electrolysis__hydrogen___PRT_2,kg,7319193.527123306,5.6236837916274425,4589917.349158842,976410.3378677209,16822579.750958607
,,,,electrolysis__hydrogen___PRT_1,kg,10652861436.252544,8185.0990784091755,6680483769.566857,1421135265.1960196,24484748274.971375
,,Imports,,,terahour * watt,10.318078512247249,1319.103160422536,62892951.0290712,25405949.701409444,2864053482.6272283
,,,Imports,,hour * terawatt,10.318078512247249,1319.103160422536,62892951.0290712,25405949.701409444,2864053482.6272283
,,,,el_import__electricity___ESP,kilowatt hour,10318078512.247248,1319.103160422536,62892951.0290712,25405949.701409444,2864053482.6272283
