lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,235300.48141024428,68690511304.11681,175297354581.958,992727561811.2574
,Energysystem,,,,,,235300.48141024428,68690511304.11681,175297354581.958,992727561811.2574
,,Generation,,,,,13872.327590143119,3310361691.003687,306060301.05140424,7025783953.152777
,,,Electricity_generation,,hour * terawatt,140.8746781792016,830.6587926843195,412899880.2275413,284845436.2452401,2806377757.1741934
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,104830085110.52528,452.26105944881823,106966288.5318834,214753188.92585185,1528956456.7538075
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,33730839.635428704,0.2124909234672895,12844.967903885201,70463.87995647815,573868.831148065
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2683489156.1300573,2.082680851127421,475635.30247276335,1117213.8991569579,11720943.894120174
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,371491025.7780447,0.2883176345155233,65844.9635281732,154662.42390422776,1622598.4965630304
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,394688198.7106841,0.6897051437186543,43206.49001819059,132423.40423688112,20548267.964837167
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2173011084.111957,3.7972681397328394,237879.3741482186,729075.5744298341,113131363.42249502
,,,,ccgt__electricity___PRT_1,kilowatt hour,5382410.0016437,0.6037439941853006,3372.269665505681,21203.602199030363,2879869.687296145
,,,,ccgt__electricity___PRT_2,kilowatt hour,9499986.3208309,1.0656118138737074,5952.07648785633,37424.4865195264,5082987.47643058
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,43824328.1633175,18.592245410212882,17316953.47064953,70296.58955308974,69425412.18600865
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,20452443.9454878,8.676843958818441,8081675.977897162,32806.8248314481,32400253.709201057
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,9801307395.020235,229.1324611713824,223035773.61790323,29118079.742100365,657531867.0949305
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,9406004.8982618,0.11290607137725953,49779.85733718422,38980.115402992305,363282.2017369834
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,9821166.6911639,0.11788951413636681,51977.038440324635,40700.61785088735,379316.73408905725
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16191800710.808752,69.85514641149469,16521753.533413762,33170256.73871041,236158906.2603824
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1755465038.961599,41.03881336095546,39946864.95929936,5215199.2513703145,117767371.04223292
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,42975624.6965724,1.077423969928958,78296.75464422686,106729.06351010043,2805837.549383321
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,224743493.8789151,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,220071944.2011782,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,6021649.6031388,0.4074710421415947,2234.5293498278256,14197.568519891971,1943904.3694671935
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,9557204.4167983,0.6467138244323861,3546.5124986775063,22533.537135791652,3085249.500063711
,,,,waste_supply__waste___PRT_1,kilowatt hour,1029883820.5371964,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1007969542.1650898,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,13041.6687974588,2897461810.7761455,21214864.806164127,4219406195.978584
,,,,biofuel_supply__biofuel___PRT_1,kilogram,1123895875.4947438,4938.390264268616,1091421867.2368116,8011608.888865515,1569451096.2143064
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1839219669.0080216,8081.517785914664,1786076992.32169,13110741.83559512,2568356543.366659
,,,,biofuel_boiler__heat___PRT_2,megajoule,45333729.27053748,0.9064832940795314,844305.1288382907,3427.379462595098,3384904.361894736
,,,,biofuel_boiler__heat___PRT_1,megajoule,1026450699.5021324,20.524682753145385,19116838.699061852,77603.0585460682,76641333.1954139
,,,,methane_boiler__heat___PRT_2,megajoule,18245399.5994364,0.06317623236665158,346.45199336510984,2201.2580838607632,301392.105742444
,,,,methane_boiler__heat___PRT_1,megajoule,76938200.08002144,0.2664049959291894,1460.9377502694358,9282.38561096523,1270926.7345670662
,,Storage,,,,,211922.3850541757,61023800435.12867,173941842031.80548,965000673121.3308
,,,Electricity_storage,,,,2742.202135875008,186517662.4200389,2360298172.481042,5623030797.23598
,,,,battery__electricity___PRT_1,kilogram,150716971.10054708,1304.6785828040556,79287307.361889,1137580177.4627724,2517229719.5070066
,,,,battery__electricity___PRT_2,kilogram,159633116.1155794,1381.8610219426378,83977802.21961397,1204877375.3586257,2666144503.764685
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,4923995070.05722,50.24884162170157,20991029.71290359,16105456.463046528,396895956.8537513
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,530499402.1954974,5.413689506612983,2261523.125632342,1735163.1965975077,42760617.11053623
,,,Thermal_storage,,nit,987.1771542832175,209180.1829183007,60837282772.70863,171581543859.32443,959377642324.0948
,,,,heat_storage_big__heat___PRT_1,unit,1754100.129396817,412.1520472938912,165266587.26682466,379609378.6262862,1962316566.2178144
,,,,heat_storage_big__heat___PRT_2,unit,2475329.0838062456,581.6155717225926,233218836.08926904,535692415.529491,2769157351.1586266
,,,,heat_storage_small__heat___PRT_2,unit,519761190.3018481,101325.80296136622,24747784377.9236,85609357203.74892,471030972381.45685
,,,,heat_storage_small__heat___PRT_1,unit,463180755.9379588,90295.6259296955,22053777074.049126,76290049208.69695,419755237462.23773
,,,,methane_storage__methane___PRT_2,unit,2895.0671199612834,8298.694678729698,6831955924.760645,4391992277.435407,31992437859.67826
,,,,methane_storage__methane___PRT_1,unit,2883.763087595709,8266.291729492797,6805279972.619175,4374843375.287402,31867520703.34563
,,Conversions,,,,,7675.6051846271985,4271863328.285734,1014271604.6763579,16729160106.817003
,,,Conversions,,,,7675.6051846271985,4271863328.285734,1014271604.6763579,16729160106.817003
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,139000608.3192485,2322.821542637969,649512965.8643746,2854630.5595205408,529651698.7896358
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,134235044.5476689,2243.1848106463426,627244750.7371206,2756761.0312777716,511492864.97092915
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,82038714.74918622,11.995632589210121,3515871.9228179087,253647.0492180118,116796774.49125798
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,103566684.55511822,15.143434416348816,4438480.044402013,320207.1609070826,147445687.53633922
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,975601447.2621872,168.641448313168,1513066376.490678,8426641.551003644,5448666814.876059
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,120912866.00044408,20.900871866590577,187524518.90761566,1044370.5095867455,675290019.625494
,,,,electrolysis__hydrogen___PRT_2,kg,8773434997.715673,2887.6889309711896,1284235099.9564943,996810499.7669218,9283008227.35131
,,,,electrolysis__hydrogen___PRT_1,kg,15885374.66194706,5.228513186379379,2325264.3622307843,1804847.047922289,16808019.17597761
,,Imports,,,terahour * watt,14.33633895461175,1830.1635812982465,84485849.69872291,35180644.4247732,3971944629.956844
,,,Imports,,hour * terawatt,14.33633895461175,1830.1635812982465,84485849.69872291,35180644.4247732,3971944629.956844
,,,,el_import__electricity___ESP,kilowatt hour,14336338954.611748,1830.1635812982465,84485849.69872291,35180644.4247732,3971944629.956844
