lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,262191.0548685122,71999126225.66751,201266615078.37198,1003980620694.5817
,Energysystem,,,,,,262191.0548685122,71999126225.66751,201266615078.37198,1003980620694.5817
,,Generation,,,,,7224.148560184402,2986702688.999694,418954818.682098,8558149354.166579
,,,Electricity_generation,,hour * terawatt,173.55087463894606,2253.2251266484354,1877358638.249558,410740112.2521713,6907699412.97331
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,75190589809.0106,324.4005002086063,76735202.19209735,154034736.24315766,1096692366.171797
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,148096688.0832356,0.9329748007629034,56423.745441090614,309375.8365034523,2519663.2821514755
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2342962562.94489,1.8186689296581318,415586.4894606157,975456.0269273164,10234353.8350028
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,342011983.4902698,0.2654786626925512,60664.88718925495,142391.37058948935,1493951.1668786982
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,383579399.1974323,0.6703818003628892,42090.35837926016,128700.52112336733,19970168.719303187
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2119017214.0410645,3.7034068511340315,232520.81408505535,710983.4894382921,110321699.6846855
,,,,ccgt__electricity___PRT_1,kilowatt hour,11646145.8613946,1.3063517404226905,7302.996536828103,45879.39017115932,6231310.14384559
,,,,ccgt__electricity___PRT_2,kilowatt hour,13122344.9938295,1.4719374482495056,8228.68260373239,51694.80038174727,7021155.534507131
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,181585073.1396555,77.03684587278877,71752742.63439374,291287.36900277936,287663436.8674625
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,59094742.5860303,25.070742312563,23351092.59005966,94796.07432911082,93616707.9109049
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,72403155479.993,1692.6905268060627,1647662165.7984695,215101192.71586615,4857437420.028169
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,161655562.3592362,4.231431884336335,3430280.2669746634,780038.7136015475,12616340.557325866
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,153905887.15964982,4.02857946124537,3265834.598860756,742644.1044384664,12011520.411264813
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15841642676.09306,68.34680804172314,16167071.685807956,32453040.432911046,231058283.15011162
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1498647345.5773156,35.036403428331504,34104377.28775165,4452303.62345985,100542381.71764888
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,8524.03291117444,0.000213710695856849,15.539068018514255,21.169652235213753,556.5488460388103
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,244629122.955942,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,240579965.0167412,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,93392509.6573258,6.3196810636830225,34686.51753371858,220197.8553253226,30148974.027114127
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,87104638.59518,5.894193625116197,32351.164845107083,205372.51529225102,28119123.216292694
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028180621.2648084,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006266342.8925928,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,4970.923433535967,1109344050.7501361,8214706.429926685,1650449941.1932688
,,,,biofuel_supply__biofuel___PRT_1,kilogram,908449807.521084,3991.723956332958,882203334.1237053,6475920.351717233,1268599937.9566288
,,,,biofuel_supply__biofuel___PRT_2,kilogram,218382468.02343,959.5714832446118,212073071.97717017,1556748.0552470859,304959044.6361848
,,,,biofuel_boiler__heat___PRT_2,megajoule,109733596.80857064,2.1942178520896953,2043712.1785889764,8296.652050635841,8193432.686119091
,,,,biofuel_boiler__heat___PRT_1,megajoule,698274599.8928764,13.962602496469769,13004880.413110377,52794.600372576635,52137778.192307785
,,,,methane_boiler__heat___PRT_2,megajoule,580068468.4443088,2.008544449359642,11024.197614287845,69984.10102505381,9582058.72381742
,,,,methane_boiler__heat___PRT_1,megajoule,422407906.9969536,1.4626291604779704,8027.859947289651,50962.66951409922,6977688.99821113
,,Storage,,,,,239663.55258610242,59787228428.14071,199098133051.89197,963206874545.4601
,,,Electricity_storage,,,,51208.46907265709,3239161261.169769,44528745491.73543,99370302711.85327
,,,,battery__electricity___PRT_1,kilogram,1838821735.295714,15918.111133292608,967778127.3346753,13879060440.441517,30712523419.882114
,,,,battery__electricity___PRT_2,kilogram,4056673214.9183583,35117.36555184252,2135040894.2458904,30618961944.68498,67755709386.11051
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6993768414.474371,150.113518925139,118310485.5539277,26659864.699507758,782767899.9344072
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1065923373.8389108,22.878868596823978,18031754.035275407,4063241.9094240624,119302005.92624652
,,,Thermal_storage,,nit,876.9829044268141,188455.08351344534,56548067166.97094,154569387560.15652,863836571833.6068
,,,,heat_storage_big__heat___PRT_1,unit,10808750.192597153,2539.7940385190086,1018502361.1945287,2339155391.338296,12092102469.833439
,,,,heat_storage_big__heat___PRT_2,unit,17711470.547846597,4161.765838550598,1668941766.3576202,3832994664.6246285,19814401566.544186
,,,,heat_storage_small__heat___PRT_2,unit,425230710.7763928,82901.15791231209,20251073692.90115,70039515756.72601,385373695978.7994
,,,,heat_storage_small__heat___PRT_1,unit,423226272.2081459,82510.38115280856,20155614823.91152,69709365784.93472,383557134088.82513
,,,,methane_storage__methane___PRT_2,unit,2862.020504786145,8204.445051281988,6754508052.619696,4341881548.689508,31628581092.598106
,,,,methane_storage__methane___PRT_1,unit,2838.6813268897645,8137.539519973107,6699426469.986417,4306474413.843353,31370656637.006527
,,Conversions,,,,,14202.824891432883,9172854371.605017,1728330965.518295,29826282758.312817
,,,Conversions,,,,14202.824891432883,9172854371.605017,1728330965.518295,29826282758.312817
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,148327576.0615801,2478.684347989345,693096569.2763511,3046226.3234182545,565194295.285179
