lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,156277.4900925033,45633876059.62525,114920942890.07187,538038189086.4808
,Energysystem,,,,,,156277.4900925033,45633876059.62525,114920942890.07187,538038189086.4808
,,Generation,,,,,3563.233331452193,2105531317.4400775,423796660.59129435,7006583033.168944
,,,Electricity_generation,,hour * terawatt,178.8580737823737,2168.2650554691236,1797187543.0760155,421530438.62112075,6562554955.80742
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,80642633919.38815,347.92150135390233,82298129.87997918,165203732.04877388,1176209061.4244506
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,16223374.3667449,0.10220323376688369,6180.734313219445,33890.82988825161,276017.677789864
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2241013845.318287,1.7395077746884007,397478.46690179576,933011.0298007649,9788938.36109293
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,339942979.5063556,0.2638687204142363,60294.145284718295,141529.93746174415,1484899.738392456
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393658686.604556,0.6879883548813032,43187.75454375279,132082.293663958,20494891.762449104
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2156477361.3334656,3.768826556090591,236584.16827920335,723551.8630576506,112271801.97582237
,,,,ccgt__electricity___PRT_1,kilowatt hour,302365.4724757,0.03391641312893256,189.59188229213174,1191.153033873385,161781.62919241178
,,,,ccgt__electricity___PRT_2,kilowatt hour,319369.3689549,0.03582374458677831,200.25382132448962,1258.1389978386972,170879.61928818037
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,1471969.4325872,0.6244777428106784,581643.6252296654,2361.2386348835457,2331863.61895529
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,1444039.1254811,0.6126284103778915,570607.0610650171,2316.4346337034676,2287617.0024392805
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,72828736873.40758,1702.633296513281,1657340568.427508,216365483.4639455,4885965447.436342
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,4018155.1533596,0.09955088236710166,79892.14329792002,19338.003874618815,293880.2292677849
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,3789737.3055652,0.09389176829925087,75350.55872075056,18238.707040855035,277174.1820657885
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16026908259.36488,69.14588118528073,16355921.280329645,32832571.66684575,233759660.4214881
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1719920787.2312016,40.20932567862686,39139694.21958882,5109679.3466956355,115386781.36555454
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,9601.231195690449,0.0002407168088819857,17.50189612255137,23.84489326551897,626.8777787486696
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223592851.0941741,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218845318.2901281,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,2162773.8604244,0.14635044418691687,803.2081013435505,5099.318097561856,698186.5363432218
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,2154284.336385,0.1457759756245984,800.0552725537564,5079.301780982663,695445.9487059609
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028180754.7769268,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006266476.4048028,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,1394.9682759830696,308343774.36406213,2266221.9701736053,444028077.36152476
,,,,biofuel_supply__biofuel___PRT_1,kilogram,204027557.61356112,896.4960304765063,198132851.0211122,1454418.0792990245,284913039.3395841
,,,,biofuel_supply__biofuel___PRT_2,kilogram,113403624.2342636,498.2949370025392,110127198.75736907,808401.978871828,158361799.9007855
