lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,239700.16426072794,70232218206.13063,171896730915.42007,958115583137.9266
,Energysystem,,,,,,239700.16426072794,70232218206.13063,171896730915.42007,958115583137.9266
,,Generation,,,,,23702.2767950377,6056793884.447933,343669861.5752918,11603119048.026463
,,,Electricity_generation,,hour * terawatt,136.82831938904192,1449.5372001875153,1132037053.8249485,307539451.8705169,4497293506.676814
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,67060879113.374725,289.32299113557883,68435360.54363455,137380149.24465582,978108277.7988985
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,114975539.1104966,0.724313710463,43798.826574683306,240185.07620015263,1956136.3372569075
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2683901679.4837847,2.083223008414361,475961.3882674872,1117396.32387364,11723357.302163536
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,385132346.5028552,0.29893664572367357,68299.12118916574,160343.23144963727,1682268.8182547353
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,394898980.0968051,0.6901382502760158,43303.375431075496,132497.24032015927,20559420.11863124
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2171382990.198752,3.79477925514713,238107.0027640261,728546.4597002327,113047582.75918475
,,,,ccgt__electricity___PRT_1,kilowatt hour,26155694.2545167,2.933888549392587,16397.574768664323,103038.83076649036,13994683.156069944
,,,,ccgt__electricity___PRT_2,kilowatt hour,10446576.5814582,1.1717942225470916,6549.186441511338,41153.678712987276,5589472.330835582
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,36896793.5890506,15.653319735363265,14579625.9856938,59186.62301224972,58451108.42684652
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,11701289.2428981,4.964225994136062,4623719.410772429,18770.189162930892,18536931.254468005
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,43382019634.71134,1014.2026210923199,987221814.6744081,128882266.09726968,2910411653.059279
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,5587760.8001674,0.12309681229790219,93412.96348022517,25851.741854081683,370155.9499358598
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,5146006.496140299,0.11336508819393654,86027.96982803188,23807.96822328586,340892.35234019055
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16229035387.72396,70.01746955439381,16561666.123581594,33246616.106844082,236706617.3792973
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1730783510.2563498,40.46296570389076,39386530.484359786,5141929.8318424765,116114753.06097487
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,83156699.0818607,2.084843668967273,151566.8042697594,206520.64918851043,5429377.877511271
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,224850266.0575211,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,220240661.97521895,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,4444471.20392,0.3007479474320932,1650.29630004758,10479.013334032456,1434763.3229748888
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,8785258.3284573,0.5944798129777374,3262.093183490135,20713.56410646944,2836055.371889645
,,,,waste_supply__waste___PRT_1,kilowatt hour,1029906504.1717983,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1007992225.79984,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,22252.739594850183,4924756830.622985,36130409.7047749,7105825541.349649
,,,,biofuel_supply__biofuel___PRT_1,kilogram,3222489000.83915,14159.598493407802,3129384062.8791237,22971533.68786611,4500021431.592354
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1839633916.388417,8083.34105223276,1786482764.8429542,13113842.264565049,2568943461.929846
,,,,biofuel_boiler__heat___PRT_2,megajoule,15464294.27003376,0.3092215242415518,288011.36096898944,1169.1945829236772,1154664.9574298686
,,,,biofuel_boiler__heat___PRT_1,megajoule,461794044.6530572,9.233958943087458,8600582.022360878,34914.434892944235,34480551.88292599
,,,,methane_boiler__heat___PRT_2,megajoule,9424051.74716832,0.032631670786616176,179.0599915141323,1136.9910584522918,155674.2956989923
,,,,methane_boiler__heat___PRT_1,megajoule,64759839.58429524,0.22423707150287833,1230.4575856814035,7813.131809420033,1069756.6913948357
,,Storage,,,,,207625.38983045705,58354451535.9364,170570014153.302,923116737756.8547
,,,Electricity_storage,,,,10934.872152784481,749685459.6546395,9449587486.640629,21566375278.452106
,,,,battery__electricity___PRT_1,kilogram,191419119.34766197,1657.0443709841377,100731771.19672732,1444792847.2741065,3197103105.0031323
