lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,310770.5456430656,80785349755.02885,238891095041.1865,1142539731743.0007
,Energysystem,,,,,,310770.5456430656,80785349755.02885,238891095041.1865,1142539731743.0007
,,Generation,,,,,12171.677680813777,4202989799.3341274,407254049.9636917,10738439250.845245
,,,Electricity_generation,,hour * terawatt,163.67136677978087,2399.5323731846156,2013689986.3108099,391125584.3890731,7460590320.523314
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,64820809414.34957,279.66259192523,66153495.45071055,132791332.3643731,945447735.3575788
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,134307.5526275,0.0008461092932566419,51.17273263911347,280.5702315056875,2285.0687720498076
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2245271400.6195893,1.7428723563194262,398288.6387628126,934784.6828776161,9807731.617391404
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,312852669.0810423,0.24284915774842641,55496.927585294776,130251.46224195525,1366594.2626530295
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,375375538.83793664,0.6560551396866886,41200.1790518775,125948.20246614153,19543088.63720189
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2092566882.0642848,3.657242190986666,229674.34356485648,702110.3136834253,108944818.78596172
,,,,ccgt__electricity___PRT_1,kilowatt hour,21185061.455497,2.376336128129,13285.775206296574,83457.4884688756,11335143.59456131
,,,,ccgt__electricity___PRT_2,kilowatt hour,21923793.9785875,2.4592000266021645,13749.054979769273,86367.68822152943,11730405.097172255
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,267469400.147905,113.47303741498153,105689704.50272848,429059.114598229,423719853.1574112
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,362764785.1651028,153.90179967174925,143345380.54438612,581926.521139016,574684959.9089346
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,71940299348.20822,1681.8782822718995,1637136849.3124459,213726321.49982625,4826412026.844933
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,284778289.56321263,7.974916915807696,6508232.966625424,1387245.78035804,23839876.19045828
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,275792511.51969194,7.723279638129963,6302874.818787786,1343473.1926381132,23087642.453411274
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15459974364.75914,66.70043989077992,15777824.309650538,31671165.676515147,225492367.0987778
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1322763355.0184743,30.924627497340627,30101968.59079559,3929777.1714152927,88743041.42700778
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,989962052.4662738,24.820003770149224,1804782.5575848827,2458599.0003552646,64636715.870919876
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,265384243.18050945,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,262233652.5825671,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,162626331.99999797,11.00459895577501,60405.751622790376,383435.2870749507,52499058.27353449
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,152707244.4975776,10.333394124006908,56721.4135885019,360048.37258869456,49296976.87663395
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028203205.5525808,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006288927.1804702,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,9772.145307629162,2189299813.0233173,16128465.574618619,3277848930.3219314
,,,,biofuel_supply__biofuel___PRT_1,kilogram,545168859.6509795,2395.469435777206,529418264.0307671,3886261.9289440257,761298689.9039023
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1667714621.6841297,7327.930297440919,1619532305.4785068,11888382.353347383,2328872851.430613
,,,,biofuel_boiler__heat___PRT_2,megajoule,1602987544.3864586,32.05313449906757,29854546.976798818,121197.85425263498,119689654.42742375
,,,,biofuel_boiler__heat___PRT_1,megajoule,561885974.9995625,11.23540029544847,10464742.096712697,42482.78456082253,41954123.97982733
,,,,methane_boiler__heat___PRT_2,megajoule,901459958.6029428,3.1213959860396234,17133.770547514298,108759.3849953134,14891078.913989572
,,,,methane_boiler__heat___PRT_1,megajoule,674534477.4707214,2.3356436304819645,12820.669984351938,81381.26851844006,11142531.666174918
,,Storage,,,,,283349.2557388455,66290013756.43848,236919225433.97943,1095558377081.0139
,,,Electricity_storage,,,,77312.83490849166,4830952146.317337,67284143616.656204,149727781477.5002
,,,,battery__electricity___PRT_1,kilogram,3867461954.722447,33479.52689044167,2035551934.942758,29190835650.076294,64595773793.894356
,,,,battery__electricity___PRT_2,kilogram,5042990000.456016,43655.74149284382,2654264816.219108,38063488151.06816,84229876112.21152
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6634057505.209936,152.02894570108884,120837332.9443459,25531136.0515966,772387202.6190104
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1114378384.976961,25.5375795050637,20298062.21112569,4288679.460149276,129744368.77531469
,,,Thermal_storage,,nit,963.4536262693788,206036.42083035383,61459061610.12114,169635081817.32324,945830595603.5137
,,,,heat_storage_big__heat___PRT_1,unit,15416445.315008711,3622.512049733006,1452702015.0917099,3336321625.207189,17246948281.440662
,,,,heat_storage_big__heat___PRT_2,unit,27549739.830368288,6473.558752383156,2596030518.191104,5962126215.6227045,30820914179.98546
,,,,heat_storage_small__heat___PRT_2,unit,490766335.301082,95678.26439944348,23372626833.89918,80833866452.13434,444768386947.8805
,,,,heat_storage_small__heat___PRT_1,unit,429715354.88140297,83775.95686986706,20465088774.728977,70778191391.01987,389439518328.7757
,,,,methane_storage__methane___PRT_2,unit,2869.787429841661,8226.772075750046,6772893697.251439,4353666064.119813,31714606309.809444
,,,,methane_storage__methane___PRT_1,unit,2881.154086941333,8259.35668317708,6799719770.958729,4370910069.219344,31840221555.621902
,,Conversions,,,,,13933.045626775984,10229544569.189215,1539257117.438122,33384365835.82216
,,,Conversions,,,,13933.045626775984,10229544569.189215,1539257117.438122,33384365835.82216
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,151459498.05832693,2531.021656824007,707731355.5124736,3110550.502744589,577128737.2407932
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,143697943.31753808,2401.3192387425056,671463602.6381056,2951150.080089988,547553726.4685373
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,40998929.86013218,5.994905907295627,1757144.485713016,126763.84378301233,58369520.63574188
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,24528538.87695694,3.586588311267112,1051251.5074914186,75839.34217453164,34920888.448246345
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,956941639.4059632,165.42497223145975,1484136684.670375,8265880.453096511,5344478547.453837
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,90898466.56524783,15.713472680307207,140975941.7532635,785163.720641256,507664087.91236764
,,,,electrolysis__hydrogen___PRT_2,kg,9137050.905784557,7.068362360267731,5794645.9171881145,1222677.7794579582,21112256.257462893
,,,,electrolysis__hydrogen___PRT_1,kg,11379254689.826588,8802.916429718873,7216633942.704604,1522719091.716134,26293138071.40517
,,Imports,,,terahour * watt,10.298059592736628,1316.5665966303416,62801630.06705432,25358439.80526413,2858549575.319457
