lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,342330.6230426006,89427688960.21059,266751879046.547,1308154443078.2927
,Energysystem,,,,,,342330.6230426006,89427688960.21059,266751879046.547,1308154443078.2927
,,Generation,,,,,10962.419679106413,3879238533.125944,408104237.7230245,9990300354.085384
,,,Electricity_generation,,hour * terawatt,164.88756393051852,2303.8810632543127,1943828607.865735,393826358.9285627,7107040565.668908
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,65777988570.517975,283.7913918791785,67129721.57462493,134752201.3373901,959405698.0807027
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,612835590.7998135,3.8607262756473117,233490.85584608122,1280221.555803348,10426570.905669829
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2260884242.107952,1.7549684232046125,401040.8818431327,941284.8603750146,9875848.179578016
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,318157579.1946181,0.24696377403700712,56435.527863311814,132460.0821802572,1389755.340318699
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,377145445.9469739,0.6591407636207508,41388.70932005523,126542.0546773316,19635207.43503018
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2102806764.1493647,3.6750958313260393,230766.29549210484,705546.0734235265,109477782.25439602
,,,,ccgt__electricity___PRT_1,kilowatt hour,17733761.3437909,1.9892017780627549,11120.806000992108,69861.26477416078,9488510.343023932
,,,,ccgt__electricity___PRT_2,kilowatt hour,20085486.294262897,2.2529955310286125,12595.56796142849,79125.76754534488,10746808.912816178
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,70190862.2992227,29.77823810839566,27735693.7359637,112596.17053347731,111194969.01916128
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,340186665.7775266,144.32305293016276,134423668.0667002,545708.0106737163,538916954.7541428
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,72763790280.95744,1701.1244976720918,1655872453.5511305,216172819.98186633,4881637838.972363
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,237335957.6929719,6.350304064137261,5203593.564504041,1156238.4190961304,18811974.05070864
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,234149866.1092034,6.265055076450507,5133738.4826503005,1140716.6190106045,18559434.688267834
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15558631343.668783,67.12588421459027,15878360.156237349,31873273.550842732,226930617.51406887
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1378188755.1967468,32.22029315445309,31363192.960840054,4094439.6729297293,92461076.45900537
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,2907.729173962417,7.290138500619951e-05,5.3008466164827395,7.221428442167126,189.85090606170039
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,256867941.45828328,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,253286927.5230688,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,141239437.1883556,9.557386940274792,52459.16696154794,333009.93543449737,45594924.74374493
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,131610170.3456084,8.905793936266258,48882.66094866978,310306.3505779659,42486404.16500384
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028179826.294737,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006265547.922651,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,8658.538615852101,1935409925.2602088,14277878.79446176,2883259788.416476
,,,,biofuel_supply__biofuel___PRT_1,kilogram,235402037.3867432,1034.355409493812,228600948.10714605,1678074.5438079033,328725980.09983647
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1726711473.7560854,7587.16183314507,1676824399.4837236,12308944.279144183,2411257471.7553635
,,,,biofuel_boiler__heat___PRT_2,megajoule,1509626979.8211756,30.186297719189888,28115762.227869924,114139.1005449286,112718698.39117458
,,,,biofuel_boiler__heat___PRT_1,megajoule,98911290.32294904,1.9778168364688236,1842154.6233234308,7478.43398558132,7385368.73706127
,,,,methane_boiler__heat___PRT_2,megajoule,815755347.633654,2.8246340737419695,15504.02388205367,98419.29115910384,13475333.808840508
,,,,methane_boiler__heat___PRT_1,megajoule,587022718.9249339,2.0326245838188957,11156.794263487538,70823.14582005882,9696935.624199225
,,Storage,,,,,316289.3958443814,75489486972.26369,264734546306.90216,1263065240666.8604
,,,Electricity_storage,,,,72090.24511122702,4508680115.020769,62736810866.521545,139641115818.60867
,,,,battery__electricity___PRT_1,kilogram,3964023063.3012886,34315.355943739254,2086320228.011072,29919659767.41713,66208311734.96684
,,,,battery__electricity___PRT_2,kilogram,4343937943.302799,37604.16484371869,2286274663.757567,32787181920.455574,72553764925.5161
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6677816257.429091,146.4142887838527,116707571.21673395,25701762.235375997,753869690.6728431
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1108757541.2999556,24.310034985234353,19377652.03539659,4267416.413466983,125169467.45289287
,,,Thermal_storage,,kilonit,1.1581683706943247,244199.15073315438,70980806857.24292,201997735440.3806,1123424124848.2517
,,,,heat_storage_big__heat___PRT_1,unit,16299703.130115643,3830.0419583169696,1535920480.1075003,3527470243.9935155,18235026285.880936
,,,,heat_storage_big__heat___PRT_2,unit,32694101.152943723,7682.334960926477,3080764037.8128448,7075433708.937953,36575990934.93048
,,,,heat_storage_small__heat___PRT_2,unit,581413784.5966249,113350.1524965801,27689351247.424683,95764360574.6852,526918122362.3715
,,,,heat_storage_small__heat___PRT_1,unit,527755044.2955535,102889.05481337263,25133898285.688076,86926257506.08504,478288792556.09296
,,,,methane_storage__methane___PRT_2,unit,2861.99928377726,8204.403827267106,6754481801.784642,4341850921.817149,31628387701.458477
,,,,methane_storage__methane___PRT_1,unit,2875.519802947612,8243.162676691089,6786391004.425165,4362362484.861746,31777805007.517357
,,Conversions,,,,,13739.972426449072,9995205998.312988,1583438155.3349683,32192216099.287735
,,,Conversions,,,,13739.972426449072,9995205998.312988,1583438155.3349683,32192216099.287735
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,145003831.53340584,2423.1416927730056,677565617.067159,2977969.36704939,552529431.0962224
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,148421158.16928208,2480.2482296258063,693533905.6383648,3048151.609416655,565550973.507658
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,48376644.37526977,7.073675912950397,2073335.5558288046,149574.86715077262,68873029.66808671
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,1805019.9927975151,0.26393162672464976,77359.89502839158,5580.908496473309,2569777.154262088
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,957238081.2767664,165.4755128007963,1484595916.4531696,8268441.299087423,5346131647.676609
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,2993357.748163728,0.5174547670667303,4642446.614575395,25856.057452344754,16717768.445790892
,,,,electrolysis__hydrogen___PRT_2,kg,19430888.077588715,14.358356118843542,11821668.99528974,2600377.2789938287,42495128.43653479
,,,,electrolysis__hydrogen___PRT_1,kg,11704381867.76215,8648.89357282388,7120895748.093573,1566362203.9473214,25597348343.30257
,,Imports,,,terahour * watt,10.473436077340361,1338.8350926636926,63757456.50796491,25790346.58685024,2906685958.059163
,,,Imports,,hour * terawatt,10.473436077340361,1338.8350926636926,63757456.50796491,25790346.58685024,2906685958.059163
,,,,el_import__electricity___ESP,kilowatt hour,10473436077.34036,1338.8350926636926,63757456.50796491,25790346.58685024,2906685958.059163
