lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,260915.04286416626,82280689005.36996,195126514384.68225,1120819796831.8196
,Energysystem,,,,,,260915.04286416626,82280689005.36996,195126514384.68225,1120819796831.8196
,,Generation,,,,,12235.87887605063,4120084155.630847,400346153.4328786,10363714864.956646
,,,Electricity_generation,,hour * terawatt,161.71818183325612,2273.0700067451694,1892579864.8555257,383951104.4311109,7049175227.516714
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,65647697459.69883,283.2294853210965,66996732.98272909,134485271.2608807,957506367.2516499
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,674337163.2859576,4.2481748614914645,256922.7742781818,1408698.950049063,11472949.08120749
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2242088052.372765,1.740384202696022,397706.2285139316,933458.892747374,9793771.968876835
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,314475579.7919852,0.24410652856690168,55782.33034719316,130927.0731821079,1373675.8085938778
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,378542219.3179356,0.6615839149577956,41541.81276749424,127010.55454873403,19707936.621815685
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2105604114.5747533,3.6799958958281347,231072.27288166553,706483.8018382763,109623472.15986642
,,,,ccgt__electricity___PRT_1,kilowatt hour,22731076.0501474,2.549752442249458,14254.589087018865,89547.91682725334,12162342.029323395
,,,,ccgt__electricity___PRT_2,kilowatt hour,32232099.5936937,3.615485447255547,20212.652889294754,126976.71540462016,17245898.02636429
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,192440236.7896124,81.64213313425397,76042140.62796378,308701.04837041325,304860034.07980454
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,314389004.2831438,133.37849387335459,124229803.8822676,504323.92330399767,498048870.43897593
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,68850943369.35843,1609.648605967719,1566828368.7962468,204548090.22929105,4619136436.379359
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,214160232.3551961,5.799259739541013,4689194.931084872,1038016.6075780474,17300212.405733816
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,210460413.8797723,5.6990721001827715,4608184.695054452,1020083.8991791921,17001335.044662137
,,,,existing_wind__electricity___PRT_1,kilowatt hour,15526465181.848389,66.98715891924975,15845528.217560103,31807374.249739386,226461701.6003054
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1347934423.8685577,31.51301434864348,30674697.986140087,4004555.3287307993,90431484.39871255
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,852475852.9129494,21.372941232235906,1554078.2998881347,2117146.685733676,55659781.06512751
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,254281574.09244916,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,250348163.531832,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,129804462.205705,8.78360617037992,48211.90929217885,306048.84343790956,41903489.34309896
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,122314161.7755168,8.276752645467395,45429.86653377351,288388.4502681939,39485469.81323634
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028185635.0203184,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006271356.6481478,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,9962.808869305461,2227504290.7753215,16395049.001767725,3314539637.439932
,,,,biofuel_supply__biofuel___PRT_1,kilogram,488682456.5513162,2147.268367932105,474563744.56147647,3483593.9604224726,682418259.0633423
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1769122540.4252524,7773.515949133499,1718010143.5621765,12611266.31283566,2470482637.4803443
,,,,biofuel_boiler__heat___PRT_2,megajoule,1475161448.2607136,29.49713233093337,27473865.203790717,111533.03761745767,110145287.57830593
,,,,biofuel_boiler__heat___PRT_1,megajoule,399025293.5494836,7.97885675571003,7431571.060131449,30169.24224011726,29793861.384355426
,,,,methane_boiler__heat___PRT_2,megajoule,769713082.6768582,2.665208407304765,14628.932800965551,92864.36204293264,12714770.11709578
,,,,methane_boiler__heat___PRT_1,megajoule,543913482.8162711,1.8833547459115154,10337.454945760857,65622.08660908352,8984821.81648771
,,Storage,,,,,234047.86026904066,68475902752.2289,193213112730.21643,1076167223249.8958
,,,Electricity_storage,,,,175.3678620893913,137379612.99661595,30859067.50053861,899363144.3953199
,,,,battery__electricity___PRT_1,kilogram,48409.62524681744,0.41906780340380634,25478.63496104942,365386.23090609687,808553.2862261609
,,,,battery__electricity___PRT_2,kilogram,48427.57865139173,0.41922322070901175,25488.084191397716,365521.73963376204,808853.1497998183
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,6776040729.003009,150.3038238757948,118266609.71430576,25946190.986760937,773133265.955281
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1092152184.912346,24.225747189483705,19062036.563157734,4181968.543237811,124612472.00401288
,,,Thermal_storage,,kilonit,1.1057605280789529,233872.49240695126,68338523139.232285,193182253662.71588,1075267860105.5005
,,,,heat_storage_big__heat___PRT_1,unit,14994730.057073776,3523.4080528913623,1412952564.0734746,3245056615.6902742,16775126337.516945
,,,,heat_storage_big__heat___PRT_2,unit,29892537.27412072,7024.041523189313,2816772116.631319,6469137855.165364,33441821720.263897
,,,,heat_storage_small__heat___PRT_2,unit,571897956.986232,111495.09952222394,27236157368.979134,94197004695.4663,518294752961.97003
,,,,heat_storage_small__heat___PRT_1,unit,488969547.1715699,95327.68504870238,23286761977.05194,80537910946.31808,443139108218.8787
,,,,methane_storage__methane___PRT_2,unit,2866.795883668895,8218.164991867547,6765801050.360889,4349126856.571359,31681446992.59257
