lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,283424.8604951077,65910039469.73186,214718963939.1185,928199073222.7943
,Energysystem,,,,,,283424.8604951077,65910039469.73186,214718963939.1185,928199073222.7943
,,Generation,,,,,15291.449038401926,4491205332.659747,344665109.57064617,9938714280.130772
,,,Electricity_generation,,hour * terawatt,138.78675798444874,1768.0570707849247,1467801408.9248502,322553220.2899875,5463480228.063463
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,57219462775.47906,246.86622576296685,58394832.95548348,117219229.0606725,834574530.6407962
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,211779705.04390705,1.3341627552258024,80686.22307882534,442410.3525697515,3603143.186971685
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2663209576.1416984,2.0672504735092434,472388.2578439943,1108784.9599238632,11633234.454317505
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,346920020.5387366,0.26928807373246694,61535.12879327197,144434.6342492387,1515390.2914303835
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,389885707.7282281,0.6814025885615999,42781.62031826571,130816.17581396458,20298492.451516084
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2146145181.2476983,3.7508142845779533,235493.54488483522,720084.1163997409,111734056.66792896
,,,,ccgt__electricity___PRT_1,kilowatt hour,8078247.905885099,0.9061395043073168,5065.6290513917975,31823.8288707074,4322294.168916329
,,,,ccgt__electricity___PRT_2,kilowatt hour,4968757.5063639,0.5573470282188152,3115.7598916351594,19574.156456132736,2658550.6963715255
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,161032774.99969122,68.317601411548,63631567.56376155,258317.83025996457,255104899.0898674
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,88133347.2484209,37.39026970374875,34825600.19267297,141377.52413374025,139619084.72544074
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,55246357839.07476,1291.5867381820287,1257228397.836965,164130225.38211843,3706409520.933806
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,46523285.5071593,1.2123147721267076,981864.7358972828,222518.69181887174,3634210.0288980426
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,47426366.5122607,1.2358474701196231,1000924.0808097783,226838.08571620297,3704755.0463975146
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16032588024.311312,69.17059865372485,16361920.444749234,32844202.25073724,233843328.41502142
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1504873719.8191917,35.181956153903684,34246057.997499645,4470797.215745893,100960108.52314296
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,111461668.5567638,2.794515625257124,203190.56082538408,276817.5635623339,7277525.588269607
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,228678599.9870136,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,224210413.7775632,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,24651546.5713903,1.6681199289170263,9155.669383435541,58122.602463224604,7958013.371266877
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,45316547.1384955,3.0664784124499884,16830.722940107134,106845.8584756594,14629089.7831043
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028484078.8626229,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006569800.4904976,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,13523.391967617,3023403923.734897,22111889.280658662,4475234052.067309
,,,,biofuel_supply__biofuel___PRT_1,kilogram,1231700948.070692,5412.087843374648,1196115242.6823351,8780220.202444153,1720002301.2646675
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1834316799.383392,8059.97889866801,1781320609.2594144,13075986.890986951,2561522032.930559
,,,,biofuel_boiler__heat___PRT_2,megajoule,271829342.4446855,5.435461819455609,5062632.904435925,20552.194265188977,20296568.20206072
,,,,biofuel_boiler__heat___PRT_1,megajoule,2195762421.478385,43.90616075221153,40894551.65306458,166014.95424223534,163950077.4355588
,,,,methane_boiler__heat___PRT_2,megajoule,137804385.4664958,0.4771612987744751,2618.955193837781,16625.817552679662,2276368.724884386
,,,,methane_boiler__heat___PRT_1,megajoule,435061002.9771781,1.5064417039007445,8268.280452823035,52489.22116745132,7186703.5095794415
,,Storage,,,,,254788.47983154224,53111034729.29336,213148956855.15753,887137647361.6996
,,,Electricity_storage,,,,104835.42041900543,6448628591.4971,91334706282.2975,202611772401.9797
,,,,battery__electricity___PRT_1,kilogram,209370785.82293615,1812.4577840444285,110192199.48897402,1580288884.7838242,3496970612.2900133
,,,,battery__electricity___PRT_2,kilogram,11889050754.281853,102919.81519671268,6257227583.405095,89736181119.15086,198574318438.75308
