lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,34439.2939395227,26175852599.338387,12555136322.82385,117116069680.17479
,Energysystem,,,,,,34439.2939395227,26175852599.338387,12555136322.82385,117116069680.17479
,,Generation,,,,,2574.438412800361,2202105734.6773505,468681270.6389102,7718884402.016393
,,,Electricity_generation,,hour * terawatt,193.96950131662527,2573.8467457669362,2201970964.7193985,468679968.0621835,7718623540.527302
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,77431744673.63977,334.0703211780153,79023326.75247574,158626023.40616325,1129381557.305862
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,3596365.8129531,0.022656303939335928,1370.2372921602037,7512.857311700338,61187.305244218885
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2444529835.850168,1.897524098611845,433625.55341036024,1017743.953051858,10678033.192373138
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,361048259.69832,0.28025748080708746,64044.93374421471,150317.11934539862,1577107.075815466
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393903110.9730876,0.6884296633016705,43230.666971092134,132165.01566288198,20507655.390494317
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157510863.92221,3.770710198131616,236785.72475407206,723902.5262375724,112325818.37010609
,,,,ccgt__electricity___PRT_1,kilowatt hour,64885.506514426495,0.007278228835723769,40.69057392118611,255.61331656796435,34717.214269913304
,,,,ccgt__electricity___PRT_2,kilowatt hour,65003.52909243517,0.00729146746734867,40.764586618720024,256.0782605508613,34780.36265682502
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,141239.4539591,0.05992036867849331,55810.32433412464,226.56914692660456,223748.7326108907
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,137373.8857696,0.058280414228273826,54282.85726782788,220.36819908619293,217624.97640127555
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,90755346094.96252,2121.7453728944265,2065305787.9554312,269623964.08392775,6088669209.970497
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,577674.6729329,0.015579028716813385,12928.830218335264,2843.9362022131377,45679.9647293732
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,532540.9222673001,0.014361838436423423,11918.700079166489,2621.7393258526954,42110.98683571818
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16173166931.41477,69.77726117376244,16505600.628980456,33132214.27482144,235893902.84933847
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1767194262.198631,41.31476998503552,40215774.570455186,5250136.138320414,118558980.32745823
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,3414429.4921843,0.08560521536341686,6224.677040815161,8479.845081186304,222934.2443317247
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223160920.0238761,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218408190.7077284,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,233802.5598932,0.015820947174801075,86.84113038412508,551.2526198315568,75476.15744134133
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,226182.0403674,0.015305282003746997,84.01065298710178,533.2851890031485,73016.1008362987
