lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,34386.96326345545,26100192372.007343,12537905230.593628,116963240839.02924
,Energysystem,,,,,,34386.96326345545,26100192372.007343,12537905230.593628,116963240839.02924
,,Generation,,,,,2563.482536756307,2189858523.735365,467875716.16904396,7687521071.211203
,,,Electricity_generation,,hour * terawatt,193.84357710479,2562.5422750588605,2189645513.651507,467873927.29212815,7687157092.967484
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,77845045298.30841,335.85338039429604,79445033.70829311,159472703.6280545,1135409542.2886865
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,3272891.7841473,0.020618485870582404,1246.9875218352392,6837.1154594279415,55683.82152165262
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2454539587.160006,1.9052920198607506,435398.9036175781,1021911.2655219809,10721751.701367456
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,369217541.6628909,0.2865984478045199,65493.71346823899,153718.2644113203,1612790.7760480654
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393934366.7511931,0.6884836607085539,43233.38399047839,132175.47101344587,20509280.924334534
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157732088.049248,3.7710933908212994,236806.0964677079,723976.5787236831,112337326.43949386
,,,,ccgt__electricity___PRT_1,kilowatt hour,57871.455444544576,0.006491460204754464,36.291748703779646,227.9817918012972,30964.321505806245
,,,,ccgt__electricity___PRT_2,kilowatt hour,58010.51260665176,0.006507058292201499,36.37895398411342,228.52960066283882,31038.724518438845
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,147887.5775248,0.0627408112324985,58437.30737445343,237.23363946364515,234280.5528443758
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,158312.4592675,0.06716353252177798,62556.666343270605,253.9566981386108,250795.44272823102
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,90194253561.04912,2108.6271545444024,2052536426.3389173,267956991.52556843,6051024571.184508
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,491095.1930041,0.013196199070376401,10936.764230653665,2415.2760299918414,38702.11695167604
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,451225.9710817,0.01212487482515107,10048.870635517527,2219.1935264852077,35560.11250324619
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16177095314.702091,69.79419339394207,16509591.253193231,33140261.10183149,235951155.48039538
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1767580523.0837414,41.3237888408851,40224551.67158238,5251283.097814617,118584862.72062977
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,3032760.7119468,0.07603614769101744,5528.85279854123,7531.957414363654,198014.34775122392
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223162176.6693064,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218410013.6812087,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,206160.411615,0.013950458401934018,76.57356698776779,486.07877632989016,66552.71623241458
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,198932.1718985,0.01346133802980988,73.88880309346632,469.03625190685057,64219.29546358662
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028222881.900094,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006308603.5241544,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,0.9402616974465807,213010.0838579073,1788.87691579535,363978.2437184904
,,,,biofuel_supply__biofuel___PRT_1,kilogram,105239.4150991008,0.4624214810490453,102198.90939970476,750.2049531729944,146961.03899884064
,,,,biofuel_supply__biofuel___PRT_2,kilogram,104912.7406786812,0.4609860752296659,101881.67305298895,747.8762378573089,146504.85620207537
,,,,biofuel_boiler__heat___PRT_2,megajoule,245036.02000899136,0.0048997074073617196,4563.627507171731,18.52662286520034,18296.00334005906
,,,,biofuel_boiler__heat___PRT_1,megajoule,232263.5427608784,0.004644310664545952,4325.748894433744,17.56092456082725,17342.326054640645
,,,,methane_boiler__heat___PRT_2,megajoule,1191367.27826604,0.004125227905866553,22.6432275960695,143.73619541033864,19680.007434072366
,,,,methane_boiler__heat___PRT_1,megajoule,919798.85749932,0.0031848951900953658,17.48177601202959,110.97198192868044,15194.01168880234
,,Storage,,,,,17877.840678629967,13858599750.49609,9854812861.727083,69928383205.55145
,,,Electricity_storage,,,,343.6763762599742,169124704.6806756,161376772.62553662,1295760379.3855736
,,,,battery__electricity___PRT_1,kilogram,8230450.341724416,71.24854820079602,4331841.950579103,62121812.21983175,137467414.610011
,,,,battery__electricity___PRT_2,kilogram,8500670.460060064,73.58776299037159,4474063.960349147,64161380.25860972,141980710.9215947
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,7861461088.991492,173.08048391563776,139549618.73711398,30547233.185109064,884649764.3496337
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1170021832.178119,25.75958115316881,20769180.03263337,4546346.961986067,131662489.50433415
,,,Thermal_storage,,nit,6.638325082665074,17534.164302369994,13689475045.815414,9693436089.101547,68632622826.16588
,,,,heat_storage_big__heat___PRT_1,unit,75273.81679305284,17.687560392312477,7093068.980139683,16290247.135905689,84211325.3050459
,,,,heat_storage_big__heat___PRT_2,unit,122356.72938492292,28.750927381647706,11529702.581503883,26479610.644554745,136884547.38105822
,,,,heat_storage_small__heat___PRT_2,unit,3656751.837402005,712.9062668074295,174150577.33864588,602301790.1233667,3314005028.8289146
,,,,heat_storage_small__heat___PRT_1,unit,2778279.9697230896,541.6427718934094,132313889.94145194,457609122.41919154,2517872199.280389
,,,,methane_storage__methane___PRT_2,unit,2822.1386937488487,8090.140526330084,6660420010.813394,4281381193.3374095,31187867128.941246
,,,,methane_storage__methane___PRT_1,unit,2840.5906682544187,8143.03624956511,6703967796.16028,4309374125.441118,31391782596.429226
,,Conversions,,,,,11958.029119014229,9957019167.740112,2176920726.3525085,35032249799.9551
,,,Conversions,,,,11958.029119014229,9957019167.740112,2176920726.3525085,35032249799.9551
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,41251.28569657621,0.6893453057755715,192756.65725635222,847.1858974962176,157185.83324764157
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,39621.366528422695,0.6621079213307536,185140.46384398296,813.7119218383334,150975.1128240351
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,1026.7930762029316,0.00015013860938483965,44.0065370757887,3.174728400038869,1461.828290820534
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,1007.5631768473986,0.00014732679616291108,43.182377562309206,3.115271719760507,1434.4510017064692
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,7385.153855719563,0.0012766548077547562,11453.755249161206,63.791762984256245,41245.75027176761
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,6881.973093131478,0.0011896710898395579,10673.364018518025,59.44536905093717,38435.50847034246
,,,,electrolysis__hydrogen___PRT_2,kg,14569624775.455366,10812.431574347624,9003779323.106297,1968589698.2709415,31679340797.42253
,,,,electrolysis__hydrogen___PRT_1,kg,1541854468.2595148,1144.2433276481952,952839733.2045318,208329237.6566153,3352518264.048464
,,Imports,,,terahour * watt,15.548515611673501,1987.6109290549516,94714930.035778,38295926.34499247,4315086762.311486
,,,Imports,,hour * terawatt,15.548515611673501,1987.6109290549516,94714930.035778,38295926.34499247,4315086762.311486
,,,,el_import__electricity___ESP,kilowatt hour,15548515611.6735,1987.6109290549516,94714930.035778,38295926.34499247,4315086762.311486
