lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,ozone depletion potential (ODPinfinite) (kg CFC-11-Eq),agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq)
root,,,,,,,184406.94893694448,60133334238.7742,128442580748.68127,746902567299.7974
,Energysystem,,,,,,184406.94893694448,60133334238.7742,128442580748.68127,746902567299.7974
,,Generation,,,,,14528.317745726454,4238295256.849696,336606658.6301334,9295539397.696615
,,,Electricity_generation,,hour * terawatt,135.37547042741372,1708.3316139212552,1401567273.697997,315784445.8087931,5202673037.291416
,,,,wind_onshore__electricity___PRT_1,kilowatt hour,44968526825.749664,194.01116582258115,45892204.22803817,92122093.68561663,655888261.167296
,,,,wind_offshore__electricity___PRT_1,kilowatt hour,9282704498.485664,58.47889055953041,3536620.1300727343,19391684.09819182,157932518.31397745
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2671886450.173967,2.073989145914453,473925.3910580097,1112397.9879711152,11671125.186544802
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,349042831.64653087,0.27093630577923566,61911.411085213535,145318.50468614293,1524661.5675874446
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,392497319.7065146,0.6859679074019959,43067.625807215976,131692.59547552638,20434456.76581473
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2156511035.658956,3.76893621467904,236627.8818662564,723562.9931660339,112273713.24748734
,,,,ccgt__electricity___PRT_1,kilowatt hour,14134202.6260794,1.5854378471604615,8863.096372683522,55680.95295341717,7562553.215538796
,,,,ccgt__electricity___PRT_2,kilowatt hour,16206793.4137971,1.8179209919587502,10162.74968714508,63845.81615601296,8671499.969567416
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,72909443.748736,30.931582359351804,28809924.37869331,116956.59504856731,115501677.08629571
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,34710128.6469324,14.725653464677631,13715591.97371775,55679.73435916419,54987088.97598886
,,,,open_field_pv__electricity___PRT_1,kilowatt hour,55158163249.36793,1289.5254402122036,1255221053.1277125,163868301.1497175,3700490839.113267
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,14384827.6514843,0.3771037259796985,302327.38129610947,69160.55862500437,1116541.5730251686
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,14246166.9939029,0.3734686841360004,299413.1356700845,68493.8944860963,1105778.8171954942
,,,,existing_wind__electricity___PRT_1,kilowatt hour,16075571661.815588,69.35607233692203,16405772.43895087,32932262.256163903,234470183.68081734
,,,,existing_pv__electricity___PRT_1,kilowatt hour,1602363153.7935138,37.461146810373194,36464592.84379042,4760429.1435270235,107500500.78240228
,,,,roof_mounted_pv__electricity___PRT_1,kilowatt hour,41157856.0937768,1.0318912546496557,75029.02583149429,102216.5321500524,2687266.3916584877
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,226138368.7250905,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,221584742.3744641,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,8831704.5981707,0.5976234837830201,3280.109950277541,20823.105953327286,2851051.1862900904
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,18596492.171506494,1.2583867941728073,6906.76839658722,43846.20454583659,6003320.250661553
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028608476.1717868,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006694197.7996472,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,12819.986131805199,2836727983.151699,20822212.821340274,4092866360.405199
,,,,biofuel_supply__biofuel___PRT_1,kilogram,1080821969.856897,4749.126391336615,1049595370.6758325,7704678.992475106,1509308057.6871052
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1835583032.4587152,8065.54276838329,1782550231.8943849,13085020.841539282,2563290105.588352
,,,,biofuel_boiler__heat___PRT_2,megajoule,46808079.7489956,0.9359679111070022,871767.9856858307,3539.0240256619218,3494999.2452113624
,,,,biofuel_boiler__heat___PRT_1,megajoule,199117221.18257987,3.9815205104562654,3708419.9940168303,15054.679309242696,14867401.98430473
,,,,methane_boiler__heat___PRT_2,megajoule,27321547.67455824,0.0946035624672251,519.2400936772266,3296.289614315907,451320.2863244631
,,,,methane_boiler__heat___PRT_1,megajoule,88049498.39331408,0.30488010126184734,1673.3616857516424,10622.99437666465,1454475.6139009881
,,Storage,,,,,156128.47821808115,47620319346.04395,126875510820.41803,705904723329.6738
,,,Electricity_storage,,,,2741.167479346054,252356990.28835392,2307132179.8041267,5677776577.873398
,,,,battery__electricity___PRT_1,kilogram,144539739.53875706,1251.235913458874,76071322.7022469,1090957146.0830235,2414142913.8732414
,,,,battery__electricity___PRT_2,kilogram,158338174.51983067,1370.684706250231,83333443.75335206,1195104983.1817138,2644608211.1053524
,,,,pumped_hydro__electricity___PRT_1,kilowatt hour,4458400102.227392,95.8355261617203,74703227.46670716,16933438.631797317,497494275.03823566
,,,,pumped_hydro__electricity___PRT_2,kilowatt hour,1089127338.678375,23.41133347522814,18248996.366047807,4136611.9075925215,121531177.85656857
,,,Thermal_storage,,nit,700.2864939699866,153387.3107387351,47367962355.7556,124568378640.6139,700226946751.8004
,,,,heat_storage_big__heat___PRT_1,unit,3992214.209606663,938.0735955550758,376183449.5889794,863967494.1883669,4466219357.275061
,,,,heat_storage_big__heat___PRT_2,unit,5873741.312167103,1380.1868694456825,553478383.7798622,1271154626.61443,6571144675.819393
,,,,heat_storage_small__heat___PRT_2,unit,358848262.5270162,69959.52908456184,17089648175.564564,59105695414.23336,325213200959.0189
,,,,heat_storage_small__heat___PRT_1,unit,331566531.0093955,64640.79888893745,15790393806.008139,54612136765.65515,300488602399.04266
,,,,methane_storage__methane___PRT_2,unit,2874.60342007106,8240.517363308534,6784197525.207855,4360970103.961629,31767622201.73076
,,,,methane_storage__methane___PRT_1,unit,2870.308381149261,8228.204936926546,6774061015.606197,4354454235.960967,31720157158.913647
,,Conversions,,,,,11280.890344733929,8157328604.867701,1182909252.3172495,26341502950.13787
,,,Conversions,,,,11280.890344733929,8157328604.867701,1182909252.3172495,26341502950.13787
,,,,biofuel_to_diesel__diesel___PRT_1,kilogram,143890729.83540004,2404.5407452203913,672364315.0863785,2955104.8989723963,548287900.0724072
,,,,biofuel_to_diesel__diesel___PRT_2,kilogram,135376856.50689337,2262.2664281637003,632581178.0932726,2780254.2408408113,515846242.8899511
,,,,biofuel_to_methane__methane___PRT_2,cubic meter,82028104.46746188,11.99421712211218,3515567.6387588982,253620.59387300487,116782041.93088767
,,,,biofuel_to_methane__methane___PRT_1,cubic meter,104408597.85716294,15.266711333197724,4474752.773808002,322818.26778664504,148644776.4709353
,,,,biofuel_to_methanol__methanol___PRT_2,kilogram,969364115.7293804,167.57140235833054,1503401858.6335452,8373147.148263781,5413854064.335366
,,,,biofuel_to_methanol__methanol___PRT_1,kilogram,120214567.83890224,20.7811733380709,186442639.86216298,1038386.1434610644,671392840.0342772
,,,,electrolysis__hydrogen___PRT_2,kg,8749747986.045496,6334.0384832020245,5102643123.722116,1155432615.1952288,18736107422.533497
,,,,electrolysis__hydrogen___PRT_1,kg,89004293.84894681,64.43118399610046,51905169.057656825,11753305.828823142,190587661.87054646
,,Imports,,,terahour * watt,19.317497990987285,2469.2626284029275,117391031.0128533,47554017.31587963,5360801622.289049
,,,Imports,,hour * terawatt,19.317497990987285,2469.2626284029275,117391031.0128533,47554017.31587963,5360801622.289049
,,,,el_import__electricity___ESP,kilowatt hour,19317497990.98728,2469.2626284029275,117391031.0128533,47554017.31587963,5360801622.289049
