lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,82495048909.31146,249493034969.1891,1188378483907.7249,19786570264.883232,542274191.32922
,Energysystem,,,,,,82495048909.31146,249493034969.1891,1188378483907.7249,19786570264.883232,542274191.32922
,,Generation,,,,,4266826402.30329,403171532.75297755,10451247455.42842,371355563.11240333,3090128.6204985026
,,,Electricity_generation,,hour * terawatt,161.12482056156853,1852483326.958641,385468249.252815,6773053391.340056,349441200.16428834,2884422.8568957206
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,497053.5130116,507.2615346414805,1018.2587106764037,7249.774271594,64.86719259364865,3.118918432583117
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,531543.5902690999,542.4599376418349,1088.9147279466365,7752.829311293925,69.36826627166373,3.33533725845368
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,12639344470.320349,12898919.56669133,25892830.987796027,184351165.32308713,1649477.9144650686,79309.5379320713
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,1166975.6663225,1190.9419222484007,2390.654338580155,17020.924185988682,152.29433716554593,7.322555460949825
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,874989427.9413071,892959.1456608872,1792494.336000649,12762158.754848136,114189.1290468557,5490.396071535842
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,636915477.1135541,649995.8530605983,1304778.4907826276,9289731.021627026,83119.65983301174,3996.5262685257308
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,983114112.6540636,1003304.3950197826,2013997.4522079478,14339211.399803115,128299.77219461034,6168.858376630742
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,943082.45177,962.4505988551595,1931.9890037635198,13755.32958921688,123.07550279842665,5.917667143131109
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,12689.112909141682,12.949710092512374,25.99478609959419,185.0770629163025,1.6559728668830909,0.07962182563993744
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,6584814.6029988,6720.047403884395,13489.583419658318,96042.81680572289,859.3409479468037,41.31848805631013
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,1315617139.90361,1342636.0617976373,2695159.731473884,19188934.47628114,171692.56058241328,8255.253087668581
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,319871.4080698,326.44062877405497,655.2852741986623,4665.484588179108,41.744318648582954,2.00713364772446
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,902889938.223195,921432.6496759156,1849651.0341726444,13169101.661843497,117830.24157483448,5665.46658902208
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,433839640.34501535,442749.43539431854,888759.4217817461,6327768.299028364,56617.56484611246,2722.2631278270346
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,3793332222.063039,3871236.150273109,7770981.346105517,55327649.090904206,495042.89856146456,23802.45482355074
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,1458248271.2137096,1488196.4138339083,2987352.398979284,21269280.91591521,190306.41366321954,9150.236933295044
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,619911824.2253474,632642.9952594307,1269944.9824997638,9041724.233652234,80900.62466355792,3889.831506251102
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,39329594358.32895,40137308.84400847,80570202.1897698,573641818.8894677,5132647.300687672,246785.89644508163
,,,,wind_offshore__electricity___PRT_15_1,kilowatt hour,6604.667378973061,2.5162884142719673,13.797226202704806,112.36941486856328,1.2417730505034228,0.04567979907090397
