lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,96198733548.00188,294114679135.9634,1436671256010.6743,21837071941.58984,639787114.4707538
,Energysystem,,,,,,96198733548.00188,294114679135.9634,1436671256010.6743,21837071941.58984,639787114.4707538
,,Generation,,,,,4554060449.124081,401393522.59060794,10897275752.682491,376435592.3859555,3077858.5045859828
,,,Electricity_generation,,hour * terawatt,159.328784043845,1872667883.7554626,381751513.06807613,6780857192.655498,352163713.061309,2849789.3868098403
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,563546.5396452,575.1227899413865,1154.4756733478562,8219.613725685364,73.54483891420699,3.53614961833381
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,317001.1451122,323.5129135111497,649.4053014440416,4623.623392422171,41.3697831728227,1.989123168104269
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,10246087061.914968,10456559.960983662,20990029.088435616,149444405.95855296,1337151.0060798018,64292.28875259407
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,8481487.8694675,8655.712774308788,17375.08924294989,123706.82667759074,1106.8645004791083,53.21975734409688
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,1068379184.0828311,1090325.601658121,2188670.661884096,15582855.341819964,139427.3045165157,6703.880475247945
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,757311369.4311762,772867.8958506219,1551420.3205219056,11045772.600734588,98831.84219034476,4751.987851288362
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,1141410109.7049336,1164856.7085407632,2338281.068652639,16648048.642474223,148958.10150073245,7162.135937021534
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,82319.41154884067,84.01039900050249,168.6387039787875,1200.670605636823,10.742977617619475,0.5165389817109088
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,308.6711549778217,0.31501181006569506,0.6323405688973999,4.5021262373826,0.04028268966784654,0.0019368540307612748
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,170664.24902629998,174.16999654643473,349.62103383728123,2489.2251217028675,22.27229486782314,1.070886389258018
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,831371535.9988735,848449.3912295208,1703139.2197391312,12125977.905397274,108496.95879785864,5216.701608248709
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,742792.6091681,758.0508927640786,1521.6773368185002,10834.009076568424,96.93709204899693,4.660885333500337
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,1108494353.0424464,1131264.8038540662,2270850.1864414653,16167955.542348655,144662.47753470822,6955.595691958008
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,40895213.008420594,41735.27352781015,83777.51481349515,596477.5408970705,5336.971556748433,256.6098479760745
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,4367670744.014995,4457390.484467738,8947565.583922494,63704705.59301075,569996.6527982608,27406.320769441274
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,916585173.8529168,935413.4645478532,1877707.0060919996,13368862.277792497,119617.64329828824,5751.401321105784
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,754585207.9771125,770085.733245235,1545835.534014451,11006010.144923681,98476.06836701746,4734.88169529434
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,39174120109.93727,39978826.23032111,80251701.5182922,571374523.1184658,5112362.778210392,245810.3104726607
,,,,wind_offshore__electricity___PRT_15_1,kilowatt hour,103810695.6664562,39551.01070726856,216861.74531595566,1766198.628441568,19517.92918695584,717.9848997508003
,,,,wind_offshore__electricity___PRT_9_1,kilowatt hour,139484773.7865671,53142.53818703133,291385.30758622306,2373144.834087221,26225.177664898016,964.7171775130029
,,,,wind_offshore__electricity___PRT_3_1,kilowatt hour,122114545.0026819,46524.62571381167,255098.6985207051,2077613.8769405393,22959.32058560367,844.5796339750079
,,,,wind_offshore__electricity___PRT_12_1,kilowatt hour,143413500.24589792,54639.34967106825,299592.46266083955,2439986.8029862875,26963.835703896013,991.8893899726131
,,,,wind_offshore__electricity___PRT_18_1,kilowatt hour,116342642.4813703,44325.578669777206,243041.12731290024,1979412.7594481006,21874.11848763255,804.6594809450133
,,,,wind_offshore__electricity___PRT_17_1,kilowatt hour,124733619.7160118,47522.47082821935,260569.97593064402,2122173.8920981395,23451.744940402776,862.6939148570145
,,,,wind_offshore__electricity___PRT_20_1,kilowatt hour,1699904.20636,647.6493527267824,3551.119570962234,28921.57169777308,319.60685467923804,11.757030846619223
,,,,wind_offshore__electricity___PRT_11_1,kilowatt hour,146447147.5482923,55795.144423797174,305929.787000455,2491600.2101281066,27534.20576853485,1012.8709751305863
,,,,wind_offshore__electricity___PRT_7_1,kilowatt hour,110447565.7243842,42079.60325805744,230726.24371436174,1879115.9989971395,20765.757832716827,763.8874192391543
,,,,wind_offshore__electricity___PRT_4_1,kilowatt hour,109649587.5650485,41775.58028682218,229059.25810159577,1865539.479553473,20615.726267162987,758.3683707083769
,,,,wind_offshore__electricity___PRT_1_1,kilowatt hour,162.89683587791916,0.0620623384210401,0.34029337639538865,2.7714694160689546,0.030626987778033337,0.001126641793732007
