lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,22079092921.80379,10048472948.761057,94136939224.96988,881455157.2758067,41045362.466933526
,Energysystem,,,,,,22079092921.80379,10048472948.761057,94136939224.96988,881455157.2758067,41045362.466933526
,,Generation,,,,,5502022335.516626,294493122.8913027,11266705070.646362,139998275.99544787,1264834.2547979555
,,,Electricity_generation,,hour * terawatt,131.83119888437457,165650276.9384421,257297805.90419108,2044399619.3359919,94492543.85302716,828485.9310135697
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,52292187511.54262,53356180.14984048,107124817.29917741,762682038.7099826,6823525.333191954,328112.50831785536
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,991061.8605495,1011.2270610909018,2030.2711704565427,14454.646406471671,129.32210401040052,6.218515775399529
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,889840.6113038,907.9462566461634,1822.9111737450635,12978.33354998128,116.11390234142503,5.583393024748852
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,793584.2743373,809.7313861754167,1625.7222053076416,11574.433984406747,103.55356426557564,4.979423107210925
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,181185.8828782,184.8724840386014,371.1740801981509,2642.5977783776884,23.642660992238262,1.1368687625467222
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,363781.5944652,371.1834808177643,745.2363096444782,5305.757921391943,47.46928831509953,2.2825836348355466
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,482643.4649733,492.4638431021408,988.7345599260801,7039.359402633319,62.97938692043176,3.0283942106365824
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,462305.7495128,471.71231343209575,947.0710886359116,6742.733634438176,60.325550405354015,2.900783201217161
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,3329.694672002884,3.3974441915018856,6.821151502344314,48.5636276012393,0.43448662271999916,0.02089249891382154
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,532034.5264427,542.8598668519161,1089.916183570661,7759.728491223454,69.42434887793053,3.3383033164411158
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,371803.1400982,379.36824208768974,761.6691010563362,5422.752238580657,48.51600719239974,2.332915617117003
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,879343.0059021,897.2350554496097,1801.4059716315508,12825.22587799546,114.74408631680043,5.517524760189358
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,246583.9777904,251.60123862212305,505.1474192813677,3596.4295977280726,32.176355576202155,1.5472155845091042
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,237864.8495028,242.70470135086774,487.2855728161599,3469.2610310089485,31.038610234635172,1.492506550746783
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,1350553933.40732,1378033.7405256026,2766720.044769147,19697841.615970675,176231.65939801047,8474.184382535886
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,770682.4981552999,786.3636236980759,1578.8060462076342,11240.411366996354,100.56514749918769,4.835723645135962
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,138032.2366105,140.84078732425004,282.7703110506179,2013.201448144031,18.01160953717616,0.8660969360460272
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,52143393909.23371,53204358.82230274,106820001.45412223,760511882.6670253,6804109.49014195,327178.8881447611
,,,,wind_offshore__electricity___PRT_15_1,kilowatt hour,17197.665105118114,6.5484136669091955,35.92596566807849,292.5853653199693,3.233120562286372,0.11893990218082404
,,,,wind_offshore__electricity___PRT_9_1,kilowatt hour,25402.000667022858,9.672406474511664,53.06484329700383,432.1664365289979,4.775516337734681,0.17568149258169816
,,,,wind_offshore__electricity___PRT_3_1,kilowatt hour,21492.64373501203,8.18382733761975,44.89818683155381,365.6562085946744,4.040566435839934,0.1486441867496529
,,,,wind_offshore__electricity___PRT_12_1,kilowatt hour,23722.01863467087,9.032714200208881,49.55535660478275,403.584756767277,4.459683669746754,0.1640626537805919
,,,,wind_offshore__electricity___PRT_18_1,kilowatt hour,18292.79660094673,6.9654106201748345,38.21369811924612,311.21693228092715,3.439002706027726,0.12651388576142952
,,,,wind_offshore__electricity___PRT_17_1,kilowatt hour,22193.058867883145,8.45052683374564,46.36135580610473,377.5724318889435,4.172242832277344,0.1534882924393906
,,,,wind_offshore__electricity___PRT_20_1,kilowatt hour,18241.6034244757,6.9459176029546486,38.10675544348404,310.34597832622006,3.4293785092543025,0.12615983121521482
,,,,wind_offshore__electricity___PRT_11_1,kilowatt hour,22459.44006627261,8.551957679074688,46.917826799637474,382.104398278128,4.2223218705976056,0.15533059797769103
,,,,wind_offshore__electricity___PRT_7_1,kilowatt hour,18316.451435587864,6.974417669288961,38.26311312771393,311.6193740249197,3.4434497592231215,0.12667748376484245
,,,,wind_offshore__electricity___PRT_4_1,kilowatt hour,17815.150267622346,6.783535649231944,37.21589372694144,303.0906938567529,3.349206319546083,0.12321046010011737
,,,,wind_offshore__electricity___PRT_1_1,kilowatt hour,1368.6991697178462,0.5211642550421395,2.859216008788823,23.28579746995258,0.257312222456656,0.009465991131417547
,,,,wind_offshore__electricity___PRT_16_1,kilowatt hour,20562.970957702903,7.829832645395649,42.956098060825546,349.83960514590234,3.865790141816724,0.14221452385247152
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,362404661.9420847,64225.581104572586,150878.96550047747,1582887.1176336522,7783.641495507055,386.06450151600956
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2677314854.197832,474475.41483997274,1114639.346328151,11693798.776325865,57502.73432592047,2852.1052100270185
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157454181.83902,236071.65865123732,723849.6038613346,112321156.69787142,63103095.459844396,2922.702987013046
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393950535.5840659,43106.61955612386,132174.73701004597,20509812.078880303,11522607.739565618,533.684755236254
,,,,ccgt__electricity___PRT_1,kilowatt hour,5613.822598259656,3.5166943218263857,22.11520031712515,3003.6859570170286,5.114981410736853,0.053423192563983105
,,,,ccgt__electricity___PRT_2,kilowatt hour,3314.583310177215,2.0763708089856943,13.057533029149877,1773.4738084179814,3.020051262151229,0.03154278929475526
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,17877.6024611851,7064.23439119484,28.676243383698505,28321.236288124855,20.93217212465362,0.33767122435019636
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,28086.23876660875,11098.11979783546,45.051220954170546,44493.49437547757,32.88505746074283,0.5304914152927174
,,,,open_field_pv__electricity___PRT_11_1,kilowatt hour,2168.725470186812,49.3504755692091,6.442902208770725,145.49026505983875,4.737479913628189,0.06889804358292868
,,,,open_field_pv__electricity___PRT_17_1,kilowatt hour,2074.4361204548977,47.20487238412243,6.1627851224478905,139.1648067787786,4.531509214909625,0.06590257374752984
,,,,open_field_pv__electricity___PRT_7_1,kilowatt hour,1999.410002641784,45.49761406845629,5.939895712658303,134.1316341079792,4.367618150308124,0.06351907578709465
,,,,open_field_pv__electricity___PRT_14_1,kilowatt hour,2033.7913812598697,46.27998023640297,6.042036745788821,136.4381297696016,4.442722672685478,0.06461133469907793
,,,,open_field_pv__electricity___PRT_20_1,kilowatt hour,2044.607729026926,46.526111826617054,6.074170213983199,137.1637510275082,4.466350481271753,0.06495495827437633
,,,,open_field_pv__electricity___PRT_8_1,kilowatt hour,2026.498286074784,46.114022052441925,6.020370241831659,135.94886805058925,4.426791245484323,0.06437964101685441
,,,,open_field_pv__electricity___PRT_10_1,kilowatt hour,2127.7355911620525,48.41772954213622,6.321128482303789,142.7404341356657,4.647939429500348,0.06759583981842168
,,,,open_field_pv__electricity___PRT_4_1,kilowatt hour,2054.667175450065,46.75501976325707,6.104055061340283,137.83859509907623,4.488324874078431,0.06527453591921777
,,,,open_field_pv__electricity___PRT_18_1,kilowatt hour,2015.0018593707875,45.85241488286774,5.986216378633755,135.17762328433466,4.401677836093892,0.06401441207526501
,,,,open_field_pv__electricity___PRT_15_1,kilowatt hour,1738.9513827762696,39.570742792958335,5.166118929770699,116.65860943872697,3.7986584101717407,0.05524458941721825
,,,,open_field_pv__electricity___PRT_12_1,kilowatt hour,1614.508798694177,36.738987077843966,4.796421883799568,108.31030312163125,3.526819373561148,0.051291184203181316
,,,,open_field_pv__electricity___PRT_9_1,kilowatt hour,1682.3764579467909,38.283350945686536,4.998044771397245,112.86324625315324,3.6750731184052174,0.0534472657401648
,,,,open_field_pv__electricity___PRT_19_1,kilowatt hour,2068.880671488189,47.078455266258615,6.146280859990485,138.79211611148207,4.5193735950475835,0.06572608319107959
,,,,open_field_pv__electricity___PRT_16_1,kilowatt hour,2005.065031793294,45.62629722666893,5.956695810360232,134.5110051724706,4.37997129845183,0.06369872989745329
,,,,open_field_pv__electricity___PRT_6_1,kilowatt hour,1618.416074338893,36.82789915508762,4.808029713055395,108.57242508085692,3.5353546354641145,0.05141531409024285
,,,,open_field_pv__electricity___PRT_3_1,kilowatt hour,1812.4186986767256,41.24252974490673,5.384377413075748,121.58720893668182,3.95914434450106,0.057578565940482586
,,,,open_field_pv__electricity___PRT_5_1,kilowatt hour,2089.205902744665,47.54096645817676,6.2066635497997655,140.15564659223077,4.563773117320686,0.0663717936271009
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,13859.765723511173,32.23581080421208,54.919182721782235,424.2284865868267,4333.653082826805,0.1750089139490008
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,14856.916066749323,34.55503840174148,58.870380927855834,454.7498956047805,4645.440723772814,0.18760005014689038
