lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,29407932929.420643,10520465907.070648,110493854347.13449,1538611275.181828,49896199.56714357
,Energysystem,,,,,,29407932929.420643,10520465907.070648,110493854347.13449,1538611275.181828,49896199.56714357
,,Generation,,,,,6957343838.707985,480477826.7050626,16238385412.703892,343990016.1649299,4037297.0565025974
,,,Electricity_generation,,hour * terawatt,179.87247242202878,2312627809.960646,448358350.228212,8011069734.414179,304869635.65057147,3660466.9856875106
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,360011.4686378,367.41445568674027,737.5165272089826,5250.965318312301,46.98389170453328,2.25902195391577
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,282759.9973471,288.574445984199,579.2597998637762,4124.21011212653,36.90206076965481,1.7742797030752953
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,154134.5169347,157.30401528480454,315.7587009163629,2248.136721404572,20.115579870119607,0.9671726818285474
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,242801.195434,247.79396326740627,497.40052762972704,3541.3890042191606,31.687171286092408,1.52354377203223
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,89689.40933112343,91.53371028110172,183.73698467573502,1308.1693746890053,11.705064594007759,0.5627885841384442
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,110097.1454506,112.36109463948965,225.5441046790437,1605.8274326441122,14.368409924251525,0.6908442933248317
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,121541.5161074,124.04079809348617,248.98894807362836,1772.7498743957844,15.861976430813423,0.7626561293599298
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,495787.8665431,505.98285042739633,1015.666936779397,7231.338774383061,64.70361490890012,3.110999988983288
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,5425.0140366200885,5.536569655460747,11.113639038826859,79.12681411185079,0.7080004227424748,0.03404120945074311
