lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,29395148262.898247,10558620800.689655,110651429943.82782,1541107858.1564016,49942983.791925676
,Energysystem,,,,,,29395148262.898247,10558620800.689655,110651429943.82782,1541107858.1564016,49942983.791925676
,,Generation,,,,,6956801548.173073,480481672.09011066,16237243663.711306,344002345.88235676,4037303.4932445195
,,,Electricity_generation,,hour * terawatt,179.87608064921474,2312666864.5959177,448365747.73432314,8011275389.114855,304886056.0553419,3660515.621347508
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,768716.3739629,784.5236388366569,1574.7860272866128,11212.151200923341,100.32260105936692,4.823588456484842
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,610395.082421,622.9467566321518,1250.4503344567688,8902.948068067843,79.66061920481793,3.8301443461898725
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,339158.9263136,346.13311893036075,694.7981808044708,4946.819518543154,44.2624963023213,2.128175146625967
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,526892.8775977,537.7274799066373,1079.3884059632471,7685.022474442449,68.76302593673844,3.3061796109824018
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,201577.4269472,205.722502779029,412.9498552720808,2940.117663906409,26.307195307858436,1.26487035094752
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,247842.8915829,252.93933319426463,507.7289047609398,3614.9249171667875,32.34514624596938,1.5551797143207864
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,270540.4618323,276.10363876573166,554.2269600886198,3945.981465727134,35.3073301705491,1.6976038145284988
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,1056758.5990774,1078.4889330682358,2164.8669554030735,15413.405512421958,137.91402777893452,6.63101340438571
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,13164.802436740172,13.435512895799073,26.969305756545626,192.0158857683379,1.718094303208791,0.0826073064343439
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,523968.5207504,534.7429889381528,1073.397592620771,7642.369121004368,68.38137791181718,3.2878296779490808
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,256114.18059700003,261.380706255304,524.6733992560712,3735.5662176425467,33.42460449104811,1.6070809038239697
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,771652.9649784,787.5206160479277,1580.8019034727156,11254.9829966226,100.70584572604703,4.842015157327778
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,220273.356655,224.8028804844278,451.2501827713473,3212.8080837626426,28.74713851881121,1.3821847126548297
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,211598.5656619,215.94970932277025,433.4790774432041,3086.281484928935,27.615020580830887,1.3277516042591258
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,335180.9548551,342.0733462714654,686.6489412503446,4888.798616347168,43.74334456082954,2.103213928280482
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,457229.5803434,466.6316821712768,936.6767494115184,6668.944960654455,59.67150217531977,2.8690520982504
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,177473.52292350002,181.12294588598635,363.57079618503064,2588.548963754287,23.161475470554574,1.113621701754748
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,6318144294.95604,6448065.520608849,12943298.323237484,92153610.28401397,824559.865007673,39645.47773476699
,,,,wind_offshore__electricity___PRT_15_1,kilowatt hour,83665.37313385434,31.87781910516248,174.77812007712745,1423.4569597609602,15.730602414838412,0.5786584339914067
,,,,wind_offshore__electricity___PRT_9_1,kilowatt hour,49595354211.938354,18896607.633094765,103605379.97027007,843800122.8215667,9324823.036333987,343018.4905353665
,,,,wind_offshore__electricity___PRT_3_1,kilowatt hour,483551.5128603,184.24070749132673,1010.1457892579141,8226.996911596865,90.91642469222484,3.344408214578118
,,,,wind_offshore__electricity___PRT_12_1,kilowatt hour,476248.8110848,181.45826371447623,994.8903443766635,8102.75098666623,89.54338476067466,3.2939002228419563
,,,,wind_offshore__electricity___PRT_18_1,kilowatt hour,108216.759819,41.232282417934115,226.06630597477343,1841.1667116418537,20.34670688245131,0.748464250215306
,,,,wind_offshore__electricity___PRT_17_1,kilowatt hour,339477.3019419,129.34617417242004,709.1727726609045,5775.762540920885,63.82786887336167,2.3479415265219465
,,,,wind_offshore__electricity___PRT_20_1,kilowatt hour,122083.3374685,46.51566564755355,255.0337782099057,2077.0884044636523,22.953874121016586,0.8443702601225347
,,,,wind_offshore__electricity___PRT_11_1,kilowatt hour,222156.7853752,84.64521820125086,464.0885931157968,3779.7073084798744,41.76949117178607,1.5365125703956268
,,,,wind_offshore__electricity___PRT_7_1,kilowatt hour,102324.9884475,38.98742511744338,213.75831419924648,1740.9259232244196,19.238947369667372,0.7077147373760557
,,,,wind_offshore__electricity___PRT_4_1,kilowatt hour,96749.19399849173,36.862960019862314,202.1104025762317,1646.061069094339,18.19059722950559,0.6691506293645075
,,,,wind_offshore__electricity___PRT_1_1,kilowatt hour,7373.930516749581,2.8095831521211196,15.404242698981784,125.45778882417105,1.3864322221504166,0.051000634135287
,,,,wind_offshore__electricity___PRT_16_1,kilowatt hour,196333.0640104,74.8059760305288,410.14248250214706,3340.350445219709,36.91416478709129,1.3579068509026169
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,376864530.5624797,66853.08820658196,156902.03114178634,1646206.4373230971,8099.681482483131,401.5471093594449
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2490901990.9992385,441868.3026123729,1037050.5846697945,10880670.797410246,53535.18597439331,2654.0425352247476
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2157742378.365878,236840.29367287265,723980.6669115457,112338005.33345689,63111587.03777392,2923.9871499582746
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,393981805.7719277,43244.628076365676,132191.50410904078,20511776.865303624,11523533.706143117,533.890305303153
,,,,ccgt__electricity___PRT_1,kilowatt hour,9724.601739024803,6.098700289398039,38.309602774532486,5203.182979511274,8.861058273721937,0.09255120284483732
,,,,ccgt__electricity___PRT_2,kilowatt hour,7310.87795912306,4.58495373746237,28.800853567066493,3911.7114287966606,6.661672875921151,0.06957925553670966
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,43504.325733711405,17190.60135712432,69.78749562079908,68918.70730856972,50.94683485972118,0.8218419408443896
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,51970.948533578856,20536.161481330382,83.36923471566199,82331.36659693056,60.861886439770345,0.9817852475556124
,,,,open_field_pv__electricity___PRT_11_1,kilowatt hour,1405033.635444,31974.2165129612,4174.198714145806,94262.40361660594,3069.394690717528,44.63874582022418
,,,,open_field_pv__electricity___PRT_17_1,kilowatt hour,302474.9530182,6883.393677228392,898.6194551542081,20292.764091951594,660.7777859892676,9.609807341373125
,,,,open_field_pv__electricity___PRT_7_1,kilowatt hour,855652.5226712,19472.002913366927,2542.0485102720363,57404.934239963615,1869.2330517454716,27.184584415934115
,,,,open_field_pv__electricity___PRT_14_1,kilowatt hour,241156.1504167,5487.967525249617,716.4481102697406,16178.942490602529,526.8225536031282,7.661672880902094
,,,,open_field_pv__electricity___PRT_20_1,kilowatt hour,522036.8806959,11879.943529408305,1550.9135305910156,35022.970204833095,1140.4262428639768,16.58541905213125
,,,,open_field_pv__electricity___PRT_8_1,kilowatt hour,287939.0305672,6552.601072472542,855.434845709343,19317.562534884994,629.0230421380815,9.147992526991361
,,,,open_field_pv__electricity___PRT_10_1,kilowatt hour,1607782.8079626,36588.16010358635,4776.543963284698,107864.65757751644,3512.314502725736,51.08020640097136
,,,,open_field_pv__electricity___PRT_4_1,kilowatt hour,297701.1709747,6774.757170898008,884.4370794637326,19972.495481716087,650.3491237214473,9.458141475258861
,,,,open_field_pv__electricity___PRT_18_1,kilowatt hour,232598.1209626,5293.213268413598,691.0231562716032,15604.792230984976,508.12693699528336,7.389779246553936
,,,,open_field_pv__electricity___PRT_15_1,kilowatt hour,1329156.9384244,30247.497757362937,3948.777483537381,89171.90637930737,2903.636715174448,42.228098483045606
,,,,open_field_pv__electricity___PRT_12_1,kilowatt hour,262988.8325802,5984.811795915625,781.3105815351958,17643.67688998819,574.5175816980336,8.355310047361904
,,,,open_field_pv__electricity___PRT_9_1,kilowatt hour,39576799123.143234,900645444.7584903,117578269.90267946,2655170750.856252,86458298.24976861,1257378.2092256972
,,,,open_field_pv__electricity___PRT_19_1,kilowatt hour,357991.6692311,8146.7822952398665,1063.5534464706843,24017.329098162692,782.0579530196322,11.373606101262899
,,,,open_field_pv__electricity___PRT_16_1,kilowatt hour,217854.3054352,4957.689663041658,647.2209196148575,14615.643320216941,475.91803611268205,6.921359546736721
,,,,open_field_pv__electricity___PRT_6_1,kilowatt hour,58384062645.964966,1328640549.1118364,173452558.76851642,3916932619.319934,127544086.76587626,1854896.0442374898
,,,,open_field_pv__electricity___PRT_3_1,kilowatt hour,383024.719678,8716.457033011142,1137.9238560858769,25696.773237768266,836.7444104793896,12.168920852326448
,,,,open_field_pv__electricity___PRT_5_1,kilowatt hour,664654.3310761,15125.475263472743,1974.6141189405016,44591.04269175145,1451.984083158766,21.116459417603206
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,20309.87758775341,471.32817047882946,100.25248398529929,1682.9389139291166,6386.226684955767,0.77067193960122
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,21861.97446479227,507.3474424290627,107.9138579620893,1811.5504342687777,6874.267169245651,0.8295672977099668
,,,,existing_wind__electricity___PRT_10_1,kilowatt hour,350460946.5895044,357667.54420767777,717951.4063993423,5111665.701888582,45737.48514159817,2199.0937538993026
,,,,existing_wind__electricity___PRT_9_1,kilowatt hour,933097780.5177188,952285.2573222448,1911536.4217955964,13609744.445164673,121775.46824202273,5855.058946779595
,,,,existing_wind__electricity___PRT_17_1,kilowatt hour,296911917.5058914,303017.37603764696,608251.306801849,4330623.654174766,38748.980584589604,1863.0810353385673
,,,,existing_wind__electricity___PRT_16_1,kilowatt hour,103798104.0583382,105932.52477512913,212639.9403846343,1513952.4491728065,13546.343146777579,651.3186833308082
,,,,existing_wind__electricity___PRT_6_1,kilowatt hour,2122759678.6874373,2166410.4018900506,4348667.980152542,30961617.68731259,277034.2607528142,13320.022089923685
,,,,existing_wind__electricity___PRT_5_1,kilowatt hour,501034328.2421624,511337.1955786899,1026414.7948780518,7307861.30664416,65388.313208222266,3143.9208059641383
,,,,existing_wind__electricity___PRT_1_1,kilowatt hour,28260.656877441448,28.841786258474293,57.89454873095882,412.1972273264892,3.6882037401990813,0.17733169593505704
,,,,existing_wind__electricity___PRT_12_1,kilowatt hour,376502821.9565581,384244.9240691051,771300.5776170839,5491500.780304843,49136.12313322698,2362.5029040538334
,,,,existing_wind__electricity___PRT_20_1,kilowatt hour,2354050392.346651,2402457.193375656,4822488.229694674,34335119.984009005,307219.23766048846,14771.339187242544
,,,,existing_wind__electricity___PRT_19_1,kilowatt hour,2027346159.1243985,2069034.8721891518,4153204.6305016396,29569959.01584482,264582.16166790633,12721.315509620887
,,,,existing_wind__electricity___PRT_11_1,kilowatt hour,1476115700.2820604,1506469.360008839,3023958.456168212,21529959.529975813,192642.91945835997,9262.420957122938
,,,,existing_wind__electricity___PRT_15_1,kilowatt hour,337069936.16162014,344001.171104653,690518.6928105096,4916350.448044815,43989.86919005984,2115.0670236615833
,,,,existing_wind__electricity___PRT_4_1,kilowatt hour,1019897609.6127582,1040869.9628543442,2089353.836176379,14875767.702728607,133103.42341549834,6399.715816068267
,,,,existing_wind__electricity___PRT_7_1,kilowatt hour,1438220375.4999182,1467794.7823601859,2946326.406269665,20977235.371667154,187697.3274622228,9024.633058800602
,,,,existing_wind__electricity___PRT_18_1,kilowatt hour,2459739599.6260533,2510319.7166841817,5039002.268535074,35876655.21404366,321012.382359299,15434.524280619331
,,,,existing_wind__electricity___PRT_3_1,kilowatt hour,517462310.2557498,528102.9885159857,1060069.0234292608,7547472.461771052,67532.274156767,3247.004111004354
,,,,existing_pv__electricity___PRT_10_1,kilowatt hour,311175726.0521927,7081396.336797935,924468.4844478659,20876490.885970473,679785.2359762047,9886.236023296502
,,,,existing_pv__electricity___PRT_3_1,kilowatt hour,817349597.0347036,18600346.878625605,2428254.7768728663,54835226.47999747,1785557.6196264434,25967.677917387005
,,,,existing_pv__electricity___PRT_15_1,kilowatt hour,310017698.49106467,7055043.21038282,921028.1133201463,20798799.890811708,677255.4434088472,9849.44480588293
,,,,existing_pv__electricity___PRT_12_1,kilowatt hour,160570733.6669704,3654092.879889257,477037.79688582156,10772541.613318164,350778.04898689355,5101.426745604068
,,,,existing_pv__electricity___PRT_9_1,kilowatt hour,173788611.4425602,3954890.8638897496,516306.6421450979,11659316.77542689,379653.4316421658,5521.366504641576
,,,,roof_mounted_pv__electricity___PRT_12_1,kilowatt hour,27837.01914450088,50.74985307580383,69.1341540170494,1817.5362351518847,61.16771565875883,1.1096395534554757
,,,,roof_mounted_pv__electricity___PRT_10_1,kilowatt hour,27708.42832049116,50.515417919425154,68.81479447010882,1809.1402757673502,60.88515641926453,1.1045136646601506
,,,,roof_mounted_pv__electricity___PRT_6_1,kilowatt hour,27737.68724640139,50.56876084823542,68.88745997641882,1811.0506512193413,60.94944856387739,1.105679984276736
,,,,roof_mounted_pv__electricity___PRT_5_1,kilowatt hour,27519.223023990296,50.17047645140856,68.34489688353109,1796.7866728022987,60.46940587797095,1.0969715611178918
,,,,roof_mounted_pv__electricity___PRT_16_1,kilowatt hour,26758.77042924548,48.7840904994505,66.45628781462894,1747.1351587906513,58.798424231335645,1.066658391690792
,,,,roof_mounted_pv__electricity___PRT_4_1,kilowatt hour,26757.291061730724,48.781393865894756,66.4526137566894,1747.0385678420735,58.79517354090689,1.0665994211268597
,,,,roof_mounted_pv__electricity___PRT_3_1,kilowatt hour,27271.0510673628,49.71803307886823,67.72855365429706,1780.5830153126142,59.924084857829286,1.087078927940853
,,,,roof_mounted_pv__electricity___PRT_9_1,kilowatt hour,29372.357922694155,53.548940169708395,72.94721844844837,1917.7816618691654,64.54139461976416,1.1708412441764604
,,,,roof_mounted_pv__electricity___PRT_20_1,kilowatt hour,27318.638996631253,49.804791143736814,67.84673984467115,1783.6901290946462,60.02865226539886,1.0889758784844494
,,,,roof_mounted_pv__electricity___PRT_19_1,kilowatt hour,27022.93191342959,49.26568510575615,67.11234156185539,1764.3828054214334,59.37887986377116,1.0771883995854767
,,,,roof_mounted_pv__electricity___PRT_17_1,kilowatt hour,27289.25454073708,49.75121973337292,67.77376258040321,1781.7715575353213,59.964084287311344,1.0878045549928899
,,,,roof_mounted_pv__electricity___PRT_18_1,kilowatt hour,26445.115003616484,48.212263205132466,65.6773142330327,1726.6559509260999,58.10921301263827,1.05415545577602
,,,,roof_mounted_pv__electricity___PRT_1_1,kilowatt hour,128.59201124439292,0.2344369426280305,0.3193624958411101,8.396036902325918,0.28256184826958824,0.005125936121056027
,,,,roof_mounted_pv__electricity___PRT_7_1,kilowatt hour,27627.96707289661,50.368728731962115,68.61496631142343,1803.886795422087,60.70835477652233,1.1013063175543463
,,,,roof_mounted_pv__electricity___PRT_14_1,kilowatt hour,26811.087927885503,48.879471647810874,66.58622004616494,1750.551075885129,58.91338416524789,1.0687438723795173
,,,,roof_mounted_pv__electricity___PRT_8_1,kilowatt hour,27093.365807001315,49.39409393590275,67.2872664574282,1768.9815792017278,59.53364788518402,1.0799960362015435
,,,,roof_mounted_pv__electricity___PRT_15_1,kilowatt hour,28331.270487239693,51.650926627726086,70.36164350797766,1849.8069218972755,62.2537595860865,1.129341405742219
,,,,roof_mounted_pv__electricity___PRT_11_1,kilowatt hour,28558.90462265677,52.06592727419894,70.92698038161848,1864.6696227963757,62.753951794063326,1.1384153600704576
,,,,chp_wte_back_pressure__electricity___PRT_2,kilowatt hour,218366018.5628528,0.0,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__electricity___PRT_1,kilowatt hour,223121416.96066505,0.0,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__electricity___PRT_2,kilowatt hour,9461.74124710174,3.514527159756824,22.308610491575724,3054.440645859691,5.448310786847514,0.05349343820946838
,,,,chp_methane_extraction__electricity___PRT_1,kilowatt hour,13133.48903239637,4.878383425445233,30.965747593509537,4239.754784583487,7.562596365690953,0.07425224019246379
,,,,waste_supply__waste___PRT_2,kilowatt hour,1006295016.4186769,0.0,0.0,0.0,0.0,0.0
,,,,waste_supply__waste___PRT_1,kilowatt hour,1028209294.7496086,0.0,0.0,0.0,0.0,0.0
,,,Thermal_generation,,,,4644134683.577155,32115924.355787486,8225968274.596451,39116289.827014886,376787.8718970117
,,,,biofuel_supply__biofuel___PRT_1,kilogram,2325614311.51559,2258424604.058788,16578276.374890747,3247593691.2881756,20858153.977114566,194438.4120003193
,,,,biofuel_supply__biofuel___PRT_2,kilogram,1836804759.3678024,1783737329.7373884,13093769.160983326,2564997781.104706,16474080.12053285,153570.34873161267
,,,,chp_biofuel_extraction__heat___PRT_1,megajoule,414250.01089236,7715.124052760264,31.320555404051746,30930.644204018092,22.864886705356344,0.3688418135526958
,,,,chp_biofuel_extraction__heat___PRT_2,megajoule,369870.78442068,6888.5912136486895,27.9651372146988,27616.99778771956,20.41533701636119,0.32932723553246934
,,,,chp_wte_back_pressure__heat___PRT_1,megajoule,15554.270437265432,0.0,0.0,0.0,0.0,0.0
,,,,chp_wte_back_pressure__heat___PRT_2,megajoule,16821.0597763323,0.0,0.0,0.0,0.0,0.0
,,,,chp_methane_extraction__heat___PRT_1,megajoule,214240.03543486964,4.072072812379719,25.847656658907667,3538.998125697613,6.31263285578259,0.06197965704319065
,,,,chp_methane_extraction__heat___PRT_2,megajoule,212564.7384243134,4.0402304858221285,25.645535228139124,3511.3241525152966,6.263269836145737,0.0614949934481975
,,,,biofuel_boiler__heat___PRT_1,megajoule,32320685032.356422,601950725.2557777,2443697.717861553,2413275999.7094245,1783968.091906038,28777.838911640727
,,,,biofuel_boiler__heat___PRT_2,megajoule,397671.23396556,7406.355634502762,30.06706961588733,29692.763125018733,21.94980681116622,0.3540803265634797
,,,,methane_boiler__heat___PRT_2,megajoule,111619.32552044211,2.121555113224298,13.46666133540897,1843.8224348691126,3.2888895859323424,0.03229147845145704
,,,,methane_boiler__heat___PRT_1,megajoule,222046.0401866409,4.220441863214622,26.789436405527468,3667.944314738042,6.542638612500596,0.06423793438763824
,,Storage,,,,,13729985918.552517,8854544072.208185,65041801803.09863,388301205.36111534,36163345.13095264
,,,Electricity_storage,,,,169613863.04317546,45721482.55255751,1079470150.552791,26749416.274223935,296002.99777954724
,,,,battery__electricity___PRT_1,kilogram,656152.5796571199,345354.64032392396,4952510.140816437,10959293.75320267,701560.2618501673,8754.915365466542
