lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,61284094653.246155,167244485518.40152,750822157558.6548,16007916417.505436,366315135.1472105
,Energysystem,,,,,,61284094653.246155,167244485518.40152,750822157558.6548,16007916417.505436,366315135.1472105
,,Generation,,,,,6928606148.572981,387402231.234281,14872945917.324844,363958678.02210695,3929791.2728802073
,,,Electricity_generation,,hour * terawatt,131.38152697440736,2514461055.7181926,355882645.721353,7779043487.886737,324976812.02675235,3560602.0182020986
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,130210.3562478,132.903114675289,266.74838348717356,1899.225201987488,16.99500728255825,0.8170682429353338
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,130586.5584758,133.28709693582593,267.51906977476295,1904.7124210693341,17.0441090574314,0.8194289068753946
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,131286.79726770002,134.00181653852434,268.9535759892861,1914.9259800754503,17.135503963939026,0.8238228959018981
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,130586.1084806,133.28663759397452,267.51814791868765,1904.70585754131,17.04405032437841,0.819426083178436
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,132153.0519239,134.88598528821308,270.72818160546825,1927.5610171200976,17.248567199626976,0.829258632276941
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,131883.7550372,134.6111194368061,270.1765011517082,1923.6331004706246,17.213418670530736,0.8275687979596666
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,131752.9387117,134.4775980611541,269.9085113782363,1921.7250366806313,17.196344572162257,0.8267479272582702
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,131436.0377289,134.15414384491967,269.2593093738801,1917.1027750862224,17.15498277395219,0.8247593778430943
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,69689.17458058668,71.13035101797982,142.76494744180093,1016.473961709179,9.095805154473696,0.43729863789881884
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,130760.7126575,133.4648528282944,267.8758412898392,1907.2526031018647,17.06683959627042,0.8205217220134214
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,131724.0285251,134.44809031470783,269.8492860936342,1921.3033578282918,17.192571225421005,0.8265665162270447
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,130350.679512,133.04633992089964,267.0358491309635,1901.2719322688956,17.01332222279382,0.8179487695396056
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,131969.7916859,134.69893546701752,270.3527554580317,1924.8880157321905,17.22464814146095,0.8281086767299246
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,132946.74443770002,135.69609149508327,272.3541367219931,1939.1376756119857,17.35215965147196,0.834239042196377
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,131204.7348985,133.91805758072354,268.78546337191716,1913.7290329237323,17.124793214278856,0.8233079556629226
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,130718.3189186,133.42158236634432,267.7889936611771,1906.6342555780643,17.061306381578174,0.8202557019034085
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,132538.4698816,135.27937388548875,271.5177472064926,1933.1826552857856,17.298871808683067,0.8316771248551151
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,131569.1883556,134.290047387435,269.53208118052464,1919.044886539298,17.172361544146536,0.8255948962479006
