lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,59881281581.15332,162277164292.62357,723486791562.4468,15764176391.998104,355437572.7246851
,Energysystem,,,,,,59881281581.15332,162277164292.62357,723486791562.4468,15764176391.998104,355437572.7246851
,,Generation,,,,,6966289345.65556,387814337.3263965,14954151668.918427,363726570.06156945,3935087.2691997397
,,,Electricity_generation,,hour * terawatt,131.42916910750046,2514642966.411594,356070994.51105607,7774853631.383886,324480694.3465972,3563180.698638529
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,77053.34750338165,78.64680859275293,157.85116163394753,1123.8864102800483,10.056975438922425,0.48350873975063646
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,76751.13618213464,78.33834766124068,157.23205279825663,1119.4784097307747,10.01753092494159,0.48161236768056304
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,75922.94496733697,77.49302966897127,155.53542378159293,1107.3985601123782,9.90943570301032,0.4764154787328718
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,76453.98883809034,78.03505515149757,156.6233180094399,1115.1442714878558,9.978747359715017,0.4797477720239269
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,74729.69051345004,76.27509841910823,153.0909277576639,1089.993963064915,9.753692557232826,0.46892782276762496
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,74990.32294226746,76.54112083879704,153.62485825012507,1093.7955012829484,9.787710208968967,0.47056328782291623
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,75104.32014873241,76.65747544583223,153.8583924431463,1095.4582442352198,9.802589083627293,0.4712786187832554
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,78434.73452872098,80.05676210325376,160.68106524928263,1144.0350755359702,10.237273580919533,0.4921769251163584
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,35275.46440847166,36.00496015559648,72.2651671130635,514.5216444012027,4.604141035281925,0.22135307409425675
