lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,41221717397.95334,11039960046.244137,122357209320.57458,1835535142.6777744,52094172.916190974
,Energysystem,,,,,,41221717397.95334,11039960046.244137,122357209320.57458,1835535142.6777744,52094172.916190974
,,Generation,,,,,6744717129.059851,450955804.97066116,13660086466.913784,298958658.62886596,3427634.488502144
,,,Electricity_generation,,hour * terawatt,174.98867088839043,1833609356.920849,414905316.3446906,6597896630.0204315,253601561.752586,3004819.3276582486
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,805447.7650887,821.9746509228979,1650.031827636074,11747.796206808443,105.11260381443272,5.054025131822424
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,667393.7942599,681.0879677107291,1367.2159137285041,9734.220671508428,87.09627430302896,4.187763819371415
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,459876.3488052,469.31249692841146,942.0978556168646,6707.490988516023,60.01481728607983,2.8856329672271928
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,589835.3446242,601.9381033808967,1208.3304887951733,8602.997890805504,76.9747357711335,3.7010999155314233
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,231158.0967846,235.90120235909967,473.5480479861833,3371.5385780518122,30.166611044355676,1.450471254879279
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,297910.5877881,304.0233798377168,610.2964995895836,4345.15188303424,38.87794956221352,1.869329909350133
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,315742.001376,322.22067467119194,646.8257460853048,4605.230589545447,41.20498601708101,1.98121849641043
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,1200919.3095468,1225.5608283572972,2460.1906778417197,17515.915892787103,156.7224605597604,7.535530713153518
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,12635.6309561135,12.89489996500507,25.885220797418434,184.2960199939913,1.6489760456472595,0.0792860805840155
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,660372.2164716,673.9223161643699,1352.831583245446,9631.807990515594,86.17994383813944,4.143704809854085
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,300322.2608363,306.48453780343993,615.2370276575992,4380.327154146507,39.19267789688747,1.8844626798553725
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,833372.8285791,850.4727076093968,1707.2388192485585,12155.0950647955,108.75688251495374,5.229249371912956
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,255121.3011492,260.3561053690489,522.6388166212686,3721.0520455180967,33.293858911881834,1.6008356140406204
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,242314.3211095,247.28633938911813,496.4025719038963,3534.256826804804,31.622521456309826,1.5204743519898518
