lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,83598227158.14713,201079617243.65808,1152201170379.8125,10850812894.531475,465403902.1821783
,Energysystem,,,,,,83598227158.14713,201079617243.65808,1152201170379.8125,10850812894.531475,465403902.1821783
,,Generation,,,,,4271752763.89063,396806147.5247664,10347732605.744694,350348939.63827884,3002910.248227463
,,,Electricity_generation,,hour * terawatt,159.13702459316124,1779884969.6036942,378530212.6669229,6564738030.673141,327704732.8356389,2790449.49078092
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,462626.3472772,472.1247020827706,947.7314669551452,6747.630281588724,60.37415035414752,2.902891293357756
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,656716.1988373001,670.1994822718044,1345.3418945429528,9578.525165921425,85.70346838857948,4.120767758091895
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,11297066608.120548,11529010.86290953,23143051.778140936,164773211.01186505,1474301.673445547,70886.9187656077
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,1584871.5900281,1617.4111752800106,3246.751262313922,23116.12297195134,206.83057987218868,9.944764207947557
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,868022849.3992435,885844.5480924111,1778222.4753604454,12660535.437067326,113279.63123953664,5446.676322807864
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,622894532.2633342,635683.4100646005,1276055.1842711666,9085219.708991125,81289.637668268,3908.54330944892
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,1105769702.3575068,1128472.6703321747,2265268.1766104884,16128188.920014756,144306.32120583666,6938.492069179903
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,89220.00936366672,91.05181880707838,182.77517235029575,1301.3172303301228,11.643483540672534,0.5598383877307505
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,5981.472666388896,6.104280511011061,12.253581963332554,87.24268803631973,0.7806004397076856,0.03753258980463607
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,165061.5934885,168.45053466794502,338.1434435354828,2407.5036217510606,21.541041754083995,1.035729731894232
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,774376841.2343982,790275.8580529847,1586380.2484445202,11294662.861635894,101058.54134680371,4859.065644501701
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,5847134.996634999,5967.184680537478,11978.37922646029,85283.30778446606,763.0689637690557,36.689646780861295
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,902632010.8422856,921164.2825529549,1849122.4393472872,13165326.889776383,117796.23244462318,5663.842150314179
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,36617973.6200144,37369.79093052475,75015.19544029287,534090.9550705681,4778.7573234395795,229.7707370854563
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,5716735244.080564,5834107.672824966,11711243.665692255,83381363.97231063,746051.3980610166,35871.413430559296
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,50823916.7672842,51867.401381678435,104117.34108695053,741291.5451869008,6632.6762637281745,318.91029629648745
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,586410346.2338548,598450.1540311889,1201314.0646830066,8553080.111028109,76528.34003393898,3679.612063781279
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,41260361613.18169,42107493.33822144,84525542.63066377,601802441.8443154,5384603.1259994535,258900.8282721679
