lvl_0,lvl_1,lvl_2,lvl_3,lvl_4,unit,amount,agricultural land occupation (LOP) (m2*a crop-Eq),surplus ore potential (SOP) (kg Cu-Eq),global warming potential (GWP1000) (kg CO2-Eq),water consumption potential (WCP) (cubic meter),freshwater eutrophication potential (FEP) (kg P-Eq)
root,,,,,,,23170757638.432182,10533595788.27987,94351539585.04922,1056788336.1086767,44515588.9667583
,Energysystem,,,,,,23170757638.432182,10533595788.27987,94351539585.04922,1056788336.1086767,44515588.9667583
,,Generation,,,,,4174985095.545195,541945750.8889335,10278652583.7927,238289245.56823635,3026401.7355645183
,,,Electricity_generation,,hour * terawatt,237.8747890877591,1374630618.5155244,521390073.1444609,6251051604.874241,212428176.01057374,2785322.1249526087
,,,,wind_onshore__electricity___PRT_3_1,kilowatt hour,7582988317.641695,7737918.759490441,15534404.868826007,110599476.51870516,989517.1023092228,47580.97745190106
,,,,wind_onshore__electricity___PRT_8_1,kilowatt hour,7902579.800506401,8064.039962780192,16189.115555754805,115260.78539131873,1031.2211410016841,49.58631815854131
,,,,wind_onshore__electricity___PRT_6_1,kilowatt hour,7578324781.6888275,7733159.967632133,15524851.21376373,110531457.86818272,988908.549537147,47551.71516230449
,,,,wind_onshore__electricity___PRT_14_1,kilowatt hour,5686062.5308767,5802.236287602478,11648.388968085721,82932.41569546085,741.9840151990195,35.67833705452519
,,,,wind_onshore__electricity___PRT_5_1,kilowatt hour,1754348.0505191998,1790.191697552581,3593.933124479269,25587.53460891763,228.92787469178327,11.008007863984721
,,,,wind_onshore__electricity___PRT_4_1,kilowatt hour,2951470.9411723,3011.773390019763,6046.342502194756,43047.823282837024,385.14248616990267,18.51959496962493
,,,,wind_onshore__electricity___PRT_18_1,kilowatt hour,4424908.2017919,4515.31492063974,9064.805672244434,64538.21504963121,577.413831911085,27.76497187601399
,,,,wind_onshore__electricity___PRT_12_1,kilowatt hour,7206882212.727893,7354128.308316556,14763919.110052152,105113890.02212211,940438.3740410573,45221.024442885966
,,,,wind_onshore__electricity___PRT_1_1,kilowatt hour,66346.23601440924,67.70177718178441,135.91598042875327,967.6737804213054,8.65763370062735,0.41630273285488034
,,,,wind_onshore__electricity___PRT_11_1,kilowatt hour,19075316050.083733,19465049.974367402,39077428.33174643,278217489.09391016,2489170.5845755227,119691.88726761022
,,,,wind_onshore__electricity___PRT_7_1,kilowatt hour,3546826.8819756,3619.293242119505,7265.98043887104,51731.21466334956,462.83150014619827,22.25527494291959
,,,,wind_onshore__electricity___PRT_17_1,kilowatt hour,379131325.7712432,386877.4793170777,776683.1842852109,5529709.977830489,49473.494505631104,2378.9353625763274
,,,,wind_onshore__electricity___PRT_20_1,kilowatt hour,2206571.1337783,2251.654302902883,4520.35107117088,32183.30321469556,287.9392375266079,13.845572084042857
,,,,wind_onshore__electricity___PRT_15_1,kilowatt hour,1936780.9523192,1976.3519487455108,3967.6626411035595,28248.35678067969,252.7338557682335,12.152719609056941
,,,,wind_onshore__electricity___PRT_10_1,kilowatt hour,39562462151.654495,40370775.420187354,81047112.16002645,577026815.8963069,5162573.285058124,248242.58469813957
,,,,wind_onshore__electricity___PRT_16_1,kilowatt hour,4442111.3651245,4532.869566246043,9100.047834598925,64789.126799863516,579.6587021002999,27.872916567745833
,,,,wind_onshore__electricity___PRT_19_1,kilowatt hour,1352133.4563716,1379.7593259919586,2769.961876273323,19721.15031642013,176.4422050581095,8.484231915686008
,,,,wind_onshore__electricity___PRT_9_1,kilowatt hour,79824540724.76952,81455461.78831874,163527448.8259222,1164257684.110548,10416440.71189846,500875.0525696726
,,,,wind_offshore__electricity___PRT_15_1,kilowatt hour,161872.80191900002,61.65214739043602,338.15350225333054,2753.9924052410247,30.4323010671662,1.1195386403071959
,,,,wind_offshore__electricity___PRT_9_1,kilowatt hour,182679.8783972,69.5768939482305,381.6196417077207,3107.9896790887324,34.344058991630625,1.2634437672227161
,,,,wind_offshore__electricity___PRT_3_1,kilowatt hour,172947.76827630002,65.87024583259787,361.2891903663389,2942.414257822392,32.51440940392503,1.1961349098418674
,,,,wind_offshore__electricity___PRT_12_1,kilowatt hour,174896.54652789998,66.6124732467321,365.36020281439176,2975.569429330744,32.88078229557488,1.2096129774006468
,,,,wind_offshore__electricity___PRT_18_1,kilowatt hour,166125.04688110002,63.27169043186835,347.03647399669603,2826.337173381887,31.23172874932049,1.1489478584189354
,,,,wind_offshore__electricity___PRT_17_1,kilowatt hour,173429.44028500002,66.05369973983399,362.29540682640356,2950.6090938214047,32.60496437975588,1.1994662318757974
,,,,wind_offshore__electricity___PRT_20_1,kilowatt hour,162476.1434961,61.881940567291224,339.413887341963,2764.2572433580735,30.545730081803985,1.1237114487868218
,,,,wind_offshore__electricity___PRT_11_1,kilowatt hour,178572.61173950002,68.01256821497743,373.0395307315366,3038.1114719874877,33.57188742255349,1.2350372426406917
,,,,wind_offshore__electricity___PRT_7_1,kilowatt hour,166186.4745524,63.295086488109156,347.16479687018125,2827.382261548895,31.243277233301583,1.149372702231154
,,,,wind_offshore__electricity___PRT_4_1,kilowatt hour,164539.81787360003,62.667927625026174,343.72491866134527,2799.3671784552616,30.933703597197876,1.1379841566331914
,,,,wind_offshore__electricity___PRT_1_1,kilowatt hour,22815.49944259344,8.689690396236221,47.66175015562241,388.16719943745983,4.289344101029867,0.15779570700213305
,,,,wind_offshore__electricity___PRT_16_1,kilowatt hour,168438.6789453,64.15287898430891,351.86966879752725,2865.6997163815763,31.666694640072947,1.1649493142503444
,,,,hydro_run_of_river__electricity___PRT_2,kilowatt hour,353900258.863329,62742.19134792108,147339.6120952306,1545798.7533154995,7601.911376882321,377.0333912923562
,,,,hydro_run_of_river__electricity___PRT_1,kilowatt hour,2590065325.131966,459186.93415569095,1078324.2191816529,11313130.325080218,55635.582537361646,2759.3681799862784
,,,,hydro_reservoir__electricity___PRT_1,kilowatt hour,2158654721.47434,236490.49204005089,724267.6633663815,112384343.751081,63138221.08064527,2924.6741930769554
,,,,hydro_reservoir__electricity___PRT_2,kilowatt hour,394060107.9343555,43171.08608243396,132214.28639943627,20515641.611403815,11525814.650352336,533.896142173635
,,,,ccgt__electricity___PRT_1,kilowatt hour,30137.74131369537,18.887632490086,118.72563657466966,16125.272887810901,27.46004139802292,0.2868117447834262
,,,,ccgt__electricity___PRT_2,kilowatt hour,28071.952053670462,17.592981625171046,110.58759645890103,15019.967244813888,25.577794882995143,0.26715225488083605
,,,,chp_biofuel_extraction__electricity___PRT_2,kilowatt hour,181610.3363876,71762.48684169778,291.31834628962974,287702.836386762,212.6473333666185,3.4304631234316973
,,,,chp_biofuel_extraction__electricity___PRT_1,kilowatt hour,164401.439959,64962.47078515232,263.7138203021695,260440.9061900652,192.49745639075735,3.1054018644130896
,,,,open_field_pv__electricity___PRT_11_1,kilowatt hour,8443182.5872318,192133.56718710385,25083.45357836995,566426.8867324772,18443.917120739017,268.2361725661431
,,,,open_field_pv__electricity___PRT_17_1,kilowatt hour,1168693.9003918,26594.868202234356,3472.0176775742784,78404.04263472982,2552.9820320286326,37.1288877746822
,,,,open_field_pv__electricity___PRT_7_1,kilowatt hour,2095687.5205102,47689.5903873267,6225.979373570862,140593.16443089902,4577.975963437089,66.57906465820255
,,,,open_field_pv__electricity___PRT_14_1,kilowatt hour,980610.9910085,22314.842292349902,2913.251018484257,65786.14461952362,2142.1197112565314,31.153577017535362
,,,,open_field_pv__electricity___PRT_20_1,kilowatt hour,1448402.5446463,32959.93482619397,4302.990917960864,97168.82652046296,3163.9984348226126,46.01510756127395
,,,,open_field_pv__electricity___PRT_8_1,kilowatt hour,1134707.3904649,25821.4691618636,3371.0487555568684,76123.99328012661,2478.739367507409,36.04915140187486
,,,,open_field_pv__electricity___PRT_10_1,kilowatt hour,3685228.1729056,83861.27246116521,10948.270849950202,247230.5080828249,8050.286996620144,117.07806741356403
,,,,open_field_pv__electricity___PRT_4_1,kilowatt hour,858314.8905955,19531.864928756422,2549.927292399835,57581.67921788215,1874.9669975843976,27.26828405416421
,,,,open_field_pv__electricity___PRT_18_1,kilowatt hour,682467.391069,15530.268717832876,2027.510236308098,45784.616834442415,1490.8326177286497,21.681686850925068
,,,,open_field_pv__electricity___PRT_15_1,kilowatt hour,3855354.4163514,87732.6753571745,11453.690895712154,258643.74917180493,8421.923438418702,122.48290284421464
,,,,open_field_pv__electricity___PRT_12_1,kilowatt hour,960198.1889224,21850.327361069423,2852.6075859405173,64416.71315029758,2097.5284654804905,30.505071333044146
,,,,open_field_pv__electricity___PRT_9_1,kilowatt hour,23263193882.248787,529378629.2606903,69111527.29430261,1560655398.6053014,50817853.98988358,739061.3698292002
,,,,open_field_pv__electricity___PRT_19_1,kilowatt hour,1013520.9518125,23063.74329779629,3011.021671377666,67993.97163830374,2214.0106816630187,32.199111901344715
,,,,open_field_pv__electricity___PRT_16_1,kilowatt hour,864695.8762681,19677.071004457892,2568.8842622533375,58009.759720873444,1888.9060981164641,27.47100514379201
,,,,open_field_pv__electricity___PRT_6_1,kilowatt hour,27340213210.795403,622155524.3136541,81223752.0401739,1834169958.0216362,59723998.77811559,868586.468791505
,,,,open_field_pv__electricity___PRT_3_1,kilowatt hour,1466760.7952488002,33377.696280467564,4357.530580208951,98400.42451415477,3204.1015652591227,46.59834105478438
,,,,open_field_pv__electricity___PRT_5_1,kilowatt hour,1612723.7784454,36699.23863254111,4791.16513390871,108192.62754849443,3522.953981034729,51.23552040563469
,,,,chp_hydrogen__electricity___PRT_1,kilowatt hour,85858.10945528111,898.5894444750058,377.3250929377129,4292.61341422526,26873.2140519258,1.9225104453016757
,,,,chp_hydrogen__electricity___PRT_2,kilowatt hour,88107.1256611624,922.1276031710017,387.20896097172175,4405.056572700664,27577.146322148412,1.97286977802154
,,,,existing_wind__electricity___PRT_10_1,kilowatt hour,350427848.3878003,357587.55168495787,717881.6379633875,5111063.734436769,45727.92869744887,2198.8296505207104
,,,,existing_wind__electricity___PRT_9_1,kilowatt hour,912088538.7066329,930723.7117233856,1868491.9510527344,13303002.81282746,119019.99186358544,5723.082032626542
,,,,existing_wind__electricity___PRT_17_1,kilowatt hour,289590154.0173576,295506.8639621632,593250.3796751146,4223733.190325455,37789.114008275115,1817.0913644026575
,,,,existing_wind__electricity___PRT_16_1,kilowatt hour,93942259.42022853,95861.6239410024,192448.81186945472,1370167.5750902488,12258.68594726077,589.459503326408
,,,,existing_wind__electricity___PRT_6_1,kilowatt hour,2122152433.0597603,2165510.8085668464,4347412.089811648,30952038.742752314,276923.2970284046,13315.870055616944
,,,,existing_wind__electricity___PRT_5_1,kilowatt hour,500988175.088477,511224.0256576491,1026317.4384880282,7307017.706623783,65374.8029844052,3143.5505454539552
,,,,existing_wind__electricity___PRT_1_1,kilowatt hour,104071.3474257,106.1976623572496,213.19912130251979,1517.9024500425162,13.580447948097461,0.6530164926998725
,,,,existing_wind__electricity___PRT_12_1,kilowatt hour,363424360.05146176,370849.597891295,744506.1118028895,5300620.585455623,47423.86571126941,2280.378863431485
,,,,existing_wind__electricity___PRT_20_1,kilowatt hour,2353978950.371122,2402073.852769196,4822328.683112474,34333277.16479845,307174.7353808923,14770.511923163458
,,,,existing_wind__electricity___PRT_19_1,kilowatt hour,2027329394.897172,2068750.4112394396,4153158.9268063977,29569024.824882194,264549.6767587197,12720.883929916594
,,,,existing_wind__electricity___PRT_11_1,kilowatt hour,1476102215.203159,1506260.928621221,3023922.5590411,21529260.688629992,192619.10021667805,9262.098697293748
