spores,techs,locs,carriers,unit,flow_out_sum
101,demand_industry_diesel,PRT_2,diesel,twh,
101,demand_industry_kerosene,PRT_1,kerosene,twh,
101,demand_industry_kerosene,PRT_2,kerosene,twh,
101,demand_industry_methane,PRT_1,methane,twh,
101,demand_industry_methane,PRT_2,methane,twh,
101,demand_industry_methanol,PRT_1,methanol,twh,
101,demand_industry_methanol,PRT_2,methanol,twh,
101,demand_light_transport,PRT_1,transport,billion_km,
101,demand_light_transport,PRT_2,transport,billion_km,
101,el_export,ESP-sink,electricity,twh,
101,el_import,ESP-sink,electricity,twh,23.331335438498236
101,electric_heater,PRT_1,electricity,twh,
101,electric_heater,PRT_1,heat,twh,0.000936509540958358
101,electric_heater,PRT_2,electricity,twh,
101,electric_heater,PRT_2,heat,twh,0.0007683647311819823
101,electric_hob,PRT_1,cooking,twh,2.359961138928363
101,electric_hob,PRT_1,electricity,twh,
101,electric_hob,PRT_2,cooking,twh,2.580617217125992
101,electric_hob,PRT_2,electricity,twh,
101,electrolysis,PRT_1,electricity,twh,
101,electrolysis,PRT_1,hydrogen,twh,15.567740544916578
101,electrolysis,PRT_2,electricity,twh,
101,electrolysis,PRT_2,hydrogen,twh,18.311351544121052
101,existing_pv,PRT-10_1,electricity,twh,0.29475498173520664
101,existing_pv,PRT-12_1,electricity,twh,0.13685820058381024
101,existing_pv,PRT-15_1,electricity,twh,0.29529519984618857
101,existing_pv,PRT-3_1,electricity,twh,0.6970702265944659
101,existing_pv,PRT-9_1,electricity,twh,0.14942274640612596
101,existing_wind,PRT-10_1,electricity,twh,0.3427704504385523
101,existing_wind,PRT-11_1,electricity,twh,1.5842772666807359
101,existing_wind,PRT-12_1,electricity,twh,0.3903433173059765
101,existing_wind,PRT-15_1,electricity,twh,0.3334543913999707
101,existing_wind,PRT-16_1,electricity,twh,0.10541658052387372
101,existing_wind,PRT-17_1,electricity,twh,0.29793406440357595
101,existing_wind,PRT-18_1,electricity,twh,2.4546538759576406
101,existing_wind,PRT-19_1,electricity,twh,2.0124044535127226
101,existing_wind,PRT-1_1,electricity,twh,1.4440283648296682e-07
101,existing_wind,PRT-20_1,electricity,twh,2.3135857724215323
101,existing_wind,PRT-3_1,electricity,twh,0.4950933403457729
101,existing_wind,PRT-4_1,electricity,twh,1.0115722836388885
101,existing_wind,PRT-5_1,electricity,twh,0.4824429019943049
101,existing_wind,PRT-6_1,electricity,twh,2.1546751949447724
101,existing_wind,PRT-7_1,electricity,twh,1.451589027795778
101,existing_wind,PRT-9_1,electricity,twh,0.8804738725890069
101,gas_hob,PRT_1,cooking,twh,3.8728323838673894e-05
101,gas_hob,PRT_1,methane,twh,
101,gas_hob,PRT_2,cooking,twh,2.8531647934685677e-05
101,gas_hob,PRT_2,methane,twh,
101,h2_export,ESP-sink,hydrogen,twh,
101,h2_import,ESP-sink,electricity,twh,0.00042750842322765773
101,heat_storage_big,PRT_1,heat,twh,0.008580450519344127
101,heat_storage_big,PRT_2,heat,twh,0.011538564630749253
101,heat_storage_small,PRT_1,heat,twh,0.56507848180466
101,heat_storage_small,PRT_2,heat,twh,0.3424171432139721
101,heavy_transport_ev,PRT_1,electricity,twh,
101,heavy_transport_ev,PRT_1,transport,billion_km,1.0838534392370676
101,heavy_transport_ev,PRT_2,electricity,twh,
101,heavy_transport_ev,PRT_2,transport,billion_km,1.2573469051520394
101,heavy_transport_ice,PRT_1,diesel,twh,
101,heavy_transport_ice,PRT_1,transport,billion_km,9.438208129094576e-06
101,heavy_transport_ice,PRT_2,diesel,twh,
101,heavy_transport_ice,PRT_2,transport,billion_km,9.654460327831245e-06
101,hp,PRT_1,electricity,twh,
101,hp,PRT_1,heat,twh,11.81035854656016
101,hp,PRT_2,electricity,twh,
101,hp,PRT_2,heat,twh,14.465026750232363
101,hydro_reservoir,PRT_1,electricity,twh,6.033139139019001
101,hydro_reservoir,PRT_2,electricity,twh,0.9705527721266817
101,hydro_run_of_river,PRT_1,electricity,twh,6.279850843599125
101,hydro_run_of_river,PRT_2,electricity,twh,0.8654623843642104
101,hydrogen_storage,PRT_1,hydrogen,twh,9.053558527230177e-05
101,hydrogen_storage,PRT_2,hydrogen,twh,9.072647544948176e-05
101,hydrogen_to_liquids,PRT_1,co2,100kt,
101,hydrogen_to_liquids,PRT_1,diesel,twh,4.591857719801685
101,hydrogen_to_liquids,PRT_1,electricity,twh,
101,hydrogen_to_liquids,PRT_1,hydrogen,twh,
101,hydrogen_to_liquids,PRT_1,kerosene,twh,6.887786579702527
101,hydrogen_to_liquids,PRT_2,co2,100kt,
101,hydrogen_to_liquids,PRT_2,diesel,twh,5.51328161321987
101,hydrogen_to_liquids,PRT_2,electricity,twh,
101,hydrogen_to_liquids,PRT_2,hydrogen,twh,
101,hydrogen_to_liquids,PRT_2,kerosene,twh,8.269922419829804
101,hydrogen_to_methane,PRT_1,co2,100kt,
101,hydrogen_to_methane,PRT_1,hydrogen,twh,
101,hydrogen_to_methane,PRT_1,methane,twh,0.00019799491269209535
101,hydrogen_to_methane,PRT_2,co2,100kt,
101,hydrogen_to_methane,PRT_2,hydrogen,twh,
101,hydrogen_to_methane,PRT_2,methane,twh,0.020305629278295177
101,hydrogen_to_methanol,PRT_1,co2,100kt,
101,hydrogen_to_methanol,PRT_1,hydrogen,twh,
101,hydrogen_to_methanol,PRT_1,methanol,twh,8.77176681254679e-05
101,hydrogen_to_methanol,PRT_2,co2,100kt,
101,hydrogen_to_methanol,PRT_2,hydrogen,twh,
101,hydrogen_to_methanol,PRT_2,methanol,twh,0.000160956783851126
101,light_transport_ev,PRT_1,electricity,twh,
101,light_transport_ev,PRT_1,transport,billion_km,37.6887735482421
101,light_transport_ev,PRT_2,electricity,twh,
101,light_transport_ev,PRT_2,transport,billion_km,39.924052941180946
101,light_transport_ice,PRT_1,diesel,twh,
101,light_transport_ice,PRT_1,transport,billion_km,7.366032965982339e-05
101,light_transport_ice,PRT_2,diesel,twh,
101,light_transport_ice,PRT_2,transport,billion_km,7.035366529505458e-05
101,methane_boiler,PRT_1,heat,twh,0.0003351602471104222
101,methane_boiler,PRT_1,methane,twh,
101,methane_boiler,PRT_2,heat,twh,0.000231124805931474
101,methane_boiler,PRT_2,methane,twh,
101,methane_storage,PRT_1,methane,twh,5.819411034235701
101,methane_storage,PRT_2,methane,twh,5.682194808689383
101,open_field_pv,PRT-10_1,electricity,twh,0.0002499533440081607
101,open_field_pv,PRT-11_1,electricity,twh,1.435397155538764e-05
101,open_field_pv,PRT-12_1,electricity,twh,15.627156144402548
101,open_field_pv,PRT-14_1,electricity,twh,15.19249743713606
101,open_field_pv,PRT-15_1,electricity,twh,2.2642885493904964e-05
101,open_field_pv,PRT-16_1,electricity,twh,0.010115566967193953
101,open_field_pv,PRT-17_1,electricity,twh,0.001125057789574641
101,open_field_pv,PRT-18_1,electricity,twh,0.0034017253137318118
101,open_field_pv,PRT-19_1,electricity,twh,9.418729145298173
101,open_field_pv,PRT-20_1,electricity,twh,14.422521695548763
101,open_field_pv,PRT-3_1,electricity,twh,8.212147190540506
101,open_field_pv,PRT-4_1,electricity,twh,0.012900467827758035
101,open_field_pv,PRT-5_1,electricity,twh,14.563325968867918
101,open_field_pv,PRT-6_1,electricity,twh,0.0004853665203570506
101,open_field_pv,PRT-7_1,electricity,twh,2.3678832837219944e-05
101,open_field_pv,PRT-8_1,electricity,twh,15.473783235431469
101,open_field_pv,PRT-9_1,electricity,twh,0.00023926076821562212
